,id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
519,379395415,携程旅行-酒店、机票、火车票预订助手,144488448,USD,0,312,0,3.5,0,7.4.1,17+,Travel,37,5,1,1
520,379693831,"Audible – audio books, original series & podcasts",81558528,USD,0,105274,1774,4.5,4.5,2.23,4+,Book,37,5,5,1
521,379869627,Living Earth - Clock & Weather,169009152,USD,2.99,25475,71,4.5,4,3.82,4+,Utilities,37,4,11,1
522,379937581,Sushi Cat,62373888,USD,0.99,8718,381,4,4.5,2.1.0,4+,Games,43,5,1,1
523,379983299,Talking Tom Cat for iPad,75417600,USD,0,29492,51,3.5,4,3.3,4+,Entertainment,24,5,13,1
524,380090605,Let's create! Pottery HD,175157248,USD,4.99,12787,12,4.5,4.5,1.71,4+,Entertainment,38,5,1,1
525,380641055,Files HD Pro - File Manager & Web Browser,28118016,USD,4.99,2237,41,4,3.5,6.1.1,17+,Utilities,24,5,2,1
526,380834987,Army Fitness APFT Calculator,15759360,USD,0.99,108,74,4,4.5,2.4,4+,Utilities,40,3,1,1
527,380908399,Ringtones for iPhone & Ringtone Maker,109270016,USD,0,25403,1598,4.5,4.5,8.9.6,12+,Music,37,4,9,1
528,380932800,Zoopla Property Search -UK Homes for Sale and Rent,59411456,USD,0,210,4,3.5,4.5,3.3.4,4+,Lifestyle,37,5,1,1
529,380974668,Vestiaire Collective - Pre-Owned Luxury Fashion,138755072,USD,0,169,16,4,4.5,4.2.7,4+,Shopping,37,5,5,1
530,381059732,Week Calendar,81845248,USD,1.99,7447,18,4.5,4.5,10.2.1,4+,Productivity,37,0,29,1
531,381342267,Stack the States®,132377600,USD,2.99,12833,282,4.5,4.5,2.7,4+,Education,40,5,1,1
532,381471023,Flashlight Ⓞ,42027008,USD,0,130450,1010,5,4.5,2.1.2,4+,Utilities,40,0,22,1
533,381477230,ゲーム発展国＋＋,191410176,USD,4.99,6,0,4,0,2.09,4+,Games,38,5,1,1
535,381722077,Celebtwin: Celebrity Looks Like Lite,81773568,USD,0,1111,0,1.5,0,6.1,4+,Lifestyle,37,4,12,1
536,382002079,Onefootball - Soccer Scores & Live News,113814528,USD,0,3194,18,4.5,4.5,10.12,12+,Sports,37,5,13,1
537,382013715,SuperCam_Pro,27815936,USD,1.99,1399,24,2.5,2.5,4.3,4+,Business,43,0,7,1
538,382045106,カロリー管理（痩せるアプリ）,44402688,USD,3.99,10,0,4.5,0,5.4,17+,Health & Fitness,37,0,1,1
540,382201985,手机百度 - 百度一下你就得到,226406400,USD,0,1990,0,4.5,0,8.6.5,17+,Utilities,38,0,1,1
541,382497397,Sam's Club: Wholesale Shopping & Bulk Buy Deals,113119232,USD,0,8149,173,4,4.5,17.4,4+,Shopping,37,5,1,1
542,382509315,Splashtop Personal - Remote Desktop,55986176,USD,4.99,29376,11,4.5,5,2.7.4.1,4+,Business,24,5,11,1
543,382596778,eBay Kleinanzeigen - Free. Easy. Local.,63022080,USD,0,74,3,4.5,5,7.5.2,4+,Shopping,37,4,1,1
544,382617920,Viber Messenger – Text & Call,129657856,USD,0,164249,206,4.5,4.5,6.9.0,4+,Social Networking,37,5,32,1
546,382991304,Osmos,33989632,USD,2.99,14605,23,4.5,5,2.4.1,4+,Games,37,0,9,1
547,383298204,shopkick - Shopping Rewards & Discounts,74822656,USD,0,130823,29363,4.5,5,5.1.4,4+,Shopping,37,4,2,1
548,383718755,Decide Now!,3462144,USD,0.99,486,25,4.5,4,2.0.1,4+,Entertainment,37,5,9,1
549,383819300,"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",3462266,USD,0.99,8946,1776,4.5,4.5,1.9,4+,Music,43,0,1,1
551,384282298,The Secret of Grisly Manor,51794944,USD,0.99,1993,36,4,4,1.9.4,4+,Games,40,5,7,1
552,384830320,"Find My Family, Friends & iPhone - Life360 Locator",154507264,USD,0,43877,80,4.5,4.5,13.7.1,4+,Social Networking,37,0,13,1
553,385145330,Pocketbooth - the photo booth in your pocket,72586240,USD,0.99,2377,5,4.5,5,3.5,4+,Photo & Video,37,5,1,1
554,385285922,"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",184689664,USD,0,1590,6,4.5,5,7.1,17+,Entertainment,38,0,2,1
555,385533456,The Incident,19534848,USD,0.99,2070,16,4,4.5,1.7,4+,Games,37,5,1,1
556,385724144,ホットペッパービューティー/サロン予約,65892352,USD,0,9,0,4,0,4.14.1,4+,Lifestyle,37,0,1,1
557,385756768,Dictionary.com Dictionary & Thesaurus Premium,108836864,USD,3.99,11530,81,4.5,4.5,7.1.3,4+,Reference,37,0,1,1
558,385919493,Autohome-Find new＆Used Cars For Sale,89219072,USD,0,194,0,4,0,8.0.6,17+,Lifestyle,37,0,2,1
559,385957032,OPEN Forum,83138560,USD,0,200,0,3.5,0,6.3,4+,Business,37,0,1,1
560,386098453,Weibo HD,104387584,USD,0,16772,293,4.5,3,4.0.0,4+,Social Networking,24,4,3,1
561,386239683,Reckless Racing HD,77139968,USD,0.99,9,7,4,4.5,1.4.3,4+,Games,43,5,5,1
562,386241770,Bloons Super Monkey,28566528,USD,0.99,2113,20,3.5,2.5,1.5.4,4+,Games,40,5,1,1
563,386505750,Lotto Results - Mega Millions Powerball Lottery,7990272,USD,0,794,8,4,3.5,3.5.1,12+,News,37,5,1,1
565,386592716,IKEA Catalog,122979328,USD,0,8939,15,4,1.5,17.1,4+,Lifestyle,37,5,29,1
566,387109554,QQ安全中心,32918528,USD,0,308,0,3.5,0,6.9.8,17+,Utilities,37,0,1,1
567,387310377,Free IQ Test: Calculate your IQ,4034560,USD,0,5,1,2,1,3.0.2,4+,Education,38,0,2,1
568,387428400,Infinity Blade,624107810,USD,0.99,326482,177050,5,5,1.4.1,12+,Games,43,5,13,1
569,387682726,淘宝 - 随时随地，想淘就淘,309673984,USD,0,3801,6,4,4,6.7.2,4+,Shopping,37,1,1,1
570,387893495,Virtual Regatta Offshore,123541504,USD,0,209,1,3.5,5,2.2.1,4+,Games,37,5,1,1
571,388130466,iSlash,27619328,USD,0.99,33868,463,4.5,4.5,1.5.4,4+,Games,43,0,1,1
573,388336485,Ugly Meter™,30441472,USD,0.99,13741,58,3.5,2.5,4.6,9+,Entertainment,43,4,1,1
574,388389451,"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",100551680,USD,0,18418,706,4.5,5,9.2.1,4+,Reference,37,5,16,1
575,388459613,Carbs & Cals - Diet & Diabetes,209295360,USD,4.99,21,0,1.5,0,4.0.5,4+,Health & Fitness,37,5,1,1
576,388462078,2XL Supercross HD,270729216,USD,4.99,1588,6,3.5,4.5,1.2.1,4+,Games,37,5,7,1
577,388491656,Fly Delta,140803072,USD,0,8094,191,3,2.5,4.2.2,4+,Travel,37,0,1,1
578,388497605,Google Authenticator,17235968,USD,0,1652,202,3,2.5,3.0.0,4+,Utilities,38,1,32,1
579,388624839,CamScanner +| PDF Document Scanner and OCR,98450432,USD,0.99,5482,25,4.5,4.5,4.4.2,4+,Productivity,37,0,14,1
580,388633565,Pocket Anatomy - Interactive 3D Human Anatomy and Physiology.,685733888,USD,13.99,611,186,4.5,4.5,6,12+,Medical,37,5,1,1
581,388838723,"Flashlight for iPhone , iPod and iPad",64041984,USD,0,26697,3109,4.5,4.5,4.1.1,4+,Utilities,37,5,1,1
582,388932995,赶集网-工作生活啥都有！,106115072,USD,0,317,0,4,0,7.9.9,17+,Lifestyle,38,0,1,1
583,389204861,The Sims 3 Ambitions,444821504,USD,4.99,14202,638,3.5,3.5,1.1.83,12+,Games,40,5,10,1
585,389359495,Bookshelf,106445824,USD,0,2064,2,2.5,4,3.9.5,4+,Education,37,5,32,1
586,389481236,QQ同步助手-新机一键换机必备工具,72941568,USD,0,746,1,4.5,5,6.7.8,4+,Utilities,40,0,1,1
587,389543438,Der Feueralarm,30711808,USD,0.99,0,0,0,0,1.2,12+,Entertainment,40,5,1,1
588,389638243,POF - Best Dating App for Conversations,59248640,USD,0,52642,16,3.5,3.5,5.9,17+,Social Networking,37,5,31,1
589,389781154,NFL,131428352,USD,0,27317,2,2.5,5,14.1.4,4+,Sports,37,1,1,1
590,389784247,Vernier Video Physics,40472576,USD,4.99,76,2,4,1,3.0.4,4+,Education,37,5,5,1
591,389801252,Instagram,113954816,USD,0,2161558,1289,4.5,4,10.23,12+,Photo & Video,37,0,29,1
592,390017969,"Due — Reminders, Countdown Timers",32130048,USD,4.99,2554,93,4.5,3.5,2.4.2,4+,Productivity,37,5,17,1
593,390109631,UFO on Tape,35359744,USD,0.99,1058,3,3.5,3.5,1.5,4+,Games,37,3,1,1
594,390422167,Catan HD,812010496,USD,1.99,10382,281,4,3.5,4.6.2,4+,Games,24,5,6,1
595,390523040,Polar Plunge ™,3700705,USD,0.99,1428,1417,3.5,3.5,1.0.0,4+,Games,47,0,1,1
597,390577714,Sunday Ticket,92392448,USD,0,3134,160,2.5,3,2.6.041,4+,Entertainment,24,4,1,1
598,391071343,央视影音HD-海量央视内容高清直播,64325632,USD,0,596,0,2.5,0,6.1.55,4+,Entertainment,24,5,3,1
599,391297152,Neuroshima Hex,511094784,USD,4.99,4378,251,4.5,4.5,3,9+,Games,43,5,1,1
600,391304000,"Maps 3D PRO - GPS for Bike, Hike, Ski & Outdoor",25960448,USD,4.99,280,12,4,4,4.1.4,4+,Navigation,37,0,6,1
601,391432693,ArtRage,58826752,USD,4.99,1045,2,4,2.5,2.1.11,4+,Entertainment,24,5,7,1
602,391767653,Sleep Talk Recorder,25309184,USD,0,1110,31,4.5,3.5,5.4.4,17+,Utilities,38,0,31,1
603,391855805,Spider Solitaire by MobilityWare,39446528,USD,4.99,11154,1862,4.5,5,3.2.1,4+,Games,38,5,3,1
604,391947489,iSleeping by iSommeil SARL,24419328,USD,0,0,0,0,0,2.7.1,4+,Medical,38,0,3,1
605,391965015,中国建设银行,209245184,USD,0,258,0,2,0,4.0.3.005,17+,Finance,37,0,1,1
606,392084834,Lane Splitter,106458112,USD,0.99,44567,202,4.5,4.5,5.2.1,4+,Games,38,4,1,1
607,392186427,Ryder Cup 2016 – Hazeltine National Golf Club,116247552,USD,0,3818,69,2.5,1.5,4.1.2,4+,Sports,37,1,1,0
608,392188745,Noteshelf,117406720,USD,9.99,7562,9,4.5,4,11.9.6,4+,Productivity,24,5,7,1
609,392198579,The Legend of Spookley the Square Pumpkin,36942848,USD,2.99,120,12,4.5,4.5,2.6.1,4+,Book,37,4,1,1
611,392252535,BUBBLE BOBBLE DOUBLE,56954817,USD,4.99,206,128,3,3.5,2.0.0,4+,Games,47,5,1,1
612,392408028,Paprika Recipe Manager,10432512,USD,4.99,1755,83,4.5,4.5,2.2.2,17+,Food & Drink,24,5,16,1
613,392538848,ToonCamera,29494272,USD,1.99,1037,95,4.5,4.5,4,4+,Photo & Video,37,5,13,1
614,392788790,Sonic The Hedgehog 4™ Episode I,124710912,USD,2.99,4755,132,4,3.5,1.5,9+,Games,38,5,1,1
615,392790924,Cisco AnyConnect,46872576,USD,0,825,28,3.5,4,4.0.05066,4+,Business,40,1,1,1
616,392796698,GroupMe,66864128,USD,0,28260,294,4.5,4.5,5.9.0,4+,Social Networking,37,1,14,1
617,392899425,招商银行,154910720,USD,0,306,1,3.5,1,5.3.0,12+,Finance,37,0,2,1
618,392915994,Jenga,97562624,USD,0,32527,4411,4.5,4,1.7.6,4+,Games,43,5,1,1
619,392988420,"Zappos: shop shoes & clothes, fast free shipping",70325248,USD,0,103655,39452,5,5,3.9.0,4+,Shopping,37,4,1,1
620,393313223,"Printer Pro - Print photos, pdf and emails",98820096,USD,6.99,15981,440,4.5,4.5,5.4.11,4+,Productivity,37,5,9,1
621,393328150,Sephora Makeup & Beauty App – Insider Tips & Style,147001344,USD,0,15593,301,4.5,5,17.3,4+,Shopping,37,0,1,1
623,393670998,欧路英语词典 Eudic 增强版,152671232,USD,2.99,206,2,4,3.5,8.2.1,17+,Reference,37,5,3,1
624,393765873,爱奇艺 - 电视剧电影综艺娱乐视频播放器,235160576,USD,0,786,0,3.5,0,8.5.0,17+,Entertainment,38,0,2,1
626,393989284,Mathmateer®,26029056,USD,1.99,1207,2,4.5,4.5,2.3,4+,Education,37,5,1,1
627,394057299,Battleheart,275481600,USD,2.99,6879,54,4.5,4.5,1.6,9+,Games,38,5,1,1
628,394075284,Youku HD,145140736,USD,0,5683,7,4,4.5,5,12+,Entertainment,24,5,1,1
629,394342281,Bowitter for iPhone,3174400,USD,0.99,0,0,0,0,1.5.0,4+,Social Networking,43,0,2,1
630,394732447,Need for Speed™ Hot Pursuit,1269152768,USD,4.99,5059,20,4,3.5,1.3.10,4+,Games,37,5,8,1
631,395042892,Instant Heart Rate+: Heart Rate & Pulse Monitor,189514752,USD,4.99,10158,475,4.5,4.5,5.72,4+,Health & Fitness,37,0,31,1
632,395096736,去哪儿旅行-预订机票酒店火车票特价旅游自由行,131723264,USD,0,291,0,4,0,4.10.12,17+,Travel,37,5,1,1
633,395148744,NOAA Hurricane Center,8069120,USD,1.99,31,15,3,3,3.5,4+,Weather,43,0,1,1
634,395545555,CVS Pharmacy,129167360,USD,0,35981,237,4,4,3.4.1,12+,Shopping,37,0,1,1
635,395627741,Age of Zombies™,53805056,USD,0.99,14493,384,4.5,4.5,1.2.81,12+,Games,40,5,1,1
636,395680819,AVPlayer,39790592,USD,2.99,853,11,4,5,2.84,17+,Entertainment,40,0,11,1
637,395893124,土豆视频HD—高清影视综艺视频播放器,68668416,USD,0,990,4,3,2,5.5.2,12+,Entertainment,24,4,1,1
638,395898626,土豆（短视频分享平台）,88601600,USD,0,676,0,3,0,6.3.3,12+,Entertainment,37,0,1,1
639,395979574,Spider Solitaire Free by MobilityWare,91588608,USD,0,128739,5515,4.5,4.5,3.4.0,4+,Games,38,5,3,1
640,396082453,The Calculator,71177216,USD,2.99,1556,25,4.5,5,4.7.0,4+,Utilities,38,5,11,1
641,396085661,Game Dev Story,191455232,USD,4.99,12331,11,4.5,4.5,2.09,4+,Games,38,5,5,1
643,396224808,French Words for Kids - Learn Letter Sounds,35518464,USD,3.99,22,1,4.5,5,5.0.1,4+,Education,37,5,2,1
644,396669943,Death Worm,29303808,USD,0.99,6527,15,4,4,1.65,12+,Games,37,5,1,1
646,396837225,Cartoon Wars 2: Heroes,42482779,USD,0.99,13049,1180,4.5,4.5,111,12+,Games,43,0,1,1
647,396885309,MSNBC,92997632,USD,0,3692,27,3.5,2,6.0.5,12+,News,37,5,1,1
648,397049430,Super Stickman Golf,88879104,USD,2.99,41446,566,4.5,4.5,2,4+,Games,43,5,1,1
649,397533889,Black Friday 2017 Ads App - BlackFriday.fm,23296000,USD,0,8221,0,4.5,0,3.0.3,4+,Shopping,37,0,1,1
650,397836467,Hotel Dash Deluxe,50085888,USD,0.99,36190,221,4.5,4,1.27.3,4+,Games,43,4,1,1
651,397951063,Backbreaker 2: Vengeance,83214336,USD,0.99,14491,304,4.5,4.5,1.3.6,4+,Games,40,5,1,1
653,398129933,The Calculator - Free and Easy Calculating!,84945920,USD,0,99244,1760,4.5,4.5,4.7.2,4+,Utilities,38,5,11,1
654,398166286,出会い系アプリ i-Mail（アイメール）,3833856,USD,0,0,0,0,0,2.1.2,17+,Social Networking,43,0,1,1
656,398329664,Angry Birds Seasons HD,710486016,USD,0,75714,481,4,4.5,6.6.1,4+,Games,24,5,1,1
657,398348506,Gravity Guy,22577152,USD,0.99,35161,1316,4.5,4,1.4.4,9+,Games,43,0,1,1
659,398436747,"Fooducate - Lose Weight, Eat Healthy,Get Motivated",48590848,USD,0,11875,73,4.5,4.5,4.981,4+,Health & Fitness,37,0,1,1
660,398453262,招商银行信用卡掌上生活,160764928,USD,0,122,0,2.5,0,5.5.9,17+,Finance,37,0,1,1
661,398596699,myChevrolet,85515264,USD,0,1083,36,2,2.5,3.6.0,17+,Lifestyle,37,0,4,1
662,398687544,Puzzle Quest 2,1319796736,USD,2.99,1575,104,3.5,4,1.3.4,12+,Games,38,5,1,1
663,398860966,Mountain Biker,165394432,USD,1.99,24,7,3.5,4,1.0.3,4+,Games,37,5,8,1
665,398954883,Yurekuru Call,56609792,USD,0,53,0,4,0,3.4.7,4+,Weather,37,5,2,1
666,398975927,Stratego® Single Player,195406848,USD,2.99,739,145,3.5,4,1.3.9,4+,Games,40,5,1,1
667,399355755,Text Free: Free Texting + Calling + MMS,136184832,USD,0,100477,35,4,4.5,9.25,4+,Lifestyle,37,5,1,1
668,399363156,腾讯新闻-头条新闻热点资讯掌上阅读软件,114878464,USD,0,718,4,4,2.5,5.3.6,12+,News,37,0,1,1
669,399452287,Merriam-Webster Dictionary,155593728,USD,0,16849,1125,4.5,4.5,4.1,4+,Reference,38,1,12,1
670,399608199,中国银行手机银行,251711488,USD,0,192,2,1.5,3,3.0.7,4+,Finance,38,0,1,1
672,399804936,Learn English quickly with MosaLingua,51665920,USD,4.99,7,0,5,0,9.2,12+,Education,38,5,5,1
673,400213892,Reiner Knizia's Ra,34992128,USD,3.99,1114,110,4.5,4,1.5.1,4+,Games,45,5,1,1
675,400666114,Guitar Pro,34405376,USD,6.99,1218,11,4,4.5,1.7.3,4+,Music,38,5,12,1
678,400882072,Flick Golf!,59663360,USD,0.99,9948,211,4.5,4,1.8.1,4+,Games,40,0,1,1
679,400971700,DirectVR Remote for DirecTV,7497728,USD,0.99,528,1,4,2,4.4.1,4+,Utilities,37,0,1,1
680,401301276,World of Goo,119131136,USD,4.99,4675,15,4.5,5,1.6,4+,Games,37,5,1,1
681,401626263,Airbnb,243776512,USD,0,22302,0,4,0,17.22,4+,Travel,37,5,29,1
682,401643317,UPAD 3,34397184,USD,5.99,3849,164,4,4.5,3.29,4+,Productivity,24,5,2,1
683,401644893,Tagesschau,83928064,USD,0,233,56,4,5,2.1.1,12+,News,37,5,1,1
684,401746066,iExit Interstate Exit Guide,9784320,USD,0,1798,8,4.5,4.5,9.2.2,4+,Travel,37,5,1,1
685,401818935,Genius Scan+ - PDF Scanner,43338752,USD,7.99,916,39,4.5,4.5,4.1.6,4+,Business,37,5,10,1
686,402012828,iSafe Pro,95949824,USD,0.99,2956,94,4.5,4,10.11,17+,Utilities,37,0,32,1
687,402370879,NBA JAM by EA SPORTS™,410202112,USD,4.99,21648,460,4,3.5,1.1.35,4+,Games,37,0,8,1
688,402422247,iHandy Translator Pro,30382080,USD,2.99,5163,86,4.5,4.5,1.3.1,4+,Reference,38,0,11,1
689,402614251,AR Missile - Automatic Target Tracking,17178624,USD,0.99,49,2,4.5,4.5,1.11,4+,Entertainment,38,0,2,1
690,403037266,"QuakeFeed Earthquake Map, Alerts, and News",70262784,USD,0,6081,15,4.5,4.5,4.1,4+,Weather,37,5,1,1
691,403090531,Dungeon Raid,11911065,USD,0.99,4401,2927,5,5,1.3.4,9+,Games,47,0,1,0
692,403684733,Badoo Premium - Meet new people. Extra features.,157370368,USD,2.99,2231,3,4.5,5,5.8.0,17+,Social Networking,37,4,30,1
693,403858572,Fruit Ninja®,163801088,USD,0,327025,82,4.5,4,2.5.1,4+,Games,38,5,13,1
694,404086528,LEGO Harry Potter: Years 1-4,475697678,USD,4.99,10463,5018,4,4,2.4,9+,Games,43,5,1,1
695,404095058,Rat On A Skateboard,9458688,USD,1.99,28672,11,4.5,4.5,1.22.1,4+,Games,37,3,1,1
696,404299862,iTrackBites Plus - Smart Weight Loss Tracker & Points Calculator for Diet Nutrition Watchers,67922944,USD,3.99,4716,718,4.5,4.5,5.5,12+,Health & Fitness,38,5,1,1
697,404405151,Pocket God: Journey To Uranus,118435840,USD,1.99,6278,98,3.5,3.5,1.05.05,9+,Games,43,5,1,1
698,404529222,ファッション通販 ZOZOTOWN,43611136,USD,0,0,0,0,0,4.8.2,4+,Shopping,37,0,2,1
699,404553553,Bloons TD 4,23447492,USD,2.99,8304,1401,4.5,4.5,3.6.1,4+,Games,47,0,1,1
700,404593641,Cartoon Network App – Teen Titans Go! And more!,101873664,USD,0,15984,97,3,3.5,3.6,9+,Entertainment,37,5,1,1
701,404990064,SkyView® - Explore the Universe,93429760,USD,1.99,5079,241,4.5,4.5,3.5.1,4+,Education,37,5,1,1
702,405338085,Coach Guitar - Lessons & Easy Tabs For Beginners,132141056,USD,0,2416,45,4.5,4.5,4.8.1,4+,Music,37,5,12,1
703,405548206,Lobi,38540288,USD,0,36,0,4,0,9.1.5,17+,Social Networking,37,0,4,1
704,405622181,MONOPOLY for iPad,979909632,USD,4.99,8165,110,3.5,3.5,1.1.93,4+,Games,24,5,8,1
706,405667771,"聚力视频HD-人民的名义,跨界歌王全网热播",90725376,USD,0,7446,8,4,4.5,5.0.8,12+,Entertainment,24,4,1,1
707,405743220,Eden - World Builder,122429440,USD,0.99,26419,1157,4,4.5,2.1,9+,Games,43,5,1,1
708,405891908,"Holiday Greetings - 3D Animations, Emoji, Emoticons, Sounds & Videos for Special Occasions",12783616,USD,0.99,208,13,4,4,10.33,17+,Entertainment,38,4,1,1
710,406239138,Puffin Browser Pro,63474688,USD,3.99,7565,80,3.5,3,5.2.0,17+,Utilities,37,5,28,1
712,406541444,8mm Vintage Camera,22227968,USD,1.99,3040,14,4.5,4,2.5.1,4+,Photo & Video,37,0,4,1
713,406719683,GasBuddy,145240064,USD,0,145549,330,4.5,4.5,4.4.6.1,17+,Travel,37,4,1,1
714,406732590,Paprika Recipe Manager for iPhone,10426368,USD,4.99,835,84,4.5,4.5,2.2.1,17+,Food & Drink,37,0,16,1
716,407262212,BillMinder - Bill Reminder and Organizer,4278742,USD,1.99,4262,668,4.5,4,3.7.6,4+,Finance,43,0,6,1
717,407375789,myCardLists Christmas Card Address Label Printing,21371904,USD,1.99,219,1,4,5,4.4,4+,Utilities,37,5,1,1
719,407558537,Capital One Mobile,273259520,USD,0,56110,57,4.5,4,5.19.1,4+,Finance,37,5,2,1
720,407690035,HotelTonight - Great Deals on Last Minute Hotels,79332352,USD,0,32341,1707,4.5,5,10.15,12+,Travel,37,5,6,1
721,407707744,The 7th Guest,655987075,USD,4.99,1419,216,4,3.5,7.5,12+,Games,43,5,1,1
724,407838198,Stack the Countries®,188030976,USD,2.99,3303,37,4.5,4.5,2.7,4+,Education,40,5,1,1
727,407925512,"腾讯视频HD-楚乔传,明日之子6月全网首播",123563008,USD,0,2058,4,4,4,5.1.5,17+,Entertainment,24,5,3,1
728,407949800,Secret of Mana,192136192,USD,7.99,990,50,4,3.5,3.2.0,9+,Games,37,0,6,1
729,407976815,AVPlayerHD,39835648,USD,2.99,1986,14,4,4.5,2.84,17+,Entertainment,24,5,11,1
730,408233979,SimplePhysics,8773632,USD,1.99,8981,66,4.5,4,2.1.3,9+,Games,43,5,1,1
731,408854559,Hot Springs Story,183409664,USD,4.99,554,1,4.5,1,2.02,4+,Games,38,5,6,1
732,409128287,The Guardian,92966912,USD,0,8176,13,5,5,4.3,12+,News,37,5,1,1
733,409157308,Annabel Karmel's Baby & Toddler Recipe App,104406016,USD,4.99,53,5,2,1,1.29,4+,Food & Drink,37,5,1,1
734,409299054,SecurityCam for iPhone,10469376,USD,0.99,6,1,1,1,1.131,4+,Photo & Video,39,0,2,1
735,409362880,La Banque Postale,23792640,USD,0,8,0,3,0,5.5.0,4+,Finance,37,5,1,1
736,409395695,"My Score Plus Weight Loss, Food & Exercise Tracker",60144640,USD,0,467,1,4,5,4.2.1,4+,Health & Fitness,37,0,1,1
737,409563112,爱奇艺HD -《欢乐颂2》电视剧热播,154600448,USD,0,2394,0,4,0,8.5.1,17+,Entertainment,24,5,2,1
738,409605521,Quit Pro,33914880,USD,0.99,287,18,4.5,4.5,3,12+,Health & Fitness,37,0,3,1
741,409838725,Splice - Video Editor + Movie Maker by GoPro,123070464,USD,0,28189,2723,4.5,5,3.5.3,4+,Photo & Video,37,5,22,1
742,409869453,Localscope - Find places and people around you,13852672,USD,2.99,868,8,4.5,4.5,4.5,12+,Navigation,37,0,21,1
743,409890132,Slingo Supreme HD,60013568,USD,0.99,4094,15,4.5,3.5,2.1.46,4+,Games,24,5,1,1
744,410031728,VLC Streamer,82395136,USD,2.99,3152,41,4.5,4.5,5.71,4+,Entertainment,37,5,34,1
745,410089731,Low Carb Diet Tracker PRO by Carb Manager,57810944,USD,2.99,2950,1671,4.5,4.5,4.4.3,4+,Health & Fitness,37,5,12,1
746,410148139,NOAA Weather Radio,14232576,USD,3.99,3245,53,4,4,9.4.5,4+,Weather,37,0,1,1
747,410229362,Mad Skills Motocross,16949248,USD,0.99,9341,53,4.5,3.5,3.7.0,12+,Games,43,5,1,1
748,410315894,Pearson eText,21079040,USD,0,981,4,2.5,2,1.11,4+,Education,24,5,8,1
749,410319945,QWOP for iOS,27227934,USD,0.99,735,288,4,4.5,1.07,4+,Games,43,4,1,1
750,410351918,"Sleep Pillow Sounds: white noise, rain, ocean, fan",124150784,USD,2.99,15116,2692,4.5,5,7.4,4+,Health & Fitness,37,5,31,1
751,410395246,Microsoft OneNote,233533440,USD,0,39638,1213,4.5,4.5,16,4+,Productivity,37,5,33,1
752,410896080,PlayStation®App,20168704,USD,0,7256,491,3,2.5,4.20.9,12+,Entertainment,37,4,19,1
753,411206394,Scan - QR Code and Barcode Reader,10058752,USD,1.99,12590,126,4.5,3.5,2.7,4+,Utilities,38,4,14,1
754,411430426,Carnivores: Ice Age Pro,198701056,USD,2.99,13258,62,4.5,4,1.71,12+,Games,37,5,4,1
755,411608323,花しらべ 花認識/花検索,813500416,USD,6.99,0,0,0,0,3.4.1,4+,Reference,37,5,1,1
756,411711646,Fighter Verses - memorize bible verses,13778944,USD,2.99,331,1,4.5,1,4.0.8,4+,Reference,37,4,3,1
757,411766326,Schoology,120382464,USD,0,1777,9,3,4,3.15.0,4+,Education,37,5,4,1
758,411843682,iDarkroom,29369344,USD,0.99,554,1,4.5,4,2.6,4+,Photo & Video,37,0,31,1
759,411930498,"GolfNow – Book Tee Times, Golf GPS, Scorecard",75874304,USD,0,7535,99,4,4.5,2.16.6,4+,Sports,37,5,3,1
760,412223222,Hudl,233934848,USD,0,2622,3,3.5,2.5,5.12.1,4+,Sports,37,3,1,1
761,412395632,"乐视视频HD-白鹿原,欢乐颂,奔跑吧全网热播",136668160,USD,0,2340,1,4,1,6.1.4,17+,Entertainment,24,5,2,1
762,412403556,TEDiSUB - Enjoy TED Talks with Subtitles,44099584,USD,0,823,136,4.5,5,5.7.2,12+,Entertainment,37,1,3,1
763,412792865,SkyDroid - Golf GPS,25606144,USD,1.99,261,1,4,5,1.10.1,4+,Sports,37,0,1,1
765,413246702,Verbrechen - echte Polizeifälle aus Deiner Umgebung,8161280,USD,1.99,0,0,0,0,3.0.1,4+,News,38,5,1,1
766,413423472,Legendary Wars,247508992,USD,0.99,29739,2253,4.5,5,2.3,9+,Games,43,5,1,1
767,413487517,ナビタイム ドライブサポーター - NAVITIMEのカーナビアプリ,125665280,USD,0,0,0,0,0,4.28.0,4+,Navigation,37,5,1,1
768,413511993,Weather Radio by WDT,22879232,USD,4.99,1359,26,3,3,3.0.5,4+,Weather,38,5,1,1
769,413515229,Home Design 3D - 3D Printing Edition,210538496,USD,6.99,6001,72,4.5,4.5,4.1.1,4+,Productivity,37,5,16,1
770,413618155,マクドナルド - McDonald's Japan,61166592,USD,0,10,0,3,0,4.0.12,4+,Food & Drink,38,0,1,1
771,413936865,SkyView® Free - Explore the Universe,87593984,USD,0,4188,602,4.5,4.5,3.5.1,4+,Education,37,5,1,1
772,413993350,搜房网房天下-新房二手房租房交易平台,156446720,USD,0,89,0,4,0,8.4.3,4+,Lifestyle,37,3,3,1
773,414002091,WordFoto,5800960,USD,1.99,513,10,4,3.5,1.1.1,4+,Photo & Video,38,5,1,1
