,budget_fiscal_year,department_name,fund_name,account_name,total_expenditures,total_budget,account_group_name,department
12692,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,USED OIL COLLECTION TRUST FUND,HOUSEHOLD HAZARDOUS WASTE SUPPORT PROGRAM,,0,,50
12693,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",NOS REHAB U-18 COLORADO TO DORAN,12000,209183.18,SPECIAL,50
12694,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSSRB DEBT SERVICE FD 2003-A,RETIREMENT OF PRINCIPAL,,0,,50
12695,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SIXTH STREET VIADUCT IMPROVEMENT FUND,PW-BOARD OFFICE,76964,76964,,50
12696,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,CITYWIDE RECYCLING TRUST FUND,COMMERCIAL RECYCLING DEVELOPMENT AND CAPITAL COSTS,,0,SPECIAL,50
12697,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,MAYOR,30045,30045,,50
12698,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,GLENDALE BLVD/SILVERLAKE BLVD ROCKFALL MITIGATION,,0,SPECIAL,50
12699,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEISMIC BOND REIMB FUND,PW-CONTRACT ADMINISTRATION,89220.29,89220.29,,50
12700,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STORMWATER POLLUTION ABATE FND,ON CALL CONTRACTORS- EMERGENCY FUNDS (SPAF),508371.34,508371.34,SPECIAL,50
12701,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PERSONNEL,464856,464856,,50
12702,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,RATE STABILIZATION RESERVE,,0,SPECIAL,50
12703,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,COUNCIL DIST - 09,,-1.09139364212751E-11,,50
12704,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,LAG BLOWER 1 INLET AIR SUPPLY,11378,11378,SPECIAL,50
12705,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,DCT CAPITAL EQP REPLC PROG,342612.94,342824.94,SPECIAL,50
12706,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP VENICE DUAL FORCE MAIN,,0,SPECIAL,50
12707,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 638 PALISADES GENERATOR REPLACEMENT,,0,SPECIAL,50
12708,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,GENERAL SERVICES,5956806.41,6752100.51,,50
12709,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,TIWRP EMERGENCY GENERATOR CONTROLS UPGRADE,106500,107000,SPECIAL,50
12710,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,BSL TRAFFIC SIGNAL EQUIPMENT,65526,93277,SPECIAL,50
12711,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SIDEWALK AND CURB REPAIR FUND,DISABILITY,44154,44154,,50
12712,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP H22 MELROSE & WILTON,2053179.47,2053179.47,SPECIAL,50
12713,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,GRAFFITI REMOVAL,329592.86,329592.86,SPECIAL,50
12714,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",DCT CHLORINATION SYSTEM IMPROVEMENTS,,0,SPECIAL,50
12715,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,CAPITAL FINANCE ADMINISTRATION,707053,707053,,50
12716,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP N11 7TH ST & VALENCIA,,0,SPECIAL,50
12717,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSRB DEBT SERVICE FUND, REFUNDING SERIES 2015-C",INTEREST EXPENSE,5041750,0,,50
12718,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,TUNNEL AND UNDERPASS LIGHTING IMPROVEMENT PROGRAM,426867.76,426867.76,SPECIAL,50
12719,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,LOWER GRAND TUNNEL LIGHTING IMPROVEMENT,466076.18,554000,SPECIAL,50
12720,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA LEASE REV COM PAPER NTES,CHE COOLING SYSTEM REPLACEMENT,,0,SPECIAL,50
12721,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,ARBITRAGE REBATE,2400,5000,,50
12722,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSSRB DEBT SERVICE FD 2003-B,RETIREMENT OF PRINCIPAL,,0,,50
12723,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSSRB DEBT SERV REF 2012-C,INTEREST EXPENSE,5873600,0,,50
12724,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP NORTH YARD GENERATOR REPLACEMENT,,0,SPECIAL,50
12725,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STORMWATER POLLUTION ABATE FND,MEDIA TECH CENTER,148387.3,148387.3,SPECIAL,50
12726,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,DCT PRIMARY & SECONDARY TANK GUARDRAILS,674877.15,697130.66,SPECIAL,50
12727,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2006A FIRE/PARA CON,REIMBURSEMENT OF GENERAL FUND COSTS,,125309.53,,50
12728,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,LIABILITY CLAIMS,90000,90000,,50
12729,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STORMWATER POLLUTION ABATE FND,MAR VISTA RECREATION CENTER STORMWATER BMP,298039.02,298039.02,,50
12730,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,DAVIES WAY (2044) BULKHEAD,192937.07,200000,SPECIAL,50
12731,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,IMPROVEMENT ASSESS REVOLV TRST,MAR VISTA(NEAR VENICE BLVD,580993.66,580993.76,SPECIAL,50
12732,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,CENTRAL LA RECYCLING TRFR STAT,REIMBURSEMENT OF GENERAL FUND COSTS,639519,639519,,50
12733,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,DCT INFLUENT & EFFLUENT FLOW METERS,,0,SPECIAL,50
12734,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP Z24 LA BREA &,497000,497000,SPECIAL,50
12735,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",HWRP AQUEOUS AMMONIA STORAGE AND CONTAINMENT ENHANCEMENTS,,33334.97,SPECIAL,50
12736,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",WILSHIRE AREA OLYM SWR REHAB,,0,SPECIAL,50
12737,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PW-ENGINEERING EXPENSE AND EQUIPMENT,1320217.04,1326265,SPECIAL,50
12738,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,PW-BOARD OFFICE,305754.28,305754.28,,50
12739,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,STORMWATER POLLUTON ABATE FUND,,0,,50
12740,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",LAG HEADWORKS IMPROVEMENT,,0,SPECIAL,50
12741,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,INTEGRATED SOLID WASTE MGMT  D,CONTAINERS,4903366.5,4903366.5,,50
12742,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STORMWATER POLLUTION ABATE FND,BUREAU OF SANITATION,11540567.1,11556801.33,,50
12743,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 676 WILMINGTON REHAB,,0,SPECIAL,50
12744,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 669 HARRIS PL GENERATR REPL,,0,SPECIAL,50
12745,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",PP 632 SUNSET GENERATOR REPLACEMENT,218000,218000,SPECIAL,50
12746,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,ODOR CTRL GENESEE SCRB FAC,288886.75,288886.75,SPECIAL,50
12747,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,EWDD SUMMER YOUTH PROGRAM-OTHER SOURCES FUND,2500,2500,,50
12748,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ENGINEERING SPECIAL SERVICE FD,CDBG MID VALLEY INTERGENERATIONAL,4416.56,375000,SPECIAL,50
12749,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,CENTRAL LA RECYCLING TRFR STAT,GENERAL SERVICES,1369,1369,,50
12750,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,HWRP CENTRAL STORM DRAIN REROUTING,12599.2,12599.2,SPECIAL,50
12751,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ENGINEERING SPECIAL SERVICE FD,EASTERN AVENUE PROJECT,77360,80000,SPECIAL,50
12752,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSRB DEBT SERVICE FUND 1998-C,RETIREMENT OF PRINCIPAL,,0,,50
12753,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA LEASE REV COM PAPER NTES,PW-CONTRACT ADMINISTRATION,0,94146.66,,50
12754,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MULTI-FAMILY BULKY ITEM FEE,RATE STABILIZATION RESERVE,,0,SPECIAL,50
12755,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA 2017 STREETLIGHTS CONSTRUCTION FUND,WESTSIDE UNIT 3 HV CONVERSION,857472.86,2797000,SPECIAL,50
12756,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,DEBT ADMINISTRATION,3750,3750,SPECIAL,50
12757,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,INTEGRATED SOLID WASTE MGMT  D,RMDZ PROGRAM,12986.04,12986.04,,50
12758,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 604 HIGHBURY REHABILITATION,,0,SPECIAL,50
12759,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,BUREAU OF SANITATION,98510621.75,98593907.42,,50
12760,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",LCIS REHAB BLACKWELDER TO OLYMPIC,9241000,9241000,SPECIAL,50
12761,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,REIMBURSEMENT OF GENERAL FUND COSTS,12834746,12834746,,50
12762,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP P20 COLORADO & TOWNSEND,,0,SPECIAL,50
12763,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSRB DEBT SERVICE FUND 1998-C,INTEREST EXPENSE,,0,,50
12764,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA 2016 STREETLIGHTS CONSTRUCTION FUND,LED PHASE 2 PROGRAM,,0,,50
12765,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,PW-ENGINEERING,2824298.8,2824298.8,,50
12766,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,TIWRP DCS SERVER ROOM,5166.8,5166.8,SPECIAL,50
12767,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB DEBT SERVICE FUND, SERIES 2017-A",INTEREST EXPENSE,11247084.55,0,,50
12768,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSRB DEBT SERV REF 2009-A,TRANSFER TO ESCROW AGENT,,0,,50
12769,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,JEF BUDLONG GRAMECY SWR REHAB,118869.44,118869.44,SPECIAL,50
12770,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,HOUSEHOLD HAZARDOUS WASTE SP,REIMBURSEMENT OF GENERAL FUND COSTS,445697,445697,,50
12771,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",DCT CHEMICAL LINES UPGRADE IMPROVEMENTS,832000,832000,SPECIAL,50
12772,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,INTEGRATED SOLID WASTE MGMT  D,BEVERAGE CONTAINER RECYCLING,1081349.11,1081349.11,,50
12773,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,DCT NIWA ROAD SEWER INSTALLATION,,0,SPECIAL,50
12774,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,HOUSEHOLD HAZARDOUS WASTE SP,PW-SANITATION EXPENSE & EQUIPMENT,122439.99,122439.99,,50
12775,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,CITYWIDE RECYCLING TRUST FUND,PRIVATE SECTOR RECYCLING PROGRAMS,7973563.19,8389567,SPECIAL,50
12776,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,HWRP CRYOGENIC FACILITY TECHNICAL ASSESSMENT,,0,SPECIAL,50
12777,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,TRANSPORTATION,750481.85,750481.85,,50
12778,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,INTEGRATED SOLID WASTE MGMT  D,ALTERNATIVE TECHNOLOGIES,,0,,50
12779,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,USED OIL COLLECTION TRUST FUND,USED OIL PAYMENT PROGRAM 8,588241.17,686490.8,,50
12780,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ENGINEERING SPECIAL SERVICE FD,PW-STREET SERVICES,60870,60870,,50
12781,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WASTEWATER SYS REV BDS EMERGEN,DEBT SERVICE FUND TRANSFER,0,0,,50
12782,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA REV BDS 2009-D CONST FD,GENERAL SERVICES,1045415.83,1224792.11,,50
12783,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",LAG BLOWER AIR CLEANUP SYSTEM,,0,SPECIAL,50
12784,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP N07 BROADWAY & PICO,2054010.29,2054010.29,SPECIAL,50
12785,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,SEWER SERVICE CHARGE REFUNDS,,0,SPECIAL,50
12786,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,HWRP FLARES SYSTEM PLATFORM,,0,SPECIAL,50
12787,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP Z18B IMPERIAL & AVALON,1211692.64,1211692.64,SPECIAL,50
12788,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",HWRP LOW PRESSURE GAS HOLDER SAFETY & PROCESS IMPROVEMENTS,101289.6,101289.6,SPECIAL,50
12789,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,UTILITIES,665574.53,1600000,SPECIAL,50
12790,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP N14 TEMPLE & GLENDALE,1814441.76,1814441.76,SPECIAL,50
12791,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,LIABILITY CLAIMS,3749166.28,3749166.28,,50
12792,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,GENERAL SERVICES,45521050.21,46825567.62,,50
12793,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,COUNCIL DIST - 13,10212,10212,,50
12794,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,USED OIL COLLECTION TRUST FUND,USED OIL PAYMENT PROGRAM 7,,0,,50
12795,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,DCT INTERIM OZONE CONTAINERIZED DEMONSTRATION,1937534.03,3361047.35,SPECIAL,50
12796,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSSRB DEBT SERV REF 2012-D,INTEREST EXPENSE,4064775.58,0,,50
12797,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,GENERAL CITY PURPOSES,30000,30000,,50
12798,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSSRB DEBT SERV REF 2012-A,RETIREMENT OF PRINCIPAL,23930000,0,,50
12799,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP P19 FIGUEROA & YOSEMITE,3480952,3480952,SPECIAL,50
12800,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,HWRP DESULFURIZATION FACILITY INSTRUMENT REPLACEMENT,,0,SPECIAL,50
12801,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2006A ANIM SH CONST,COUNCIL,,0,,50
12802,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,CITYWIDE RECYCLING TRUST FUND,GENERAL SERVICES,202710,202710,,50
12803,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,GENERAL SERVICES,1548679.13,1548679.13,,50
12804,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP P22 VERDUGO & PALMER,1180392,1180392,SPECIAL,50
12805,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,COUNCIL DIST - 10,,-6.98491264827794E-12,,50
12806,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",HWRP MAIN SWITCH DGUP AUTOSYNCRHONIZATION,63230.77,63230.77,SPECIAL,50
12807,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2006A FIRE/PARA CON,PW-BOARD OFFICE,87916.4,87916.4,,50
12808,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,HWRP AWPF MBR PILOT,,0,SPECIAL,50
12809,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 624 ROSCOMARE GENERATOR REPLACEMENT,14650,23000,SPECIAL,50
12810,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",TIWRP DISSOLVED AIR FLOATATION THICKENER MODIFICATION,378276.82,378276.82,SPECIAL,50
12811,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSRB DEBT SERVICE FUND 1998-C,TRANSFER TO ESCROW AGENT,,0,,50
12812,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 654 BALLONA CREEK REHAB,,0,,50
12813,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,HWRP PARKING STRUCTURE REHABILITATION,8774.05,8774.05,SPECIAL,50
12814,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,LAG POND OBSERVATION WELL MOISTURE SENSOR,,0,SPECIAL,50
12815,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",LAG BISULFITE FACILITY IMPR,,0,SPECIAL,50
12816,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,HOUSEHOLD HAZARDOUS WASTE SP,SOLID WASTE RESOURCES REVENUE FUND (SCHEDULE 2),111303,111303,SPECIAL,50
12817,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,PW-STREET SERVICES,101736.57,101736.57,,50
12818,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,WW NETWORK SERVERS CERP,321489.1,627550.36,SPECIAL,50
12819,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ENGINEERING SPECIAL SERVICE FD,"CITYWIDE ENTERPRISE LICENSE AGREEMENT - ESRI, INC.",,0,SPECIAL,50
12820,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA LEASE REV COM PAPER NTES,INFORMATION TECHNOLOGY AGENCY,0,67302.05,,50
12821,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,CITYWIDE RECYCLING TRUST FUND,SOLID WASTE RESOURCES REVENUE FUND (SCHEDULE 2),246934.12,246934.12,SPECIAL,50
12822,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",HWRP FERROUS CHLORIDE INJECTION FACILITY REPLACEMENT,,0,SPECIAL,50
12823,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,BRIDGE IMPROVEMENT PROGRAM CASH FLOW FUND,PW-ENGINEERING,135133,135133,,50
