2026 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H5244 ,Local CCP ,SCAN HEALTH PLAN (NM) ,SCAN Health Plan ,SCAN Group ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,100%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,Not enough data available ,Not enough data available ,94%,Not enough data available ,Not enough data available
H5253 ,Local CCP ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",76%,76%,66%,67%,80%,51%,80%,98%,100%,36%,85%,91%,62%,80%,57%,46%,69%,11%,87%,58%,59%,83,85,91,87,87,88,0.13,15%,Medicare shows only a Star Rating for this topic ,100%,99%,100%,100%,0.13,15%,Medicare shows only a Star Rating for this topic ,88,89,100,86%,90%,90%,93%,86%
H5256 ,1876 Cost ,MEDICAL ASSOCIATES CLINIC HEALTH PLAN ,Medical Associates Clinic Health Plan of Wisconsin ,"Medical Associates Clinic, P.C. ",82%,83%,76%,70%,80%,42%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Benefit not offered by plan ,85%,91%,38%,86%,54%,42%,Plan not required to report measure ,No data available ,Plan not required to report measure ,Plan not required to report measure ,59%,87,89,93,92,92,93,0.02,2%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure
H5262 ,Local CCP ,QUARTZ HEALTH PLAN CORPORATION ,Quartz Medicare Advantage (HMO) ,University of Wisconsin Hospitals and Clincs Autho ,83%,78%,75%,78%,89%,52%,CMS identified issues with this plan's data ,88%,98%,44%,82%,90%,33%,74%,54%,46%,79%,8%,85%,84%,59%,79,83,93,88,88,90,0.04,7%,Medicare shows only a Star Rating for this topic ,100%,96%,98%,98%,0.04,7%,Medicare shows only a Star Rating for this topic ,85,89,99,89%,91%,91%,93%,90%
H5264 ,1876 Cost ,"DEAN HEALTH PLAN, INC. ","Dean Health Plan, Inc. ",Medica Holding Company ,79%,84%,79%,68%,81%,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Benefit not offered by plan ,84%,92%,68%,82%,58%,44%,Plan not required to report measure ,No data available ,Plan not required to report measure ,Plan not required to report measure ,59%,82,83,92,89,93,90,0.01,1%,Medicare shows only a Star Rating for this topic ,99%,98%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure
H5272 ,Local CCP ,"ABSOLUTE TOTAL CARE, INC. ",Wellcare By Absolute Total Care ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H5273 ,Local CCP ,"CAREPARTNERS OF CONNECTICUT, INC. ",CarePartners of Connecticut ,"Point32Health, Inc. ",81%,78%,77%,69%,85%,59%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,75%,93%,56%,85%,46%,39%,82%,11%,90%,78%,72%,79,81,90,85,86,85,0.12,12%,Medicare shows only a Star Rating for this topic ,100%,99%,97%,98%,0.12,12%,Medicare shows only a Star Rating for this topic ,84,90,99,86%,93%,91%,91%,87%
H5294 ,Local CCP ,"SUPERIOR HEALTHPLAN, INC. ",Wellcare By Allwell ,Centene Corporation ,67%,60%,64%,Not enough data available ,Not enough data available ,50%,80%,97%,98%,35%,71%,75%,57%,73%,69%,52%,75%,12%,87%,50%,52%,80,86,92,88,89,89,0.58,26%,Medicare shows only a Star Rating for this topic ,100%,98%,100%,100%,0.58,26%,Medicare shows only a Star Rating for this topic ,87,Not enough data available ,99,85%,87%,85%,96%,88%
H5296 ,Local CCP ,"ALIGNMENT HEALTH PLAN OF NORTH CAROLINA, INC. ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",87%,87%,72%,69%,80%,57%,95%,100%,99%,Not enough data available ,77%,93%,69%,91%,51%,53%,91%,9%,93%,69%,71%,82,86,93,89,91,89,0.46,12%,Medicare shows only a Star Rating for this topic ,80%,100%,100%,100%,0.46,12%,Medicare shows only a Star Rating for this topic ,90,92,99,90%,94%,93%,96%,95%
H5299 ,Local CCP ,DEVOTED HEALTH PLAN OF NORTH CAROLINA INC ,Devoted Health ,"Devoted Health, Inc. ",Not enough data available ,78%,69%,Plan too new to be measured ,Plan too new to be measured ,62%,91%,No data available ,No data available ,Not enough data available ,81%,92%,78%,87%,Not enough data available ,Not enough data available ,94%,No data available ,96%,76%,72%,83,84,94,89,90,89,0.38,28%,Not enough data available ,Not enough data available ,Not enough data available ,98%,100%,0.38,28%,Medicare shows only a Star Rating for this topic ,90,90,99,89%,94%,94%,94%,94%
H5302 ,Local CCP ,AETNA HEALTH INC. (GA) ,Aetna Medicare ,CVS Health Corporation ,72%,68%,61%,Not enough data available ,Not enough data available ,53%,68%,100%,96%,Not enough data available ,72%,91%,56%,79%,72%,46%,89%,9%,88%,57%,56%,84,87,91,88,89,89,0.32,33%,Medicare shows only a Star Rating for this topic ,97%,100%,98%,100%,0.32,33%,Medicare shows only a Star Rating for this topic ,90,92,99,88%,88%,88%,99%,87%
H5314 ,Local CCP ,"TUFTS HEALTH PUBLIC PLANS, INC. ",Tufts Health Plan ,"Point32Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H5322 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",69%,73%,61%,71%,84%,47%,79%,97%,99%,36%,85%,90%,57%,82%,62%,46%,70%,12%,86%,57%,54%,84,85,91,88,89,87,0.16,30%,Medicare shows only a Star Rating for this topic ,99%,99%,100%,100%,0.16,30%,Medicare shows only a Star Rating for this topic ,89,90,100,87%,87%,87%,92%,85%
H5325 ,Local CCP ,"COVENTRY HEALTH CARE OF KANSAS, INC. ",Aetna Medicare ,CVS Health Corporation ,68%,68%,57%,69%,81%,46%,63%,100%,93%,Not enough data available ,74%,83%,55%,73%,69%,45%,90%,9%,86%,58%,56%,83,83,92,88,89,87,0.22,26%,Medicare shows only a Star Rating for this topic ,98%,100%,98%,100%,0.22,26%,Medicare shows only a Star Rating for this topic ,90,92,99,86%,86%,87%,95%,87%
H5361 ,Local CCP ,AMERIHEALTH INSURANCE COMPANY OF NEW JERSEY ,AmeriHealth ,"Independence Health Group, Inc. ",68%,56%,63%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,62%,78%,64%,75%,Plan too new to be measured ,Plan too new to be measured ,53%,No data available ,Not enough data available ,40%,Not enough data available ,80,83,87,85,84,85,0.3,16%,Not enough data available ,85%,100%,97%,92%,0.3,16%,Not enough data available ,83,86,99,82%,88%,84%,93%,86%
H5374 ,Local CCP ,"LONGEVITY HEALTH PLAN OF NORTH CAROLINA, INC. ",Longevity Health Plan ,"Longevity Health Founders, LLC ",Not enough data available ,93%,Plan too small to be measured ,Not enough data available ,Not enough data available ,No data available ,CMS identified issues with this plan's data ,100%,100%,Not enough data available ,86%,92%,62%,Not enough data available ,No data available ,No data available ,Not enough data available ,9%,Not enough data available ,Not enough data available ,92%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,0.08,6%,Not enough data available ,Not enough data available ,Not enough data available ,98%,97%,0.08,6%,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,94,95%,94%,96%,97%,97%
H5377 ,Local CCP ,"HUMANA MEDICAL PLAN OF PENNSYLVANIA, INC. ",Humana ,Humana Inc. ,73%,71%,70%,Plan too small to be measured ,Plan too small to be measured ,50%,No data available ,No data available ,No data available ,Not enough data available ,75%,89%,64%,71%,54%,43%,90%,9%,90%,80%,52%,81,87,Not enough data available ,88,85,87,0.05,41%,Medicare shows only a Star Rating for this topic ,93%,100%,100%,100%,0.05,41%,Medicare shows only a Star Rating for this topic ,88,89,83,85%,92%,90%,83%,81%
H5386 ,Local CCP ,SHARP HEALTH PLAN ,Sharp Health Plan ,Sharp Healthcare ,83%,72%,72%,71%,85%,56%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,50%,84%,89%,78%,81%,42%,50%,77%,11%,82%,75%,52%,81,81,92,88,91,86,0.15,3%,Medicare shows only a Star Rating for this topic ,99%,96%,98%,94%,0.15,3%,Medicare shows only a Star Rating for this topic ,89,90,97,86%,89%,88%,93%,90%
H5397 ,Local CCP ,"DEVOTED HEALTH PLAN OF HAWAII, INC. ",Devoted Health ,"Devoted Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H5410 ,Local CCP ,"HEALTHSPRING OF FLORIDA, INC. ",Cigna HealthCare ,Health Care Service Corporation ,75%,73%,60%,Not enough data available ,Not enough data available ,47%,79%,93%,95%,53%,70%,85%,63%,76%,57%,Not enough data available ,75%,10%,81%,55%,54%,79,Not enough data available ,89,85,85,85,0.47,25%,Medicare shows only a Star Rating for this topic ,99%,97%,98%,100%,0.47,25%,Medicare shows only a Star Rating for this topic ,87,88,99,85%,89%,88%,97%,86%
H5420 ,Local CCP ,"Preferred Care Network, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",83%,78%,47%,74%,86%,68%,78%,100%,100%,68%,85%,96%,75%,87%,67%,50%,90%,10%,87%,52%,65%,84,86,90,92,90,90,0.2,14%,Medicare shows only a Star Rating for this topic ,100%,99%,100%,100%,0.2,14%,Medicare shows only a Star Rating for this topic ,91,91,100,87%,92%,87%,96%,91%
H5422 ,Local CCP ,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA ,Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",71%,65%,53%,68%,86%,54%,64%,95%,93%,21%,72%,81%,58%,68%,68%,36%,82%,12%,84%,64%,46%,85,89,88,87,89,89,0.33,39%,Medicare shows only a Star Rating for this topic ,95%,100%,100%,100%,0.33,39%,Medicare shows only a Star Rating for this topic ,87,Not enough data available ,99,80%,86%,84%,95%,83%
H5425 ,Local CCP ,SCAN HEALTH PLAN ,SCAN Health Plan ,SCAN Group ,80%,75%,68%,72%,78%,59%,81%,98%,99%,61%,90%,90%,78%,88%,52%,43%,85%,9%,86%,67%,58%,77,80,90,86,89,85,0.11,7%,Medicare shows only a Star Rating for this topic ,100%,98%,97%,100%,0.11,7%,Medicare shows only a Star Rating for this topic ,90,90,99,89%,92%,90%,95%,90%
H5427 ,Local CCP ,"FREEDOM HEALTH, INC. ","Freedom Health, Inc. ","Elevance Health, Inc. ",84%,83%,60%,63%,81%,57%,93%,98%,97%,80%,89%,90%,88%,91%,67%,47%,89%,10%,86%,64%,67%,84,89,89,88,89,88,0.11,13%,Medicare shows only a Star Rating for this topic ,99%,100%,100%,100%,0.11,13%,Medicare shows only a Star Rating for this topic ,90,91,99,89%,90%,89%,94%,92%
H5431 ,Local CCP ,"HEALTHSUN HEALTH PLANS, INC. ","HealthSun Health Plans, Inc. ","Elevance Health, Inc. ",87%,83%,50%,Not enough data available ,Not enough data available ,67%,91%,98%,98%,52%,87%,86%,84%,93%,74%,Not enough data available ,80%,9%,93%,46%,73%,84,86,91,92,91,88,0.19,17%,Medicare shows only a Star Rating for this topic ,100%,100%,100%,100%,0.19,17%,Medicare shows only a Star Rating for this topic ,92,90,99,90%,92%,88%,96%,94%
H5433 ,Local CCP ,ORANGE COUNTY HEALTH AUTHORITY ,CalOptima Health OneCare ,Orange County Health Authority ,69%,68%,71%,72%,86%,56%,65%,83%,83%,44%,78%,84%,59%,77%,62%,38%,57%,11%,86%,45%,56%,75,77,85,84,86,82,0.1,10%,Medicare shows only a Star Rating for this topic ,95%,93%,95%,92%,0.1,10%,Medicare shows only a Star Rating for this topic ,87,86,99,87%,87%,85%,74%,89%
H5434 ,Local CCP ,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC. ",Florida Blue ,Guidewell Mutual Holding Corporation ,79%,75%,71%,72%,84%,54%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,43%,76%,88%,59%,78%,53%,56%,57%,10%,80%,38%,62%,83,84,89,87,87,87,0.15,17%,Medicare shows only a Star Rating for this topic ,99%,98%,98%,100%,0.15,17%,Medicare shows only a Star Rating for this topic ,85,89,99,85%,88%,86%,90%,84%
H5435 ,PFFS ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",60%,57%,57%,Not enough data available ,Not enough data available ,32%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,59%,77%,22%,59%,41%,34%,40%,11%,85%,40%,50%,85,84,Not enough data available ,84,80,88,0.27,6%,Medicare shows only a Star Rating for this topic ,100%,100%,100%,100%,0.27,6%,Medicare shows only a Star Rating for this topic ,83,89,100,83%,87%,85%,Not enough data available ,79%
H5439 ,Local CCP ,HEALTH NET LIFE INSURANCE COMPANY ,Wellcare By Health Net ,Centene Corporation ,66%,68%,60%,67%,87%,46%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,36%,69%,83%,56%,76%,48%,38%,86%,9%,79%,69%,52%,76,76,Not enough data available ,83,80,84,0.26,15%,Medicare shows only a Star Rating for this topic ,100%,100%,100%,100%,0.26,15%,Medicare shows only a Star Rating for this topic ,83,87,100,87%,89%,90%,87%,82%
H5447 ,Local CCP ,"COMMUNITY FIRST HEALTH PLANS, INC. ",Community First ,Bexar County Hospital District ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,CMS identified issues with this plan's data ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,87%,95%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,100,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H5453 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF GEORGIA INC ,Devoted Health ,"Devoted Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,98%,100%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H5454 ,Local CCP ,"CLEAR SPRING HEALTH OF ILLINOIS, INC. ",Clear Spring Health ,Group 1001 ,Not enough data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,93%,74%,100%,Not enough data available ,50%,32%,40%,No data available ,Plan too small to be measured ,Plan too small to be measured ,64%,No data available ,Not enough data available ,35%,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,2.28,49%,Not enough data available ,Not enough data available ,Not enough data available ,98%,98%,2.28,49%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,84%,87%,87%,92%,85%
H5471 ,Local CCP ,"SIMPLY HEALTHCARE PLANS, INC. ","Simply Healthcare Plans, Inc. ","Elevance Health, Inc. ",78%,74%,48%,Not enough data available ,Not enough data available ,63%,92%,94%,96%,53%,79%,88%,80%,88%,72%,55%,63%,11%,88%,43%,63%,85,89,91,90,90,90,0.29,33%,Medicare shows only a Star Rating for this topic ,98%,100%,100%,100%,0.29,33%,Medicare shows only a Star Rating for this topic ,90,90,99,90%,91%,88%,96%,93%
H5472 ,Local CCP ,ALIGNMENT HEALTH INSURANCE COMPANY OF ARIZONA INC ,Alignment Health Plan ,"Alignment Healthcare USA, LLC ",Not enough data available ,Not enough data available ,73%,Plan too new to be measured ,Plan too new to be measured ,55%,95%,100%,99%,Not enough data available ,81%,85%,73%,90%,Not enough data available ,Not enough data available ,94%,No data available ,Not enough data available ,77%,80%,79,83,91,91,92,82,0.21,21%,Not enough data available ,Not enough data available ,Not enough data available ,100%,100%,0.21,21%,Not enough data available ,90,Not enough data available ,100,92%,94%,92%,89%,95%
H5475 ,Local CCP ,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC. ",Wellcare ,Centene Corporation ,64%,63%,59%,Not enough data available ,Not enough data available ,45%,70%,94%,89%,39%,75%,82%,58%,74%,55%,Not enough data available ,68%,10%,85%,57%,56%,78,84,88,82,82,Not enough data available ,0.39,27%,Medicare shows only a Star Rating for this topic ,95%,100%,100%,100%,0.39,27%,Medicare shows only a Star Rating for this topic ,82,Not enough data available ,99,82%,87%,85%,92%,87%
H5496 ,Local CCP ,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC. ","Imperial Health Plan of California, Inc. ",Imperial Health Plan of California ,87%,85%,62%,70%,79%,51%,100%,100%,100%,Not enough data available ,93%,95%,95%,98%,55%,37%,100%,3%,98%,81%,99%,76,Not enough data available ,87,84,85,Not enough data available ,0.75,18%,Medicare shows only a Star Rating for this topic ,100%,100%,86%,92%,0.75,18%,Medicare shows only a Star Rating for this topic ,89,89,97,90%,92%,91%,91%,99%
H5521 ,Local CCP ,AETNA LIFE INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,77%,73%,67%,76%,88%,49%,70%,100%,98%,51%,81%,91%,57%,85%,49%,48%,91%,8%,86%,58%,61%,82,85,89,88,89,88,0.09,6%,Medicare shows only a Star Rating for this topic ,97%,98%,98%,100%,0.09,6%,Medicare shows only a Star Rating for this topic ,87,90,99,87%,91%,89%,94%,86%
H5522 ,Local CCP ,AETNA LIFE INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,82%,76%,78%,70%,86%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,54%,81%,91%,59%,87%,54%,49%,86%,8%,86%,60%,64%,82,84,89,88,89,88,0.05,1%,Medicare shows only a Star Rating for this topic ,98%,99%,98%,100%,0.05,1%,Medicare shows only a Star Rating for this topic ,90,91,99,90%,91%,91%,90%,86%
H5525 ,Local CCP ,"HUMANA BENEFIT PLAN OF ILLINOIS, INC. ",Humana ,Humana Inc. ,73%,70%,64%,Not enough data available ,Not enough data available ,45%,78%,98%,99%,39%,74%,85%,54%,78%,59%,43%,82%,11%,85%,70%,57%,82,86,91,88,86,88,0.21,25%,Medicare shows only a Star Rating for this topic ,99%,97%,100%,100%,0.21,25%,Medicare shows only a Star Rating for this topic ,88,92,85,86%,89%,88%,87%,85%
H5526 ,Local CCP ,Highmark Western and Northeastern New York Inc. ,Highmark Blue Cross Blue Shield or Highmark Blue S ,Highmark Health ,88%,83%,79%,72%,87%,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,45%,85%,92%,65%,82%,48%,55%,77%,10%,93%,59%,65%,85,86,88,88,87,87,0.06,4%,Medicare shows only a Star Rating for this topic ,98%,99%,91%,95%,0.06,4%,Medicare shows only a Star Rating for this topic ,88,90,99,90%,93%,92%,90%,93%
H5528 ,Local CCP ,"EMBLEMHEALTH PLAN, INC. ",EmblemHealth ,"EmblemHealth, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H5533 ,Local CCP ,"UPMC HEALTH NETWORK, INC. ",UPMC for Life ,UPMC Health System ,80%,78%,70%,71%,84%,44%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,29%,83%,92%,68%,80%,54%,51%,90%,8%,87%,83%,70%,83,87,94,89,90,88,0.11,8%,Medicare shows only a Star Rating for this topic ,99%,98%,98%,97%,0.11,8%,Medicare shows only a Star Rating for this topic ,89,92,99,89%,93%,92%,78%,86%
H5549 ,Local CCP ,VNS CHOICE ,VNS Health Medicare ,Visiting Nurse Service of New York ,81%,79%,72%,Not enough data available ,Not enough data available ,58%,87%,96%,98%,Not enough data available ,77%,79%,57%,82%,84%,48%,91%,12%,90%,62%,76%,80,83,88,86,86,87,0.58,19%,Medicare shows only a Star Rating for this topic ,99%,96%,98%,100%,0.58,19%,Medicare shows only a Star Rating for this topic ,84,87,99,91%,92%,91%,96%,92%
H5577 ,Local CCP ,"MCS ADVANTAGE, INC. ",MCS Classicare ,"MHH Healthcare, L.P. ",88%,88%,47%,77%,87%,61%,89%,100%,100%,92%,92%,93%,91%,96%,67%,56%,91%,9%,92%,82%,68%,80,84,92,93,95,86,0.12,6%,Medicare shows only a Star Rating for this topic ,100%,99%,100%,100%,0.12,6%,Medicare shows only a Star Rating for this topic ,94,91,100,88%,91%,87%,97%,94%
H5580 ,Local CCP ,MERCY CARE ,Mercy Care Advantage ,Mercy Care ,63%,66%,68%,Not enough data available ,Not enough data available ,49%,58%,90%,94%,21%,75%,80%,56%,76%,69%,49%,65%,13%,83%,48%,69%,79,85,89,87,86,86,0.08,10%,Medicare shows only a Star Rating for this topic ,100%,97%,94%,87%,0.08,10%,Medicare shows only a Star Rating for this topic ,88,Not enough data available ,99,84%,83%,83%,78%,86%
H5587 ,Local CCP ,"HEALTH CHOICE ARIZONA, INC. ",Blue Cross Blue Shield of Arizona Health Choice ,Blue Cross Blue Shield of Arizona ,63%,55%,41%,Not enough data available ,Not enough data available ,43%,85%,93%,97%,79%,84%,84%,49%,86%,59%,44%,96%,10%,92%,88%,50%,77,79,90,82,85,82,0.16,14%,Medicare shows only a Star Rating for this topic ,99%,89%,97%,98%,0.16,14%,Medicare shows only a Star Rating for this topic ,87,89,98,94%,94%,95%,95%,89%
