Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Geo Code,Address_1,Address_2,City,State,ZIP,Census Tract,SPA,SD,CD,SSD,SAD,USCD,Community,Inventory Type,Bed Type,Target Pop. A,Target Pop. B,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: CWT/TR,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: Shp,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Utilization Rate,Unit Utilization Rate
346661,038-010103,2018,PSH,"Special Service for Groups, Inc.",CA0978 SSG APCTC TRA Scattered Sites,62118,1310 Wilshire Blvd,,Los Angeles,CA,90017.0,209102.0,4,1,1,24,53,34,Westlake,C,,SMF,,0.0,0.0,76,0.0,0.0,0.0,0,0,0,76,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,Yes,No,No,Yes,No,No,No,No,No,76,0,76,0,,1.0,,0,0,,,0,0,75,76,0.99,0.75
338976,289-007901,2018,TH,New Economics For Women,La Posada,62118,375 Columbia Ave, ,Los Angeles,CA,90017.0,209104.0,4,1,1,24,53,34,Westlake,C,,SFHC,,100.0,50.0,10,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,110,0,0,0,,,,0,0,,,0,0,98,110,0.89,0.6333333333333333
346662,039-009757,2018,PSH,SRO Housing Corporation,Ford Apartments,62118,1055 W 7th St,Ste. 3250,Los Angeles,CA,90017.0,209200.0,4,1,1,24,53,34,Downtown Los Angeles,C,,SMF,,0.0,0.0,90,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,90,0,90,0,,1.0,,0,0,,,0,0,91,90,1.01,1.011111111111111
339592,039-009751,2018,ES,SRO Housing Corporation,H Crisis Housing,62118,1055 W 7th St,Ste. 3250,Los Angeles,CA,90017.0,209200.0,4,1,1,24,53,34,Downtown Los Angeles,N,Facility-based beds,SMF,HIV,0.0,0.0,25,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,25,0,25,0,,1.0,,0,0,,,0,0,12,25,0.48,0.44
339593,039-009760,2018,ES,SRO Housing Corporation,Housing For Health Access Emergency,62118,1055 W 7th St,Ste. 3250,Los Angeles,CA,90017.0,209200.0,4,1,1,24,53,34,Downtown Los Angeles,N,Facility-based beds,SMF,,0.0,0.0,70,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,70,0,70,0,,1.0,,0,0,,,0,0,1,70,0.01,0.014285714285714285
346621,011-001102,2018,PSH,A Community of Friends,CA0917 Brandon Apartments,62118,735 Hartford Ave,                                                  ,Los Angeles,CA,90017.0,209300.0,4,1,1,24,53,34,Westlake,C,,HC,,76.0,30.0,0,0.0,0.0,0.0,76,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,76,76,0,0,1.0,,,0,0,,,0,0,62,76,0.82,0.9666666666666667
346640,036-009837,2018,OPH,Skid Row Housing Trust,The Six Apartments,62118,811 S Carondolet St ,,Los Angeles,CA,90057.0,209401.0,4,1,1,24,53,34,Westlake,C,,SMF,,0.0,0.0,50,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,50,0,50,0,,1.0,,0,0,,,0,0,44,50,0.88,0.88
346711,369-014850,2018,PSH,"Women Organizing Resources, Knowledge & Services, Inc.",Young Burlington Apartments,62118,820 S Burlington Ave,,Los Angeles,CA,90057.0,209403.0,4,1,1,24,53,34,Westlake,C,,SMF+HC,,4.0,2.0,18,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,22,0,0,0,,,,0,0,,,0,0,22,22,1.0,1.0
346478,105-008965,2018,PSH,Project New Hope,CA0444 Hoover; Nyumba Apartments,62118,962 S Hoover St,,Los Angeles,CA,90006.0,209510.0,4,1,1,24,53,34,Westlake,C,,SMF,HIV,0.0,0.0,43,0.0,0.0,0.0,0,0,0,43,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,43,0,43,0,,1.0,,0,0,,,0,0,47,43,1.09,0.6511627906976745
338895,100-007886,2018,TH,"New Directions for Veterans, Inc.",Building 116,62118,11301 Wilshire Boulevard,VA Building 116,Los Angeles,CA,90073.0,701100.0,5,3,NA ,26,54,33,US Department of Affairs West LA Campus,C,,SM,,0.0,0.0,89,0.0,0.0,0.0,0,89,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,89,0,0,0,,,,0,0,,,0,0,89,89,1.0,1.0
338848,170-013318,2018,TH,Hathaway-Sycamores Child And Family Services,CA0500 Transitional Living Center (A),62118,425 Shatto Pl, ,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,YMF,,0.0,0.0,8,0.0,0.0,0.0,0,0,8,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,Yes,No,No,No,No,No,No,8,0,8,0,,1.0,,0,0,,,0,0,3,8,0.38,0.375
344764,140-003778,2018,PSH,Los Angeles County Department of Mental Health (DMH),CA0323 DMH 10,62118,550 S Vermont Ave,,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,SMF,,2.0,1.0,24,0.0,0.0,0.0,2,0,0,24,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,26,2,24,0,1.0,1.0,,0,0,,,0,0,26,26,1.0,1.0
344803,140-003773,2018,PSH,Los Angeles County Department of Mental Health (DMH),CA0324 Good Samaritan Bonus,62118,550 S Vermont Ave,                                                  ,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,SMF,,0.0,0.0,78,0.0,0.0,0.0,0,0,0,78,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,78,0,78,0,,1.0,,0,0,,,0,0,78,78,1.0,0.9871794871794872
344762,140-003762,2018,PSH,Los Angeles County Department of Mental Health (DMH),CA0365 DMH 5,62118,550 S Vermont Ave,,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,HC,,236.0,77.0,774,0.0,0.0,0.0,96,0,0,774,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,1010,236,774,0,1.0,1.0,,0,0,,,0,0,1010,1010,1.0,0.9717978848413631
344753,140-003794,2018,PSH,Los Angeles County Department of Mental Health (DMH),CA0405 Scattered Sites,62118,550 S Vermont Ave,,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,SMF,,112.0,42.0,259,0.0,0.0,0.0,112,0,0,259,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,371,112,259,0,1.0,1.0,,0,0,,,0,0,371,371,1.0,0.9667774086378738
344874,140-003795,2018,PSH,Los Angeles County Department of Mental Health (DMH),CA0862 DMH TRA,62118,550 S Vermont Ave,,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,HC,,51.0,16.0,31,0.0,0.0,0.0,51,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,82,51,31,0,1.0,1.0,,0,0,,,0,0,82,82,1.0,0.9361702127659575
344756,140-003765,2018,PSH,Los Angeles County Department of Mental Health (DMH),CA1046 DMH 8,62118,550 S Vermont Ave,,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,HC,,7.0,1.0,104,0.0,0.0,0.0,0,0,0,104,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,111,7,104,0,1.0,1.0,,0,0,,,0,0,111,111,1.0,1.0
344869,140-003796,2018,PSH,Los Angeles County Department of Mental Health (DMH),CA1105 DMH,62118,550 S Vermont Ave,,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,SMF,,0.0,0.0,14,0.0,0.0,0.0,0,0,0,14,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,14,0,14,0,,1.0,,0,0,,,0,0,14,14,1.0,1.0
344760,140-003766,2018,PSH,Los Angeles County Department of Mental Health (DMH),CA1158 DMH 9,62118,550 S Vermont Ave,,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,HC,,0.0,0.0,28,0.0,0.0,0.0,0,0,0,28,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,28,0,28,0,,1.0,,0,0,,,0,0,28,28,1.0,0.9642857142857143
344868,140-003797,2018,PSH,Los Angeles County Department of Mental Health (DMH),CA1337 DMH MIT,62118,550 S Vermont Ave,,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,SMF,,0.0,0.0,63,0.0,0.0,0.0,0,0,0,63,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,63,0,63,0,,1.0,,0,0,,,0,0,63,63,1.0,0.9841269841269841
344768,140-003798,2018,PSH,Los Angeles County Department of Mental Health (DMH),CA1342 DMH MIT 11,62118,550 S Vermont Ave,,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,SMF,,7.0,2.0,77,0.0,0.0,0.0,0,0,0,77,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,84,7,77,0,1.0,1.0,,0,0,,,0,0,84,84,1.0,0.9873417721518988
344765,140-003783,2018,PSH,Los Angeles County Department of Mental Health (DMH),HACLA Tenant Based Supportive Housing TBSH,62118,550 S Vermont Ave,                                                  ,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,SMF+HC,,2.0,1.0,81,0.0,0.0,0.0,2,0,0,81,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,83,2,81,0,1.0,1.0,,0,0,,,0,0,83,83,1.0,0.975609756097561
344766,140-003784,2018,PSH,Los Angeles County Department of Mental Health (DMH),Homeless Section 8 Voucher Program (HACLA - DMH),62118,550 S Vermont Ave,,Los Angeles,CA,90020.0,211120.0,4,2,13,24,53,34,Rampart Village,C,,SMF+HC,,52.0,14.0,1,0.0,0.0,0.0,35,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,53,0,0,0,,,,0,0,,,0,0,53,53,1.0,1.0
346410,044-008613,2018,RRH,People Assisting the Homeless (PATH),CES RRH Individuals SPA 7 ESG,62118,3323 W Washington Blvd,,Los Angeles,CA,90018.0,211121.0,4,2,13,24,53,34,Rampart Village,N,,SMF,,0.0,0.0,13,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,Yes,No,Yes,No,No,No,No,No,No,No,No,No,13,0,13,0,,1.0,,0,0,,,0,0,13,13,1.0,1.0
344674,011-001101,2018,PSH,A Community of Friends,Amistad,62118,3701 Wilshire Blvd,Suite 700,Los Angeles,CA,90010.0,211802.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,SMF+HC,,55.0,13.0,11,0.0,0.0,0.0,55,0,0,11,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,66,55,11,0,1.0,1.0,,0,0,,,0,0,66,66,1.0,0.875
344680,011-001138,2018,PSH,A Community of Friends,Avalon Apartments,62118,3701 Wilshire Blvd,Suite 700,Los Angeles,CA,90010.0,211802.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,SMF+HC,,88.0,23.0,17,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,105,88,17,0,1.0,1.0,,0,0,,,0,0,105,105,1.0,0.925
346638,011-001148,2018,PSH,A Community of Friends,"CA0336 Vista, 39 West, Figueroa Court, and Parker",62118,3701 Wilshire Blvd,Suite 700,Los Angeles,CA,90010.0,211802.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,SMF+HC,,143.0,30.0,101,0.0,0.0,0.0,3,0,0,3,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,244,143,101,0,1.0,1.0,,0,0,,,0,0,49,244,0.2,0.37404580152671757
347652,011-001105,2018,PSH,A Community of Friends,Corner Stone Apartments,62118,3701 Wilshire Blvd,Suite 700,Los Angeles,CA,90010.0,211802.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,SMF+HC,,9.0,3.0,13,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,22,9,13,0,1.0,1.0,,0,0,,,0,0,22,22,1.0,0.8125
343823,011-001114,2018,PSH,A Community of Friends,Maryland Apartments,62118,3701 Wilshire Blvd,Suite 700,Los Angeles,CA,90010.0,211802.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,SMF,,0.0,0.0,29,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,29,0,29,0,,1.0,,0,0,,,0,0,29,29,1.0,1.0
346630,011-001141,2018,PSH,A Community of Friends,PBV Arlington Square,62118,3701 Wilshire Blvd,Suite 700,Los Angeles,CA,90010.0,211802.0,4,2,10,24,53,34,Wilshire Center-Koreatown,U,,SMF,,0.0,0.0,47,0.0,0.0,0.0,0,0,0,24,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,47,0,0,0,,,,0,0,,,0,0,0,47,0.0,0.0
343822,011-001117,2018,PSH,A Community of Friends,Santos Plaza,62118,3701 Wilshire Blvd,Suite 700,Los Angeles,CA,90010.0,211802.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,SMF,,0.0,0.0,35,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,35,0,35,0,,1.0,,0,0,,,0,0,35,35,1.0,1.0
346472,348-014301,2018,PSH,"Mercy Housing, Inc.",Caroline Severance Manor,62118,2927 W Francis Ave,,Los Angeles,CA,90005.0,212202.0,4,2,1,24,53,34,Westlake,C,,SFHC,,138.0,48.0,25,0.0,0.0,0.0,138,0,0,25,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,163,0,0,0,,,,0,0,,,0,0,135,163,0.83,0.6575342465753424
346604,011-001106,2018,PSH,A Community of Friends,CA0374 Fedora Apartments,62118,836 Fedora St,                                                  ,Los Angeles,CA,90005.0,212305.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,SMF,,0.0,0.0,22,0.0,0.0,0.0,0,0,0,19,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,22,0,22,0,,1.0,,0,0,,,0,0,21,22,0.95,0.9545454545454546
346615,177-014516,2018,PSH,PATH Ventures,VASH Marmion Way,62118,3500 Marmion Way,,Los Angeles,CA,90065.0,212410.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,SMF,,24.0,8.0,40,0.0,24.0,0.0,0,40,0,35,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,64,24,40,0,1.0,1.0,,0,0,,,0,0,56,64,0.88,0.9375
338886,083-011316,2018,ES,Volunteers of America of Los Angeles,CES Bridge Housing Program C4L,62118,3804 S Broadway Pl,,Los Angeles,CA,90011.0,231100.0,6,2,9,30,59,37,South Central,N,Facility-based beds,SMF,,0.0,0.0,42,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,42,0,42,0,,1.0,,0,0,,,0,0,32,42,0.76,0.7619047619047619
338887,083-011317,2018,ES,Volunteers of America of Los Angeles,CES Bridge Housing Program P2H,62118,3804 S Broadway Pl,,Los Angeles,CA,90011.0,231100.0,6,2,9,30,59,37,South Central,N,Facility-based beds,SMF,,0.0,0.0,98,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,98,0,98,0,,1.0,,0,0,,,0,0,39,98,0.4,0.3979591836734694
346718,083-011321,2018,RRH,Volunteers of America of Los Angeles,CES RRH Individuals SPA 6,62118,3600 Wilshire Blvd,Ste 1500,Los Angeles,CA,90010.0,212410.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,SMF,,0.0,0.0,15,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,15,0,15,0,,1.0,,0,0,,,0,0,15,15,1.0,1.0
346725,083-011322,2018,RRH,Volunteers of America of Los Angeles,CES RRH Youth SPA 6,62118,3600 Wilshire Blvd,Ste 1500,Los Angeles,CA,90010.0,212410.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,YMF,,0.0,0.0,4,0.0,0.0,0.0,0,0,4,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,4,0,4,0,,1.0,,0,0,,,0,0,4,4,1.0,1.0
346720,083-011323,2018,RRH,Volunteers of America of Los Angeles,CoC Rapid ReHousing All,62118,3600 Wilshire Blvd,Ste 1500,Los Angeles,CA,90010.0,212410.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,SMF,,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,No,Yes,No,No,No,No,0,0,0,0,,,,0,0,,,0,0,0,0,0.0,0.0
338860,083-011304,2018,ES,Volunteers of America of Los Angeles,Exodus Reserve Beds,62118,3804 S Broadway Pl,,Los Angeles,CA,90011.0,231100.0,6,2,9,30,59,37,South Central,C,Facility-based beds,SMF,,0.0,0.0,9,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,9,0,9,0,,1.0,,0,0,,,0,0,9,9,1.0,1.0
338863,083-011308,2018,TH,Volunteers of America of Los Angeles,RHY Transitional Living Program,62118,6428 Whitsett Ave,,North Hollywood,CA,91606.0,123800.0,2,3,2,18,46,29,North Hollywood,C,,YMF,,4.0,2.0,0,0.0,0.0,4.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,4,4,0,0,1.0,,,0,0,,,0,0,4,4,1.0,1.5
346714,083-011296,2018,RRH,Volunteers of America of Los Angeles,SSVF RRH,62118,3600 Wilshire Blvd,Ste 1500,Los Angeles,CA,90010.0,212410.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,HC,,17.0,5.0,43,0.0,17.0,0.0,0,43,0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,60,17,43,0,1.0,1.0,,0,0,,,0,0,60,60,1.0,0.9791666666666666
346712,083-011305,2018,RRH,Volunteers of America of Los Angeles,SSVF RRH Surge,62118,3600 Wilshire Blvd,Ste 1500,Los Angeles,CA,90010.0,212410.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,HC,,0.0,0.0,23,0.0,0.0,0.0,0,23,0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,23,0,23,0,,1.0,,0,0,,,0,0,23,23,1.0,1.0
346713,083-011307,2018,RRH,Volunteers of America of Los Angeles,SSVF RRH VOA USV,62118,3600 Wilshire Blvd,Ste 1500,Los Angeles,CA,90010.0,212410.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,HC,,5.0,1.0,16,0.0,5.0,0.0,0,16,0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,21,5,16,0,1.0,1.0,,0,0,,,0,0,21,21,1.0,0.9411764705882353
346614,011-001108,2018,PSH,A Community of Friends,CA0335 Fox Normandie Apartments,62118,849 S Normandie Ave,                                                  ,Los Angeles,CA,90005.0,212420.0,4,2,10,24,53,34,Wilshire Center-Koreatown,C,,HC,,22.0,11.0,37,0.0,0.0,0.0,22,0,0,37,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,59,22,37,0,1.0,1.0,,0,0,,,0,0,54,59,0.92,0.9583333333333334
346701,436-018500,2018,OPH,West Hollywood Community Housing Corporation,Vermont Manzanita,69037,1225 S Vermont Ave,,West Hollywood,CA,90006.0,213320.0,4,2,1,24,53,34,Pico Union,C,,HC,,85.0,20.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,85,0,0,0,,,,0,0,,,0,0,85,85,1.0,1.0
346683,393-016352,2018,PSH,Alcott Center for Mental Health Services,CA1594 Permanent Supportive Housing,62118,1433 S Robertson Blvd,,Los Angeles,CA,90035.0,217001.0,5,2,5,30,50,37,Palms,N,,SMF,,0.0,0.0,10,0.0,0.0,0.0,0,0,0,10,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,10,0,10,0,,1.0,,0,0,,,0,0,10,10,1.0,1.0
344448,011-001139,2018,PSH,A Community of Friends,Beverly Terrace Apartments,62118,3314-3330 Beverly Blvd,,Los Angeles,CA,90004.0,218120.0,4,2,10,30,54,37,West Adams-Expo Park,C,,SFHC,,46.0,23.0,21,0.0,0.0,0.0,46,0,0,21,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,67,46,21,0,1.0,1.0,,0,0,,,0,0,67,67,1.0,1.0
339619,158-005150,2018,TH,Gramercy Housing Group,CA0384 Gramercy Court,62118,1824 4th Ave, ,Los Angeles,CA,90019.0,218120.0,4,2,10,30,54,37,West Adams-Expo Park,C,,YMF,,16.0,8.0,1,0.0,0.0,16.0,0,0,1,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,Yes,No,No,No,No,No,No,17,16,1,0,1.0,1.0,,0,0,,,0,0,17,17,1.0,1.0
