HMIS Proj ID,Row #,Year,Proj. Type,Organization Name,Project Name,Address,City,State,ZIP,SPA,SD,CD,Community,Geo Code,HMIS-Participating,Inventory Type,Bed Type,Target Pop.,Project Gender,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,Overflow Beds,Individual Household Counted as Domestic Violence Victim,Family Household Members Counted as Domestic Violence Victim,Youth Household Members Counted as Domestic Violence Victim,PIT Count,Total Beds,Utilization Rate
2797,441689,2020,TH,Upward Bound House,CES Transitional Housing Program SPA 6,1111 W. 64th St.,Compton,CA,90044,6,2,8,Vermont-Slauson,60804,Yes,C,,,All,21,9,0,0,0,21,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,21,0,,,0,0.0,0.0,0.0,29.0,21,1.38
2799,441690,2020,PSH,SRO Housing Corporation,VASH Rosslyn Apartments,112 W. 5th St.,Los Angeles,CA,90013,4,1,14,Downtown,62118,Yes,C,,,All,0,0,75,0,0,0,0,75,0,0,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,75,0,,,0,0.0,0.0,0.0,63.0,75,0.84
2803,441691,2020,TH,The Salvation Army,CES Transitional Housing SPA 5,1100 W. 62nd St.,Los Angeles,CA,90044,6,2,9,Vermont-Slauson,62118,Yes,C,,,Female,0,0,12,0,0,0,0,0,12,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,12,0,,,0,0.0,0.0,0.0,12.0,12,1.0
2804,441692,2020,TH,The Salvation Army,CES Transitional Housing SPA 1,44349 Lowtree Ave.,Lancaster,CA,93534,1,5,0,Lancaster,61914,Yes,C,,,Female,0,0,11,0,0,0,0,0,11,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,11,0,,,0,0.0,0.0,0.0,10.0,11,0.91
2805,441044,2020,ES,The Salvation Army,GPD VA Bridge Housing Program Hope Harbor,3107 S. Grand Ave.,Los Angeles,CA,90007,6,1,9,Historic South-Central,62118,Yes,C,Facility-based beds,,,0,0,10,0,0,0,0,10,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,10,0,,,0,0.0,0.0,0.0,32.0,10,3.2
2806,441045,2020,ES,The Salvation Army,DMH Interim Housing Hope Harbor,3107 S. Grand Ave.,Los Angeles,CA,90007,6,1,9,Historic South-Central,62118,Yes,C,Facility-based beds,,,0,0,90,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,90,0,,,0,,,,73.0,90,0.81
2807,441046,2020,ES,The Salvation Army,Enhanced Emergency Shelter Program The Way In,5939 Hollywood Blvd.,Los Angeles,CA,90028,4,3,13,Hollywood,62118,Yes,C,Facility-based beds,,Male,0,0,10,0,0,0,0,0,10,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,10,0,,,0,0.0,0.0,0.0,10.0,10,1.0
2811,441693,2020,TH,Hathaway-Sycamores Child and Family Services,Measure H Transitional Housing Program SPA 3,851 N. Oakland Ave.,Pasadena,CA,91104,3,5,0,Pasadena,62724,Yes,C,,,All,0,0,9,0,0,0,0,0,9,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,9,0,,,0,0.0,0.0,0.0,10.0,9,1.11
2812,441694,2020,TH,Sanctuary of Hope,Measure H Transitional Housing Program SPA 6,4003 W. Adams Blvd.,Los Angeles,CA,90018,6,2,10,Jefferson Park,62118,Yes,C,,,All,0,0,13,0,0,0,0,0,13,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,13,0,,,0,0.0,0.0,0.0,12.0,13,0.92
2813,441047,2020,ES,Sanctuary of Hope,CES Bridge Housing Program,3910 Walton Ave.,Los Angeles,CA,90037,6,2,9,Exposition Park,62118,Yes,C,Facility-based beds,,All,0,0,12,0,0,0,0,0,12,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,12,0,,,0,0.0,0.0,0.0,7.0,12,0.58
2814,441695,2020,TH,Harbor Interfaith Services,CES Transitional Housing SPA 8,670 W. 9th St.,San Pedro,CA,90731,8,4,15,San Pedro,62118,Yes,C,,,All,8,4,0,0,0,8,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,8,0,,,0,0.0,0.0,0.0,8.0,8,1.0
2816,441696,2020,TH,Los Angeles LGBT Center,CES Transitional Housing Program SPA 4,1118 N. McCadden Pl.,Los Angeles,CA,90038,4,3,4,Hollywood,62118,Yes,C,,,,0,0,34,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,34,0,,,0,0.0,0.0,0.0,34.0,34,1.0
2820,441048,2020,ES,Eula's House,DMH Interim Housing,220 W. 49th St.,Los Angeles,CA,90037,6,2,9,South Park,62118,Yes,C,Facility-based beds,,Male,0,0,15,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,15,0,,,0,0.0,0.0,0.0,15.0,15,1.0
2821,441049,2020,ES,"United States Veterans Initiative, Inc.",CES Bridge Housing Program for Women,2001 River Ave.,Long Beach,CA,90810,8,4,0,Long Beach,62088,Yes,C,Facility-based beds,,Female,0,0,20,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,20,0,,,0,0.0,0.0,0.0,15.0,20,0.75
2822,441050,2020,ES,Volunteers of America of Los Angeles,CES Bridge Housing for Women,10511 Mills Ave.,Whittier,CA,90604,7,4,0,South Whittier,64074,Yes,C,Facility-based beds,,Female,0,0,60,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,60,0,,,0,4.0,0.0,0.0,29.0,60,0.48
2824,441051,2020,ES,1736 Family Crisis Center,CES Bridge Housing for Women SPA 8,CONFIDENTIAL,CONFIDENTIAL,CA,CONFIDENTIAL,8,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,69037,No,C,Facility-based beds,DV,Female,0,0,20,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,20,0,,,0,7.0,0.0,0.0,7.0,20,0.35
2842,441697,2020,RRH,People Assisting the Homeless (PATH),CES RRH Individuals SPA 7 Helpline Youth,4055 E. Olympic Blvd.,Los Angeles,CA,90023,7,1,0,East Los Angeles,62118,Yes,C,,,All,0,0,6,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,6,0,,,0,0.0,0.0,0.0,6.0,6,1.0
2844,441698,2020,RRH,People Assisting the Homeless (PATH),CES RRH Individuals SPA 7 Whittier FirstDay,12426 Whittier Blvd.,Whittier,CA,90602,7,4,0,Whittier,64074,Yes,C,,,All,0,0,11,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,11,0,,,0,0.0,0.0,0.0,11.0,11,1.0
2854,441699,2020,PSH,PATH Ventures,PATH Metro Villas - Phase 1,345 N. Westmoreland Ave,Los Angeles,CA,90004,4,2,13,East Hollywood,62118,Yes,C,,,All,0,0,51,0,0,0,0,0,0,27,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,51,0,,,0,0.0,0.0,0.0,49.0,51,0.96
2856,441700,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),CA1341 DMH Directly-Operated Bonus,2600 Wilshire Blvd.,Los Angeles,CA,90057,4,2,1,Westlake,62118,Yes,C,,,All,0,0,1,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,,,0,0.0,0.0,0.0,1.0,1,1.0
2859,441052,2020,ES,Arms of Nefertari,Emergency Shelter,2808 W. 85th St.,Inglewood,CA,90305,8,2,0,Inglewood,61740,Yes,C,Facility-based beds,,Male,0,0,6,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,6,0,,,0,0.0,0.0,0.0,6.0,6,1.0
2861,441053,2020,ES,The People Concern,A Bridge Home El Puente,711 N. Alameda St.,Los Angeles,CA,90012,4,1,1,Downtown,62118,Yes,C,Facility-based beds,,All,0,0,45,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,45,0,,,0,2.0,0.0,0.0,38.0,45,0.84
2865,441701,2020,PSH,People Assisting the Homeless (PATH),Casa Carmen,1800 W. 11th St.,Los Angeles,CA,90006,4,1,1,Pico-Union,62118,Yes,C,,,All,0,0,24,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,24,0,,,0,0.0,0.0,0.0,24.0,24,1.0
2868,441054,2020,ES,First To Serve Inc.,DHS Interim Housing Mid City 1 - Women,4915 Washington Blvd.,Los Angeles,CA,90016,4,2,10,Mid-City,62118,Yes,C,Facility-based beds,,Female,0,0,24,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,24,0,,,0,0.0,0.0,0.0,24.0,24,1.0
2869,441055,2020,ES,First To Serve Inc.,DHS Interim Housing Mid City 2 - Men,4930 Washington Blvd.,Los Angeles,CA,90016,6,2,10,Mid-City,62118,Yes,C,Facility-based beds,,Male,0,0,36,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,36,0,,,0,0.0,0.0,0.0,27.0,36,0.75
2870,441056,2020,ES,First To Serve Inc.,DHS Interim Housing Coronado,682 S. Coronado St.,Los Angeles,CA,90007,4,1,1,Westlake,62118,Yes,C,Facility-based beds,,All,0,0,124,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,124,0,,,0,0.0,0.0,0.0,115.0,124,0.93
2871,441057,2020,ES,First To Serve Inc.,DHS Interim Housing Vernon,1718 W. Vernon Ave.,Los Angeles,CA,90062,6,2,8,Vermont Square,62118,Yes,C,Facility-based beds,,All,0,0,75,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,75,0,,,0,0.0,0.0,0.0,57.0,75,0.76
2887,441058,2020,ES,The Midnight Mission,Healthy Living Program,601 S. San Pedro St.,Los Angeles,CA,90014,4,2,14,Downtown,62118,Yes,C,Facility-based beds,,Male,0,0,92,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,92,0,,,0,0.0,0.0,0.0,84.0,92,0.91
2888,441702,2020,TH,The Midnight Mission,Homelight Family Living,601 S. San Pedro St.,Los Angeles,CA,90014,4,2,14,Downtown,62118,Yes,C,,,All,35,11,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,35,0,,,0,0.0,0.0,0.0,35.0,35,1.0
2890,441703,2020,PSH,Los Angeles County Department of Mental Health (DMH),CA1596 DMH 12,550 S. Vermont Ave.,Los Angeles,CA,90020,4,2,13,Koreatown,62118,Yes,C,,,All,0,0,67,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,67,0,,,0,0.0,0.0,0.0,67.0,67,1.0
2919,441704,2020,PSH,A Community of Friends,PBV Avalon Apartments,13218 S. Avalon Blvd.,Los Angeles,CA,90061,6,2,0,Willowbrook,62118,Yes,C,,,All,53,11,5,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,58,0,,,0,0.0,0.0,0.0,60.0,58,1.03
2923,441706,2020,TH,"BRIDGES, Inc.",Casitas Esperanza,11927 Elliot Ave.,El Monte,CA,91732,3,1,0,El Monte,61152,No,C,,,,0,0,12,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,12,0,,,0,,,,12.0,12,1.0
2924,441707,2020,TH,"BRIDGES, Inc.",Casitas Tranquilas,11927 Elliot Ave.,El Monte,CA,91732,3,1,0,El Monte,61152,No,C,,,,0,0,15,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,15,0,,,0,,,,13.0,15,0.87
2925,441059,2020,ES,Volunteers of America of Los Angeles,RHY Basic Center - Emergency Shelter Program SPA 1,154 E Ave I.,Lancaster,CA,93535,1,5,0,Lancaster,61914,Yes,C,Facility-based beds,,All,0,0,8,0,0,0,0,0,8,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,8,0,,,0,1.0,0.0,0.0,2.0,8,0.25
2926,441708,2020,TH,Volunteers of America of Los Angeles,RHY Transitional Living Program SPA 1,154 E Ave I.,Lancaster,CA,93535,1,5,0,Lancaster,61914,Yes,C,,,All,0,0,8,0,0,0,0,0,8,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,8,0,,,0,1.0,0.0,0.0,5.0,8,0.62
2927,441709,2020,PSH,LA Family Housing Corporation (LAFH),DHS HJC to ICMS,7843 Lankershim Blvd.,North Hollywood,CA,91605,2,3,6,Sun Valley,62118,Yes,C,,,All,0,0,20,0,0,0,0,0,0,20,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,20,0,,,0,0.0,0.0,0.0,19.0,20,0.95
2929,441710,2020,RRH,LA Family Housing Corporation (LAFH),CES RRH Individuals Tarzana,18646 Oxnard St.,Tarzana,CA,91356,2,3,3,Tarzana,69037,Yes,C,,,All,0,0,11,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,11,0,,,0,0.0,0.0,0.0,11.0,11,1.0
2930,441711,2020,RRH,LA Family Housing Corporation (LAFH),CES RRH Hope of the Valley,11134 Sepulveda Blvd.,Mission Hills,CA,91346,2,3,7,Mission Hills,62118,Yes,C,,,All,0,0,24,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,24,0,,,0,0.0,0.0,0.0,24.0,24,1.0
2933,441712,2020,RRH,LA Family Housing Corporation (LAFH),LFH FSC Rapid Re-Housing Family Promises,2406 N. Naomi St.,Burbank,CA,91504,2,5,0,Burbank,60456,Yes,C,,,All,0,0,5,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,5,0,,,0,0.0,0.0,0.0,5.0,5,1.0
2935,441713,2020,RRH,LA Family Housing Corporation (LAFH),CES RRH Bridge to Home,23752 Newhall Ave.,Newhall,CA,91321,2,5,0,Santa Clarita,63356,No,C,,,All,0,0,14,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,14,0,,,0,0.0,0.0,0.0,14.0,14,1.0
2939,441714,2020,PSH,St. Joseph Center,CA1595 HACLA Permanent Supportive Housing,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,All,0,0,30,0,0,0,0,0,0,30,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,30,0,,,0,0.0,0.0,0.0,22.0,30,0.73
2940,441715,2020,PSH,St. Joseph Center,CA1490 HACLA Permanent Supportive Housing,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,All,5,2,68,0,0,0,5,0,0,68,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,73,0,,,0,0.0,0.0,0.0,31.0,73,0.42
2941,441060,2020,ES,LA Family Housing Corporation (LAFH),DHS Tyrone Family Crisis Housing,76721 Tyrone Ave.,Van Nuys,CA,91405,2,3,2,Van Nuys,62118,Yes,C,Facility-based beds,,,44,11,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,44,0,,,0,0.0,0.0,0.0,26.0,44,0.59
2951,441717,2020,PSH,LA Family Housing Corporation (LAFH),DHS Crest Apartments,13604 Sherman Way,Van Nuys,CA,91405,2,3,2,Valley Glen,62118,Yes,C,,,All,0,0,63,0,0,0,0,23,0,40,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,63,0,,,0,0.0,0.0,0.0,62.0,63,0.98
2954,441061,2020,ES,First To Serve Inc.,DHS Interim Housing 40th Place - Women,1130 1/2 W. 40th Pl.,Los Angeles,CA,90037,6,2,9,Vermont Square,62118,Yes,C,Facility-based beds,,Female,0,0,18,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,18,0,,,0,0.0,0.0,0.0,16.0,18,0.89
2958,441062,2020,ES,"A House of Refuge Care Center, Inc.",Emergency Shelter,10825 Anzac Ave.,Los Angeles,CA,90059,6,2,15,Watts,62118,Yes,C,Facility-based beds,,All,0,0,18,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,18,0,,,0,0.0,0.0,0.0,20.0,18,1.11
2960,441063,2020,ES,Weingart Center Association,DMH Interim Housing,566 S. San Pedro St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,Facility-based beds,,All,0,0,35,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,35,0,,,0,0.0,0.0,0.0,33.0,35,0.94
2961,441064,2020,ES,The Salvation Army,DHS Interim Housing Lilly's Place,1311 Westlake Ave.,Los Angeles,CA,90006,4,1,1,Pico-Union,62118,Yes,C,Facility-based beds,,All,32,10,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,32,0,,,0,0.0,0.0,0.0,26.0,32,0.81
2962,441065,2020,ES,Weingart Center Association,DHS Interim Housing,566 S. San Pedro St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,Facility-based beds,,All,0,0,135,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,135,0,,,0,0.0,0.0,0.0,108.0,135,0.8
2963,441718,2020,PSH,Los Angeles County Department of Mental Health (DMH),CA1338 DMH,695 S. Vermont Ave.,Los Angeles,CA,90005,4,2,10,Koreatown,62118,Yes,C,,,All,0,0,25,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,25,0,,,0,0.0,0.0,0.0,21.0,25,0.84
2967,441066,2020,ES,People Assisting the Homeless (PATH),A Bridge Home YWCA,1215 Lodi Pl.,Los Angeles,CA,90038,4,3,13,Hollywood,62118,Yes,C,Facility-based beds,,All,0,0,64,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,64,0,,,0,0.0,0.0,0.0,52.0,64,0.81
2968,441067,2020,ES,"Serenity Recuperative Care, Inc.",DHS Recuperative Care Lake View Terrance,11609 Biltmore Ave.,Sylmar,CA,91342,2,3,7,Lake View Terrace,62118,Yes,C,Facility-based beds,,All,0,0,10,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,10,0,,,0,0.0,0.0,0.0,7.0,10,0.7
2970,441068,2020,ES,"Serenity Recuperative Care, Inc.",DHS Recuperative Care Los Angeles,5314 Arlington Ave.,Los Angeles,CA,90043,6,2,8,Hyde Park,62118,Yes,C,Facility-based beds,,All,0,0,20,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,20,0,,,0,0.0,0.0,0.0,20.0,20,1.0
2972,441069,2020,ES,"Serenity Recuperative Care, Inc.",DHS Recuperative Care East LA,1126 N. Chicago St.,Los Angeles,CA,90033,4,1,14,Boyle Heights,62118,Yes,C,Facility-based beds,,All,0,0,24,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,24,0,,,0,0.0,0.0,0.0,17.0,24,0.71
2973,441070,2020,ES,"Serenity Recuperative Care, Inc.",DHS Stabilization Cabrillo,1729 Cabrillo Ave.,Torrance,CA,90501,8,4,0,Torrance,63744,Yes,C,Facility-based beds,,Male,0,0,22,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,22,0,,,0,0.0,0.0,0.0,20.0,22,0.91
2974,441071,2020,ES,A Brighter Day Recuperative Care LLC,DHS/ODR/DM Mist Program Amelia House,423 W. 104 St.,Los Angeles,CA,90003,6,2,8,Vermont Vista,62118,No,C,Facility-based beds,,Female,0,0,23,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,23,0,,,0,0.0,0.0,0.0,16.0,23,0.7
2976,441072,2020,ES,"JWCH Institute, Inc.",Recuperative Care,5650 Jillson St.,Commerce,CA,90040,7,1,0,Commerce,69037,No,C,Facility-based beds,,,0,0,38,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,38,0,,,0,,,,38.0,38,1.0
