Row #,Year,Proj. Type,Organization Name,Project Name,City,State,ZIP,SPA,SD,CD,Geo Code,Inventory Type,Bed Type,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,Overflow Beds,PIT Count,Total Beds
373173,2019,ES,Testimonial Community Love Center,CES Bridge Housing Program CBH,LOS ANGELES,CA,90062,6,2,8,62118.0,C,Facility-based beds,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,,0.0,3.0,10
373177,2019,ES,Testimonial Community Love Center,CES Bridge Housing Program CITY,LOS ANGELES,CA,90062,6,2,8,62118.0,C,Facility-based beds,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,,0.0,2.0,10
373180,2019,ES,Testimonial Community Love Center,CES Crisis Housing Program CBH,LOS ANGELES,CA,90062,6,2,8,62118.0,C,Facility-based beds,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,14.0,20
373172,2019,ES,Testimonial Community Love Center,CES Crisis Housing Program CITY,LOS ANGELES,CA,90062,6,2,8,62118.0,C,Facility-based beds,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,19.0,20
373182,2019,ES,Testimonial Community Love Center,DMH Interim Housing Program,LOS ANGELES,CA,90062,6,2,8,62118.0,C,Facility-based beds,36.0,10.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,0.0,,,0.0,98.0,108
370696,2019,TH,The Amaad Institute,Amaad Transitional Housing,LOS ANGELES,CA,90037,6,2,8,62118.0,C,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,,,0.0,5.0,5
374912,2019,ES,The Congregational Church In Avalon,Ministry House,AVALON,CA,90704,8,4,0,69037.0,C,Facility-based beds,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,,0.0,3.0,3
373120,2019,PSH,The Kindred Center,Supportive Housing Program,LOS ANGELES,CA,90003,6,2,8,62118.0,C,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,,,0.0,14.0,15
372793,2019,ES,The Midnight Mission,CES Bridge Housing Program,LOS ANGELES,CA,90014,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,,,0.0,27.0,29
372768,2019,ES,The Midnight Mission,CES Crisis Housing Program,LOS ANGELES,CA,90014,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.0,,,0.0,52.0,56
376362,2019,ES,The Midnight Mission,Courtyard,LOS ANGELES,CA,90014,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,0.0,,,0.0,104.0,104
372846,2019,ES,The Midnight Mission,Healthy Living Program,LOS ANGELES,CA,90014,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,0.0,,,0.0,150.0,176
376359,2019,ES,The Midnight Mission,Homelight Family Living,LOS ANGELES,CA,90014,4,2,14,62118.0,C,Facility-based beds,40.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,,,0.0,38.0,40
376462,2019,ES,The Midnight Mission,Winter Shelter Program SPA 4,LOS ANGELES,CA,90014,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41.0,12/6/2018,3/31/2019,0.0,41.0,41
373977,2019,PSH,The People Concern,CA0407 Lodge Shelter Plus Care,LOS ANGELES,CA,90021,4,2,14,62118.0,C,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14,0.0,,,0.0,14.0,14
373979,2019,PSH,The People Concern,CA0408 Lodge Supportive Housing Program,LOS ANGELES,CA,90021,4,2,14,62118.0,C,,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30,0.0,,,0.0,31.0,30
373986,2019,PSH,The People Concern,CA0409 Lamp Lodge - Supportive Services,LOS ANGELES,CA,90021,4,2,14,62118.0,C,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12,0.0,,,0.0,12.0,12
373992,2019,SH,The People Concern,CA0527 Westside Safe Haven - Residential Program,SANTA MONICA,CA,90404,5,3,0,63384.0,C,,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,,,0.0,23.0,25
373994,2019,ES,The People Concern,CES Bridge Housing Program LAMP Village,LOS ANGELES,CA,90013,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,,0.0,9.0,10
373997,2019,ES,The People Concern,CES Bridge Housing Program Reserved Village,LOS ANGELES,CA,90013,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,15.0,20
374008,2019,ES,The People Concern,CES Bridge Housing Program SPA 5,LOS ANGELES,CA,90404,5,3,0,62118.0,C,Facility-based beds,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,,,0.0,9.0,9
374013,2019,ES,The People Concern,CES Crisis Housing Program CITY SPA 5,LOS ANGELES,CA,90404,5,3,0,62118.0,C,Facility-based beds,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,,,0.0,6.0,6
374016,2019,ES,The People Concern,CES Crisis Housing Program LAMP Village,LOS ANGELES,CA,90013,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,17.0,20
374018,2019,RRH,The People Concern,CES RRH Individuals Center Blessed Sacrament SPA 4,LOS ANGELES,CA,90028,4,3,13,62118.0,C,,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,,,0.0,35.0,35
374020,2019,RRH,The People Concern,CES RRH Individuals Downtown Women Center SPA 4,LOS ANGELES,CA,90013,4,1,14,62118.0,C,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,,,0.0,15.0,15
374023,2019,RRH,The People Concern,CES RRH Individuals Good Shepherd SPA 4,LOS ANGELES,CA,90026,4,1,13,62118.0,C,,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,,,0.0,22.0,22
374026,2019,RRH,The People Concern,CES RRH Individuals LGBT SPA 4,LOS ANGELES,CA,90038,4,3,4,62118.0,C,,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,,,0.0,33.0,33
374029,2019,RRH,The People Concern,CES RRH Individuals Proyecto Pastoral SPA 4,LOS ANGELES,CA,90033,4,1,14,62118.0,C,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,0.0,1.0,1
374031,2019,RRH,The People Concern,CES RRH Individuals SPA 4,LOS ANGELES,CA,90013,4,2,14,62118.0,C,,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,0.0,,,0.0,88.0,88
374037,2019,RRH,The People Concern,CES RRH Individuals SPA 5,SANTA MONICA,CA,90404,5,3,0,63384.0,C,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,,,0.0,12.0,12
374045,2019,ES,The People Concern,Cloverfield Daybreak Emergency Shelter,SANTA MONICA,CA,90404,5,3,0,63384.0,C,Facility-based beds,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,,,0.0,28.0,30
374227,2019,PSH,The People Concern,DHS 127th Street Apartments,LOS ANGELES,CA,90044,8,2,15,62118.0,C,,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0.0,,,0.0,44.0,44
374233,2019,ES,The People Concern,DHS Interim Housing SOLAR,COMPTON,CA,90221,6,2,0,60804.0,C,Facility-based beds,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,,,0.0,31.0,38
374237,2019,ES,The People Concern,DMH Interim Housing Cloverfield/Daybreak,SANTA MONICA,CA,90404,5,3,0,63384.0,C,Facility-based beds,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,,,0.0,8.0,9
374373,2019,ES,The People Concern,DMH Interim Housing Samoshel,SANTA MONICA,CA,90401,5,2,14,63384.0,C,Facility-based beds,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,,0.0,11.0,10
374378,2019,ES,The People Concern,DMH Interim Housing The Village,LOS ANGELES,CA,90013,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,,,0.0,7.0,7
374647,2019,ES,The People Concern,El Puente Lot 5 Interim Housing,LOS ANGELES,CA,90012,6,1,1,62118.0,C,Facility-based beds,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,,,0.0,39.0,45
374649,2019,ES,The People Concern,Harm Reduction Emergency Shelter,LOS ANGELES,CA,90013,4,1,0,62118.0,C,Facility-based beds,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,,,0.0,9.0,16
374651,2019,ES,The People Concern,HAUS,LOS ANGELES,CA,90057,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,,,0.0,26.0,25
374694,2019,PSH,The People Concern,Housing for Health Tiki Apartment,HUNTINGTON PARK,CA,90255,6,2,0,62118.0,C,,13.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.0,,,0.0,48.0,48
374552,2019,ES,The People Concern,Interim Housing Turning Point,LOS ANGELES,CA,90404,5,3,0,62118.0,C,Facility-based beds,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,,,0.0,49.0,55
374231,2019,PSH,The People Concern,PBV 127th Street Apartments,LOS ANGELES,CA,90044,8,2,15,62118.0,C,,2.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0.0,,,0.0,41.0,41
374770,2019,PSH,The People Concern,PBV El Segundo Apartments,LOS ANGELES,CA,90061,8,2,15,62118.0,C,,53.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,,,0.0,53.0,53
374848,2019,PSH,The People Concern,PBV Mosaic Gardens at Westlake,LOS ANGELES,CA,90026,4,1,13,62118.0,C,,56.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.0,,,0.0,97.0,97
374047,2019,TH,The People Concern,Samoshel Transitional Program,SANTA MONICA,CA,90401,5,2,14,63384.0,C,,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0.0,,,0.0,41.0,70
374222,2019,ES,The People Concern,Sojourn - Services for Battered Women and Their Children,CONFIDENTIAL,CA,90401,5,CONFIDENTIAL,CONFIDENTIAL,63384.0,C,Facility-based beds,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,,,0.0,13.0,25
373929,2019,TH,The Salvation Army,Alegria,CONFIDENTIAL,CA,90026,4,CONFIDENTIAL,CONFIDENTIAL,62118.0,C,,49.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0.0,,,0.0,43.0,49
373934,2019,TH,The Salvation Army,Bell Shelter Transitional Housing,BELL,CA,90201,7,1,0,69037.0,C,,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,12.0,20
373937,2019,ES,The Salvation Army,Bell Shelter Year Round Crisis Housing Program,BELL,CA,90201,7,1,0,69037.0,C,Facility-based beds,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,,,0.0,47.0,50
373957,2019,ES,The Salvation Army,CES Bridge Housing Program Bell,BELL,CA,90201,7,1,0,69037.0,C,Facility-based beds,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,,,0.0,45.0,43
373905,2019,ES,The Salvation Army,CES Bridge Housing Program Reserved,BELL,CA,90201,7,1,0,69037.0,C,Facility-based beds,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,,,0.0,14.0,15
373953,2019,ES,The Salvation Army,CES Bridge Housing Program Way In Youth,LOS ANGELES,CA,90028,4,3,13,62118.0,C,Facility-based beds,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7,0.0,,,0.0,7.0,7
373920,2019,ES,The Salvation Army,CES Crisis Housing Program Bell,BELL,CA,90201,7,1,0,69037.0,C,Facility-based beds,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,,,0.0,7.0,7
373926,2019,ES,The Salvation Army,CES Crisis Housing Way In Youth,LOS ANGELES,CA,90028,4,3,13,62118.0,C,Facility-based beds,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5,0.0,,,0.0,5.0,5
373976,2019,TH,The Salvation Army,CES Transitional Housing SPA 1,LANCASTER,CA,93534,1,5,0,61914.0,C,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11,0.0,,,0.0,4.0,11
373973,2019,TH,The Salvation Army,CES Transitional Housing SPA 5,SANTA MONICA,CA,90401,5,3,0,63384.0,C,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12,0.0,,,0.0,10.0,12
373993,2019,ES,The Salvation Army,DHS Interim Housing Lilly's Place,LOS ANGELES,CA,90006,4,1,1,62118.0,C,Facility-based beds,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,,,0.0,12.0,32
374001,2019,ES,The Salvation Army,DMH Interim Housing Bell Shelter,BELL,CA,90201,7,1,0,69037.0,C,Facility-based beds,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,,,0.0,84.0,85
373889,2019,ES,The Salvation Army,DMH Interim Housing Zahn,LOS ANGELES,CA,90015,4,1,14,62118.0,C,Facility-based beds,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,,,0.0,39.0,36
373990,2019,ES,The Salvation Army,Enhanced Emergency Shelter Program The Way In,LOS ANGELES,CA,90028,4,3,13,62118.0,C,Facility-based beds,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10,0.0,,,0.0,10.0,10
376360,2019,RRH,The Salvation Army,Shallow Subsidy Rental Assistance Program,LOS ANGELES,CA,90015,4,1,14,62118.0,U,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0,0
373893,2019,RRH,The Salvation Army,SSVF RRH 12CA017,LONG BEACH,CA,90802,8,4,0,62088.0,C,,5.0,1.0,18.0,0.0,5.0,0.0,0.0,18.0,0.0,0.0,0.0,23,0.0,,,0.0,23.0,23
373904,2019,RRH,The Salvation Army,SSVF RRH 18CA419,LONG BEACH,CA,90802,8,4,0,62088.0,C,,2.0,1.0,47.0,0.0,2.0,0.0,0.0,47.0,0.0,0.0,0.0,49,0.0,,,0.0,49.0,49
373917,2019,TH,The Salvation Army,The Way In Youth Transitional Housing,LOS ANGELES,CA,90028,4,3,13,62118.0,C,,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24,0.0,,,0.0,22.0,24
373942,2019,ES,The Salvation Army,TSA FSC Westwood Transitional Village Bridge Housing,LOS ANGELES,CA,90025,5,3,0,62118.0,C,Facility-based beds,105.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,0.0,,,0.0,102.0,105
373947,2019,ES,The Salvation Army,TSA FSC Whittier Crisis Housing,WHITTIER,CA,90606,7,4,0,64074.0,C,Facility-based beds,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,,,0.0,26.0,26
373951,2019,ES,The Salvation Army,TSA FSC Zahn Memorial Center Bridge Housing,LOS ANGELES,CA,90015,4,1,14,62118.0,C,Facility-based beds,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,,,0.0,22.0,18
373965,2019,TH,The Salvation Army,VA Bridge Housing Program,BELL,CA,90201,7,1,0,69037.0,C,,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25,0.0,,,0.0,12.0,25
373980,2019,TH,The Salvation Army,VA Bridge Housing Program Hope Harbor,LOS ANGELES,CA,90007,6,1,9,62118.0,C,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10,0.0,,,0.0,7.0,10
373969,2019,TH,The Salvation Army,VA Clinical Treatment,BELL,CA,90201,7,1,0,69037.0,C,,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40,0.0,,,0.0,30.0,40
373907,2019,TH,The Salvation Army,VA Clinical Treatment Hope Harbor,LOS ANGELES,CA,90007,6,1,9,62118.0,C,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15,0.0,,,0.0,15.0,15
373962,2019,SH,The Salvation Army,VA Low Demand Safe Haven,BELL,CA,90201,7,1,0,69037.0,C,,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23,0.0,,,0.0,16.0,23
373959,2019,TH,The Salvation Army,VA Service Intensive Transitional Housing,BELL,CA,90201,7,1,0,69037.0,C,,0.0,0.0,90.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90,0.0,,,0.0,82.0,90
373955,2019,OPH,The Salvation Army,VA Transitional Housing Westwood,LOS ANGELES,CA,90025,5,3,0,62118.0,C,,20.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,,,0.0,17.0,20
374000,2019,TH,The Salvation Army,Wellness Center Transitional Housing,BELL,CA,90201,7,1,0,69037.0,C,,0.0,0.0,75.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,75,0.0,,,0.0,44.0,75
373971,2019,ES,The Salvation Army,Winter Shelter Program High Desert MACC,LANCASTER,CA,93536,1,5,0,61914.0,C,Facility-based beds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93.0,12/1/2018,3/31/2019,0.0,93.0,93
374360,2019,TH,The Teen Project,Freehab,SUN VALLEY,CA,91352,2,3,6,69037.0,C,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4,0.0,,,0.0,4.0,4
368498,2019,ES,The Village Family Services,CES Bridge Housing Program Hope of the Valley,BURBANK,CA,91505,2,5,0,60456.0,C,Facility-based beds,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20,0.0,,,0.0,13.0,20
368499,2019,RRH,The Village Family Services,CES RRH Youth,LOS ANGELES,CA,91605,2,3,2,62118.0,C,,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52,0.0,,,0.0,52.0,52
368500,2019,TH,The Village Family Services,CES Transitional Housing Program Hope of the Valley SPA 2,BURBANK,CA,91505,2,5,0,60456.0,C,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18,0.0,,,0.0,17.0,18
374413,2019,PSH,The Whole Child,CA0465 Shelter Plus Care,SANTA FE SPRINGS,CA,90670,7,4,0,64074.0,C,,526.0,130.0,35.0,0.0,0.0,0.0,526.0,0.0,0.0,0.0,0.0,561,0.0,,,0.0,562.0,561
374427,2019,PSH,The Whole Child,CA1219 Shelter Plus Care,WHITTIER,CA,90603,7,4,0,64074.0,C,,71.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,79,0.0,,,0.0,86.0,79
374431,2019,RRH,The Whole Child,Everychild Family Housing,SANTA FE SPRINGS,CA,69037,7,4,0,69037.0,C,,106.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,0.0,,,0.0,113.0,113
374543,2019,RRH,The Whole Child,TWC Cities,SANTA FE SPRINGS,CA,90670,7,4,0,64074.0,C,,81.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,0.0,,,0.0,86.0,86
374545,2019,ES,The Whole Child,TWC FSC Crisis Housing,SANTA FE SPRINGS,CA,90670,7,4,0,69037.0,C,Facility-based beds,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,,,0.0,37.0,37
374548,2019,RRH,The Whole Child,TWC FSC Rapid Re-Housing,SANTA FE SPRINGS,CA,90670,7,4,0,69037.0,C,,399.0,101.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418,0.0,,,0.0,418.0,418
374403,2019,PSH,U.S. Department of Veterans Affairs,VASH - HACLA,LOS ANGELES,CA,90057,4,2,1,62118.0,C,,545.0,190.0,1811.0,0.0,545.0,0.0,0.0,1811.0,0.0,0.0,0.0,2356,0.0,,,0.0,2356.0,2356
374405,2019,PSH,U.S. Department of Veterans Affairs,VASH - HACoLA,ALHAMBRA,CA,91801,3,5,0,60030.0,C,,938.0,253.0,1469.0,0.0,938.0,0.0,0.0,1469.0,0.0,0.0,0.0,2407,0.0,,,0.0,2407.0,2407
374773,2019,TH,Union Rescue Mission,Apprentice,LOS ANGELES,CA,90013,4,2,14,62118.0,C,,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,,,0.0,30.0,30
374778,2019,TH,Union Rescue Mission,Gateway Transitional Men,LOS ANGELES,CA,90013,4,2,14,62118.0,C,,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,170,0.0,,,0.0,169.0,170
374776,2019,TH,Union Rescue Mission,Hope Gardens Family Center,LOS ANGELES,CA,90013,4,2,14,62118.0,C,,200.0,65.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,200,0.0,,,0.0,198.0,200
374779,2019,PSH,Union Rescue Mission,Hope Gardens Senior Center,LOS ANGELES,CA,90031,4,2,14,62118.0,C,,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25,0.0,,,0.0,25.0,25
374840,2019,ES,Union Rescue Mission,Men's Guest Services - Emergency Shelter,LOS ANGELES,CA,90013,4,2,14,62118.0,C,Facility-based beds,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,130,0.0,,,0.0,127.0,130
374841,2019,TH,Union Rescue Mission,Residential Recovery Program (CLDP),LOS ANGELES,CA,90013,4,2,14,62118.0,C,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100,0.0,,,0.0,71.0,100
374777,2019,ES,Union Rescue Mission,Women's and Children Emergency Beds - 1st STEP Family,LOS ANGELES,CA,90013,4,2,14,62118.0,C,Facility-based beds,325.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,0.0,,,0.0,186.0,325
374849,2019,ES,Union Station Homeless Services,USHS FSC Crisis Housing Vouchers (Motel Vouchers),PASADENA,CA,91104,3,5,0,62724.0,C,Voucher beds,308.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,0.0,,,0.0,309.0,309
374844,2019,RRH,Union Station Homeless Services,USHS FSC Rapid Re-Housing,PASADENA,CA,91104,3,5,0,62724.0,C,,205.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,0.0,,,0.0,205.0,205
374846,2019,PSH,Union Station Homeless Services,USHS SPA 3 Scattered Site PSH HACoLA 1,DUARTE,CA,91010,3,5,0,69037.0,C,,4.0,2.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,18,0.0,,,0.0,8.0,18
374845,2019,PSH,Union Station Homeless Services,USHS SPA 3 Scattered Site PSH HACoLA 2,DUARTE,CA,91010,3,5,0,69037.0,C,,2.0,1.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,39.0,0.0,41,0.0,,,0.0,7.0,41
373799,2019,TH,United Friends of the Children,ILP SPA 7 Pathways to Independence,WHITTIER,CA,90604,7,4,0,64074.0,C,,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17,0.0,,,0.0,14.0,17
373800,2019,TH,United Friends of the Children,Measure H 187 Pathways to Independence,WHITTIER,CA,90604,7,4,0,64074.0,C,,12.0,6.0,38.0,0.0,0.0,12.0,0.0,0.0,38.0,0.0,0.0,50,0.0,,,0.0,44.0,50
373801,2019,TH,United Friends of the Children,Measure H 204 Pathways to Independence B,LOS ANGELES,CA,90022,7,1,0,62118.0,C,,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,38,0.0,,,0.0,33.0,38
373802,2019,TH,United Friends of the Children,Measure H 205 Pathways to Independence A,LOS ANGELES,CA,90045,5,2,11,62118.0,C,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9,0.0,,,0.0,9.0,9
374735,2019,TH,"United States Veterans Initiative, Inc.",CA0520 Veterans In Progress,INGLEWOOD,CA,90301,8,2,0,61740.0,C,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100,0.0,,,0.0,100.0,100
374738,2019,ES,"United States Veterans Initiative, Inc.",CES Bridge Housing Program,INGLEWOOD,CA,90301,8,2,0,61740.0,C,Facility-based beds,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26,0.0,,,0.0,22.0,26
374731,2019,ES,"United States Veterans Initiative, Inc.",CES Crisis Housing Program,INGLEWOOD,CA,90301,8,2,0,61740.0,C,Facility-based beds,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,,,0.0,6.0,14
374728,2019,RRH,"United States Veterans Initiative, Inc.",SSVF RRH,LOS ANGELES,CA,90017,4,1,14,62118.0,C,,3.0,1.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,8,0.0,,,0.0,8.0,8
