Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Address,City,State,ZIP,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,Inventory Type,TH Unit Type,Bed Type,Target Pop. A,Target Pop. B,Youth Program,Veteran Program,HMIS,McKinney- Vento,LAHSA Funded,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Utilization Rate
251306,152-004603,2016,ES,"First To Serve, Inc.",Inglewood Winter Shelter,111 Grosvenor Street,Inglewood,CA,90302.0,61740.0,601302.0,SPA 8,SD 2,NA ,SSD 30,AD 62,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,0,0.0,,,,,,,,0,0.0,0.0,0.0,,,,100.0,100.0,2015-10-01,2016-03-31,0.0,0.0,61.0,100,0.61
250841,152-004604,2016,ES,"First To Serve, Inc.",Winter Shelter Program - South Los Angeles,326 S Broadway,Los Angeles,CA,90003.0,62118.0,207301.0,SPA 4,SD 1,CD14,SSD 30,AD 53,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,0,0.0,0.0,0.0,,,,168.0,168.0,2015-10-01,2016-03-31,0.0,0.0,168.0,168,1.0
250895,152-004602,2016,ES,"First To Serve, Inc.",Winter Shelter Program - Westside,1300 Federal Ave.,Los Angeles,CA,90025.0,62118.0,267403.0,SPA 5,SD 3,CD11,SSD 26,AD 50,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,0,0.0,0.0,0.0,,,,160.0,160.0,2015-10-01,2016-03-31,0.0,0.0,120.0,160,0.75
250959,397-016550,2016,PSH,Gett Love,Gilbert Hotel,1622 Wilcox Avenue,Los Angeles,CA,90028.0,62118.0,190700.0,SPA 4,SD 3,CD13,SSD 26,AD 50,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,20,0.0,20.0,0.0,,1.0,,,,,,,,20.0,20,1.0
251292,257-005050,2016,TH,Good Shepherd Shelter of Los Angeles,Good Shepherd Shelter,,,CA,,,,SPA 4,SD 2,CD10,SSD 24,AD 53,C,Single,,SFHC,DV,0,0,Non-HMIS,No,No,39.0,13.0,0,0.0,0.0,0.0,,0.0,0.0,,,39,0.0,0.0,0.0,,,,,,,,,,41.0,39,1.05
250950,326-005100,2016,ES,Gospel Missions of America,Gospel Missions of America,1803 Nausika Ave.,Rowland Heights,CA,91748.0,69037.0,408705.0,SPA 3,SD 4,NA ,SSD 29,AD 55,C,,Facility-based beds,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,10,0.0,0.0,0.0,,0.0,0.0,,,10,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,8.0,10,0.8
250897,158-005150,2016,TH,Gramercy Housing Group,Gramercy Court,1824 4th Ave.,Los Angeles,CA,90019.0,62118.0,218120.0,SPA 4,SD 2,CD10,SSD 30,AD 54,C,Single,,HC,,0,0,HMIS,Yes,Yes,30.0,15.0,0,0.0,0.0,0.0,,0.0,0.0,,,30,30.0,0.0,0.0,1.0,,,,,,,,,28.0,30,0.93
263746,056-005257,2016,RRH,Harbor Interfaith Services,First 5 LA,670 W. 9th St.,San Pedro,CA,90731.0,62118.0,296600.0,SPA 8,SD 4,CD15,SSD 35,AD 70,C,,,HC,,0,0,HMIS,Yes,Yes,203.0,65.0,0,0.0,0.0,0.0,,0.0,0.0,,,203,203.0,0.0,0.0,1.0,,,,,,,,,203.0,203,1.0
254021,056-005261,2016,ES,Harbor Interfaith Services,FSC Coordinated Assessment,670 W. 9th St.,San Pedro,CA,90731.0,62118.0,296600.0,SPA 8,SD 4,CD15,SSD 35,AD 70,C,,Voucher beds,HC,,0,0,HMIS,Yes,Yes,7.0,2.0,0,0.0,0.0,0.0,,0.0,0.0,,,7,7.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,7.0,7,1.0
250827,056-005252,2016,ES,Harbor Interfaith Services,FSC Emergency Shelter,663 W. 10th St.,San Pedro,CA,90731.0,62118.0,296902.0,SPA 8,SD 4,CD15,SSD 35,AD 70,C,,Facility-based beds,HC,,0,0,HMIS,Yes,Yes,77.0,20.0,0,0.0,0.0,0.0,,0.0,0.0,,,77,77.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,49.0,77,0.64
251335,056-005258,2016,RRH,Harbor Interfaith Services,FSC Rapid Re-Housing,670 W. 9th St.,San Pedro,CA,90731.0,62118.0,296600.0,SPA 8,SD 4,CD15,SSD 35,AD 70,N,,,HC,,0,0,HMIS,Yes,Yes,64.0,20.0,0,0.0,0.0,0.0,,0.0,0.0,,,64,64.0,0.0,0.0,1.0,,,,,,,,,64.0,64,1.0
253651,056-005260,2016,RRH,Harbor Interfaith Services,HIS RRH for Adults and Veterans,670 W. 9th St.,San Pedro,CA,90731.0,62118.0,296600.0,SPA 8,SD 4,CD15,SSD 35,AD 70,C,,,SMF,,0,1,HMIS,Yes,Yes,0.0,0.0,1,0.0,0.0,0.0,,1.0,0.0,,,1,0.0,1.0,0.0,,1.0,,,,,,,,1.0,1,1.0
250859,260-005350,2016,ES,"Haven Hills, Inc.",Crisis Shelter,,,CA,,,,SPA 2,SD 3,CD3,SSD 27,AD 45,C,,Facility-based beds,SFHC,DV,0,0,Non-HMIS,No,No,38.0,6.0,1,0.0,0.0,0.0,,0.0,0.0,,,39,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,17.0,39,0.44
250932,260-005351,2016,TH,"Haven Hills, Inc.",Haven Two Housing and Employment Program,,,CA,,,,SPA 2,SD 3,CD3,SSD 27,AD 45,C,Single,,SFHC,DV,0,0,Non-HMIS,No,No,108.0,16.0,0,0.0,0.0,0.0,,0.0,0.0,,,108,0.0,0.0,0.0,,,,,,,,,,44.0,108,0.41
251106,020-005607,2016,PSH,"Hillview Mental Health Center, Inc.",Hillview - Hillview Village PRA,12408 Van Nuys Blvd.,Pacoima,CA,91331.0,62118.0,104105.0,SPA 2,SD 3,CD7,SSD 18,AD 39,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41,0.0,41.0,0.0,,1.0,,,,,,,,31.0,41,0.76
251142,020-005611,2016,TH,"Hillview Mental Health Center, Inc.",Hillview Independent Living Program,12408 Van Nuys Blvd.,Pacoima,CA,91331.0,62118.0,104105.0,SPA 2,SD 3,CD7,SSD 18,AD 39,C,Multiple,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,12,0.0,0.0,0.0,,0.0,0.0,,,12,0.0,12.0,0.0,,1.0,,,,,,,,5.0,12,0.42
251062,020-005608,2016,PSH,"Hillview Mental Health Center, Inc.",Hillview Mental Health Center- Hillview Village SRA,12410 Van Nuys Blvd.,Pacoima,CA,91331.0,62118.0,104105.0,SPA 2,SD 3,CD7,SSD 18,AD 39,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23,0.0,23.0,0.0,,1.0,,,,,,,,23.0,23,1.0
251237,020-005612,2016,PSH,"Hillview Mental Health Center, Inc.",Hillview Shelter Plus Care TRA,12456 Van Nuys Blvd.,Pacoima,CA,91331.0,62118.0,104105.0,SPA 2,SD 3,CD7,SSD 18,AD 39,C,,,SMF+HC,,0,0,HMIS,Yes,Yes,9.0,5.0,26,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,35,9.0,26.0,0.0,1.0,1.0,,,,,,,,13.0,35,0.37
251137,058-005650,2016,PSH,His Sheltering Arms,The Pearl Center,116 West 111th Street,Los Angeles,CA,90061.0,62118.0,241120.0,SPA 6,SD 2,CD8,SSD 30,AD 64,C,,,SF,,0,0,Non-HMIS,No,No,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12,0.0,12.0,0.0,,1.0,,,,,,,,6.0,12,0.5
251238,263-005714,2016,PSH,Hollywood Community Housing Corporation,Allesandro Apartments,1934 Allesandro St.,Los Angeles,CA,90039.0,62118.0,197410.0,SPA 4,SD 1,CD13,SSD 24,AD 43,C,,,SMF,HIV,0,0,HMIS,Yes,Yes,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,17.0,0.0,,1.0,,,,,,,,17.0,17,1.0
251239,111-111300,2016,PSH,Hollywood Community Housing Corporation,Argyle Court Apartments,1938 N. Argyle Ave.,Hollywood,CA,90068.0,62118.0,189500.0,SPA 4,SD 3,CD4,SSD 26,AD 43,C,,,SMF+HC,HIV,0,0,HMIS,Yes,Yes,6.0,2.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26,6.0,20.0,0.0,1.0,1.0,,,,,,,,30.0,26,1.15
250934,263-005703,2016,PSH,Hollywood Community Housing Corporation,Hollywood Bungalow Courts,1554 N Serrano Avenue,Los Angeles,CA,90027.0,62118.0,190520.0,SPA 4,SD 3,CD13,SSD 24,AD 43,C,,,SMF,HIV,0,0,HMIS,Yes,Yes,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15,0.0,15.0,0.0,,1.0,,,,,,,,13.0,15,0.87
250935,263-005712,2016,PSH,Hollywood Community Housing Corporation,Hollywood Community Housing Corporation - Scattered Sites (S+C),1245 Innes Ave.,Los Angeles,CA,90026.0,62118.0,197700.0,SPA 4,SD 1,CD1,SSD 24,AD 51,C,,,SMF+HC,HIV,0,0,HMIS,Yes,Yes,138.0,39.0,66,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,204,138.0,66.0,0.0,1.0,1.0,,,,,,,,190.0,204,0.93
251288,263-005713,2016,PSH,Hollywood Community Housing Corporation,Waterloo Heights Apartments,1011 Waterloo St.,Los Angeles,CA,90026.0,62118.0,195710.0,SPA 4,SD 1,CD13,SSD 24,AD 51,C,,,SMF,HIV,0,0,HMIS,Yes,Yes,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,17.0,0.0,,1.0,,,,,,,,18.0,17,1.06
250910,321-011650,2016,TH,Hollywood Wilshire YMCA,Brighter Future - Hollywood Wilshire YMCA,1553 Schrader Blvd,Hollywood,CA,90028.0,62118.0,190700.0,SPA 4,SD 3,CD13,SSD 26,AD 50,C,Single,,SFHC,,0,0,HMIS,Yes,Yes,18.0,7.0,16,0.0,0.0,0.0,,0.0,0.0,,,34,18.0,16.0,0.0,1.0,1.0,,,,,,,,29.0,34,0.85
256758,371-014950,2016,OPH,Homeless Health Care Los Angeles,Access To Housing For Health (AHH) - Homeless Section 8 HACLA & HACoLA,2330 Beverly Boulevard,Los Angeles,CA,90057.0,62118.0,208502.0,SPA 4,SD 1,CD13,SSD 24,AD 51,C,,,SMF+HC,,0,0,HMIS,Yes,Yes,32.0,11.0,66,0.0,0.0,0.0,,0.0,0.0,,,98,32.0,66.0,0.0,1.0,1.0,,,,,,,,98.0,98,1.0
251243,059-005753,2016,PSH,Homeless Health Care Los Angeles,Housing for Health,2330 Beverly Boulevard,Los Angeles,CA,90057.0,62118.0,208502.0,SPA 4,SD 1,CD13,SSD 24,AD 51,C,,,SMF+HC,,0,0,HMIS,Yes,Yes,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,126,0.0,126.0,0.0,,1.0,,,,,,,,81.0,126,0.64
251108,021-005814,2016,TH,Homes for Life Foundation,Athena Homes,26-28 S. Almansor,Alhambra,CA,91801.0,60030.0,481002.0,SPA 3,SD 5,NA ,SSD 22,AD 49,C,Single,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,16,0.0,0.0,0.0,,0.0,0.0,,,16,0.0,16.0,0.0,,1.0,,,,,,,,16.0,16,1.0
251018,021-005804,2016,PSH,Homes for Life Foundation,Birch Grove Homes,11401 Bloomfield Ave.,Norwalk,CA,90650.0,62490.0,550000.0,SPA 7,SD 4,NA ,SSD 32,AD 57,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20,0.0,20.0,0.0,,1.0,,,,,,,,20.0,20,1.0
251019,021-005806,2016,TH,Homes for Life Foundation,Cedar Street Homes,11401 Bloomfield Ave.,Norwalk,CA,90650.0,62490.0,550000.0,SPA 7,SD 4,NA ,SSD 32,AD 57,C,Single,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,38,0.0,0.0,0.0,,0.0,0.0,,,38,0.0,38.0,0.0,,1.0,,,,,,,,38.0,38,1.0
251020,021-005807,2016,PSH,Homes for Life Foundation,Denker House,3819 Motor Avenue,Culver City,CA,90232.0,69037.0,702501.0,SPA 5,SD 2,NA ,SSD 30,AD 54,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,56,0.0,56.0,0.0,,1.0,,,,,,,,54.0,56,0.96
251109,021-005817,2016,PSH,Homes for Life Foundation,Elm Street Expansion,11401 Bloomfield Ave.,Norwalk,CA,90650.0,62490.0,550000.0,SPA 7,SD 4,NA ,SSD 32,AD 57,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,0.0,6.0,0.0,,1.0,,,,,,,,6.0,6,1.0
251021,021-005808,2016,PSH,Homes for Life Foundation,Elm Street Homes,11401 Bloomfield Ave.,Norwalk,CA,90650.0,62490.0,550000.0,SPA 7,SD 4,NA ,SSD 32,AD 57,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,0.0,8.0,0.0,,1.0,,,,,,,,8.0,8,1.0
251143,021-005809,2016,PSH,Homes for Life Foundation,Harbor Gateway Homes,1435 W. 223rd Street,Los Angeles,CA,90501.0,62118.0,293202.0,SPA 8,SD 4,CD15,SSD 35,AD 66,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,18.0,0.0,,1.0,,,,,,,,17.0,18,0.94
263747,021-005810,2016,PSH,Homes for Life Foundation,Harvest House,14029 Harvest Ave.,Norwalk,CA,90650.0,62490.0,552100.0,SPA 7,SD 4,NA ,SSD 32,AD 57,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,6.0,0.0,,1.0,,,,,,,,6.0,6,1.0
251144,021-005811,2016,PSH,Homes for Life Foundation,HFL Garden Villa Apartments,5530 Klump Ave.,Los Angeles,CA,91601.0,62118.0,125310.0,SPA 2,SD 3,CD2,SSD 18,AD 39,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,20,0.0,20.0,0.0,,1.0,,,,,,,,20.0,20,1.0
251228,021-005818,2016,PSH,Homes for Life Foundation,HFL Sequoia Apartments,14406 Hamlin Street,Los Angeles,CA,91401.0,62118.0,128102.0,SPA 2,SD 3,CD2,SSD 18,AD 46,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12,0.0,12.0,0.0,,1.0,,,,,,,,12.0,12,1.0
251107,021-005813,2016,PSH,Homes for Life Foundation,HFL Van Nuys Apartments,13457 Vanowen St.,Los Angeles,CA,91405.0,62118.0,123510.0,SPA 2,SD 3,CD2,SSD 18,AD 46,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,0.0,14.0,0.0,,1.0,,,,,,,,14.0,14,1.0
251064,021-005812,2016,PSH,Homes for Life Foundation,HFL Vanowen Apartments,14419 Vanowen St.,Los Angeles,CA,91405.0,62118.0,127910.0,SPA 2,SD 3,CD6,SSD 18,AD 46,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,0.0,14.0,0.0,,1.0,,,,,,,,14.0,14,1.0
251336,427-017853,2016,TH,Hope of the Valley Rescue Mission,John E. White House of Hope,10202 Bartee Ave.,Arleta,CA,91331.0,62118.0,119202.0,SPA 2,SD 3,CD6,SSD 18,AD 39,N,Single,,SM,,0,0,HMIS,No,Yes,0.0,0.0,10,0.0,0.0,0.0,,0.0,0.0,,,10,0.0,10.0,0.0,,1.0,,,,,,,,10.0,10,1.0
251289,427-017854,2016,TH,Hope of the Valley Rescue Mission,The Bridge Transitional Recovery,8360 Eton St. ,Canoga Park,CA,91304.0,62118.0,113234.0,SPA 2,SD 3,CD3,SSD 27,AD 45,C,Single,,SM,,0,0,HMIS,Yes,Yes,0.0,0.0,15,0.0,0.0,0.0,,0.0,0.0,,,15,0.0,15.0,0.0,,1.0,,,,,,,,15.0,15,1.0
251225,427-017850,2016,ES,Hope of the Valley Rescue Mission,The Genesis House,10264 RINCON AVE,Pacoima,CA,91331.0,62118.0,104500.0,SPA 2,SD 3,CD7,SSD 18,AD 39,C,,Facility-based beds,HC,,0,0,HMIS,Yes,Yes,27.0,9.0,0,0.0,0.0,0.0,,0.0,0.0,,,27,27.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,27.0,27,1.0
251362,427-017855,2016,ES,Hope of the Valley Rescue Mission,Winter Shelter Program I,566 S. San Pedro St. ,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,0,0.0,0.0,0.0,,,,170.0,170.0,2015-10-01,2016-03-31,0.0,0.0,93.0,170,0.55
251234,111-111902,2016,ES,Hope of the Valley Rescue Mission,Winter Shelter Program II,11066 Norris Ave.,Pacoima,CA,91331.0,62118.0,104320.0,SPA 2,SD 3,CD7,SSD 18,AD 39,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,0,0.0,0.0,0.0,,,,120.0,120.0,2015-10-01,2016-03-31,0.0,0.0,120.0,120,1.0
251065,022-005951,2016,ES,House of Ruth (Claremont),Emergency Shelter for Battered Women,,,CA,,,,SPA 3,SD 1,NA ,SSD 9,AD 18,C,,Facility-based beds,SFHC,DV,0,0,Non-HMIS,No,No,53.0,16.0,2,0.0,0.0,0.0,,0.0,0.0,,,55,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,9.0,55,0.16
250936,267-006000,2016,TH,House of Yahweh,Transitional Program,4046 Marine Ave,Lawndale,CA,90260.0,69037.0,603802.0,SPA 8,SD 2,NA ,SSD 35,AD 62,C,Single,,SMF+HC,,0,0,Non-HMIS,No,No,10.0,4.0,19,0.0,0.0,0.0,,0.0,0.0,,,29,0.0,0.0,0.0,,,,,,,,,,29.0,29,1.0
274420,138-012011,2016,PSH,Housing Authority of the City of Los Angeles (HACLA),Homeless Veterans Initiative (HVI),2600 Wilshire Blvd,Los Angeles,CA,90057.0,62118.0,208720.0,SPA 4,SD 2,CD1,SSD 24,AD 53,C,,,SMF+HC,,0,1,Non-HMIS,No,No,17.0,7.0,85,,17.0,0.0,0.0,85.0,0.0,0.0,,102,,0.0,,,,,,,,,,,102.0,102,1.0
266582,138-012010,2016,PSH,Housing Authority of the City of Los Angeles (HACLA),Homeless Veterans Initiative (HVI) Under Development Allocation,2600 Wilshire Blvd,Los Angeles,CA,90057.0,62118.0,208720.0,SPA 4,SD 2,CD1,SSD 24,AD 53,U,,,SMF+HC,,0,1,Non-HMIS,No,No,68.0,28.0,330,0.0,68.0,0.0,0.0,330.0,0.0,0.0,0.0,398,,,,,,,,,,,,,,398,
251284,431-018250,2016,PSH,Housing Works,Home First,1277 N. Wilcox Ave.,Los Angeles,CA,90038.0,62118.0,190802.0,SPA 4,SD 3,CD13,SSD 26,AD 50,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,38,0.0,38.0,0.0,,1.0,,,,,,,,22.0,38,0.58
251183,213-001800,2016,TH,"Immanuel Housing Inc (Formerly Beacon Housing, Inc.)",Casa de Alegria,,,CA,,,,SPA 4,SD 3,CD13,SSD 25,AD 43,C,Single,,SMF+HC,DV,0,0,Non-HMIS,No,No,50.0,15.0,1,0.0,0.0,0.0,,0.0,0.0,,,51,0.0,0.0,0.0,,,,,,,,,,50.0,51,0.98
250850,213-001801,2016,TH,"Immanuel Housing Inc (Formerly Beacon Housing, Inc.)",Immanuel House of Hope,1800 E. 85th St.,Los Angeles,CA,90001.0,62118.0,535300.0,SPA 6,SD 2,NA ,SSD 33,AD 59,C,Single,,HC,,0,0,HMIS,Yes,Yes,32.0,6.0,0,0.0,0.0,0.0,,0.0,0.0,,,32,32.0,0.0,0.0,1.0,,,,,,,,,20.0,32,0.62
250915,268-006050,2016,ES,Inland Valley Council of Churches,Our House Shelter,1753 N. Park Ave.,Pomona,CA,91768.0,62850.0,402200.0,SPA 3,SD 1,NA ,SSD 9,AD 18,C,,Facility-based beds,HC,,0,0,Non-HMIS,Yes,Yes,14.0,7.0,2,0.0,0.0,0.0,,0.0,0.0,,,16,14.0,2.0,0.0,1.0,1.0,,0.0,0.0,,,0.0,0.0,12.0,16,0.75
251343,392-016303,2016,PSH,Integrated Recovery Network,Housing and Supportive Services 1,"1200 Wilshire Blvd., Suite 402",Los Angeles,CA,90017.0,62118.0,209102.0,SPA 4,SD 1,CD1,SSD 24,AD 53,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,39,0.0,39.0,0.0,,1.0,,,,,,,,39.0,39,1.0
251252,392-016300,2016,TH,Integrated Recovery Network,Transitional Housing Program,1200 WIlshire Blvd,Los Angeles,CA,90017.0,62118.0,209102.0,SPA 4,SD 1,CD1,SSD 24,AD 53,C,Multiple,,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,29,0.0,0.0,0.0,,0.0,0.0,,,29,0.0,0.0,0.0,,,,,,,,,,29.0,29,1.0
253647,505-019550,2016,RRH,Interval House,First 5 LA Rental Assistance RRH Round 2,,,CA,,,,SPA 8,SD 4,NA ,SSD 34,AD 70,C,,,HC,DV,0,0,Non-HMIS,No,No,67.0,20.0,2,0.0,0.0,0.0,,0.0,0.0,,,69,0.0,0.0,0.0,,,,,,,,,,69.0,69,1.0
251190,062-006151,2016,TH,"Jenesse Center, Inc.","Center for Women and Children, Sites A and B",,,CA,,,,SPA 6,SD 2,CD10,SSD 30,AD 54,C,Multiple,,SFHC,DV,0,0,Non-HMIS,Yes,Yes,70.0,23.0,4,0.0,0.0,0.0,,0.0,0.0,,,74,0.0,0.0,0.0,,,,,,,,,,40.0,74,0.54
251300,062-006153,2016,ES,"Jenesse Center, Inc.",Fannie Lou Hamer Emergency Shelter,,,CA,,,,SPA 6,SD 2,CD10,SSD 30,AD 54,C,,Facility-based beds,SFHC,DV,0,0,Non-HMIS,No,No,24.0,5.0,2,0.0,0.0,0.0,,0.0,0.0,,,26,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,13.0,26,0.5
250882,109-006206,2016,TH,Jewish Family Services of Los Angeles,Family Violence Project/Hope Cottage,,,CA,,,,SPA 2,SD 3,CD4,SSD 18,AD 46,C,Single,,SFHC,DV,0,0,Non-HMIS,Yes,Yes,50.0,13.0,2,0.0,0.0,0.0,,0.0,0.0,,,52,0.0,0.0,0.0,,,,,,,,,,31.0,52,0.6
250987,078-006300,2016,TH,"Jovenes, Inc.",Casa Olivares Transitional Housing Program,1208 Pleasant Ave.,Los Angeles,CA,90033.0,62118.0,206032.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,Single,,SM,,1,0,HMIS,Yes,Yes,0.0,0.0,8,0.0,0.0,0.0,,0.0,8.0,,,8,0.0,8.0,0.0,,1.0,,,,,,,,8.0,8,1.0
251235,078-006308,2016,TH,"Jovenes, Inc.",Jovenes Independent Living Program,330 S. Gless,Los Angeles,CA,90033.0,62118.0,206032.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,Multiple,,SM,,1,0,HMIS,Yes,Yes,0.0,0.0,2,0.0,0.0,0.0,,0.0,2.0,,,2,0.0,2.0,0.0,,1.0,,,,,,,,2.0,2,1.0
250988,078-006301,2016,ES,"Jovenes, Inc.",La Posada Emergency Shelter,1320 Pleasant Ave.,Los Angeles,CA,90033.0,62118.0,206032.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,,Facility-based beds,SM,,1,0,HMIS,Yes,Yes,0.0,0.0,12,0.0,0.0,0.0,,0.0,12.0,,,12,0.0,12.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,12.0,12,1.0
250989,078-006302,2016,PSH,"Jovenes, Inc.",Progress Place Apartments,411-413 1/2  Progress Place,Los Angeles,CA,90033.0,62118.0,206032.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,,,SMF,,1,0,Non-HMIS,No,No,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14,0.0,0.0,0.0,,,,,,,,,,12.0,14,0.86
263749,078-006309,2016,TH,"Jovenes, Inc.",Transition To My Place,1208 Pleasant Ave.,Los Angeles,CA,90033.0,62118.0,206032.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,Single,,SMF,,1,0,Non-HMIS,Yes,Yes,0.0,0.0,13,0.0,0.0,0.0,,0.0,13.0,,,13,0.0,13.0,0.0,,1.0,,,,,,,,13.0,13,1.0
263749,078-006310,2016,PSH,"Jovenes, Inc.",Transition to My Place 2,1208 Pleasant Ave.,Los Angeles,CA,90033.0,62118.0,206032.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,,,SMF,,1,0,Non-HMIS,No,No,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13,0.0,13.0,0.0,,1.0,,,,,,,,13.0,13,1.0
251145,024-006353,2016,ES,"JWCH Institute, Inc.",HOPWA - Emergency Shelter,566 S. San Pedro St.,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,Facility-based beds,SMF,HIV,0,0,Non-HMIS,No,No,0.0,0.0,30,0.0,0.0,0.0,,0.0,0.0,,,30,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,28.0,30,0.93
251022,024-006360,2016,TH,"JWCH Institute, Inc.",HOPWA - Transitional Housing,566 S. San Pedro St.,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,Single,,SMF,HIV,0,0,Non-HMIS,No,No,0.0,0.0,10,0.0,0.0,0.0,,0.0,0.0,,,10,0.0,0.0,0.0,,,,,,,,,,10.0,10,1.0
