Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Address,Address 2,City,State,ZIP,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,USCD,Community,Inventory Type,Bed Type,Rental Assistance Type,Target Pop. A,Target Pop. B,LAHSA Funded,In HMIS,Veteran Program,Youth Program,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/ Children,Youth Beds HH w/o Children,CH Beds HH w/ Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Other Federal Funding?,Other Federal Funding: HUD-VASH,Other Federal Funding: SSVF,Other Federal Funding: GPD,Other Federal Funding: HCHV,Other Federal Funding: CWT/TR,Other Federal Funding: BCP,Other Federal Funding: TLP,Other Federal Funding: MGH,Other Federal Funding: HOPWA,Other Federal Funding: PIH,Housing Type,McKinney- Vento,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Bed Utilization Rate,Unit Utilization Rate
296695,066-008128,2017,ES,OPCC,Crisis and Bridge Housing Individual (OPCC),1447 16th St,,Santa Monica,CA,90404,63384.0,701702.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,N,Facility-based beds,Not Applicable,SMF,,Yes,Yes,No,No,,,15.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Single,Yes,15,,15.0,,,1.0,,,,,,,,15.0,15,1.0,1.0
283272,044-008588,2017,ES,People Assisting the Homeless (PATH),Coordinated Assessment Motel Vouchers (PATH),3317 West Washington Blvd.,,Los Angeles,CA,90018,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,Voucher beds,Not Applicable,HC,,Yes,Yes,No,No,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Multiple,Yes,37,37.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,37.0,37,1.0,1.0
283351,044-008590,2017,ES,People Assisting the Homeless (PATH),PATH Hollywood Crisis Housing Program (Reserved),340 N. Madison Ave.,,Los Angeles,CA,90004,62118.0,190901.0,SPA 4,SD 3,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,Facility-based beds,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,30,0.0,30.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,19.0,30,0.63,0.6333333333333333
283352,044-008589,2017,ES,People Assisting the Homeless (PATH),PATH Los Angeles Crisis Housing Program,340 N. Madison Ave.,,Los Angeles,CA,90004,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,Facility-based beds,Not Applicable,SMF,,Yes,Yes,Yes,No,0.0,0.0,58.0,0.0,0.0,15.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,58,0.0,58.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,48.0,58,0.83,0.8275862068965517
282865,071-009050,2017,ES,Proyecto Pastoral,Guadalupe Homeless Project,171 South Gless St.,Los Angeles,Los Angeles,CA,90033,62118.0,206032.0,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,Facility-based beds,Not Applicable,SM,,Yes,Yes,No,No,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Scattered,Yes,45,0.0,45.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,40.0,45,0.89,0.8888888888888888
283353,071-009052,2017,ES,Proyecto Pastoral,Women's Shelter Program,135 N. Mission Road,,Los Angeles,CA,90033,62118.0,206032.0,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,Facility-based beds,Not Applicable,SF,,Yes,Yes,No,No,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,15,0.0,15.0,0.0,,1.0,,0.0,0.0,,,1.0,1.0,16.0,16,1.0,1.0
296699,038-010168,2017,ES,"Special Service for Groups, Inc.",Crisis and Bridge Housing ND,8124 S. Western Ave,,Los Angeles,CA,90047,62118.0,238100.0,SPA 6,SD 2,CD8,SSD 30,AD 59,USCD 37,South Vermont,N,Facility-based beds,Not Applicable,SMF,,Yes,Yes,No,No,,,30.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Single,Yes,30,,30.0,,,1.0,,,,,,,,30.0,30,1.0,1.0
296700,038-010169,2017,ES,"Special Service for Groups, Inc.",Crisis and Bridge Housing TCL,5721 S. Western Ave,,Los Angeles,CA,90062,62118.0,232500.0,SPA 6,SD 2,CD8,SSD 30,AD 54,USCD 37,Vermont Square,N,Facility-based beds,Not Applicable,SMF,,Yes,Yes,No,No,,,16.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Single,Yes,16,,16.0,,,1.0,,,,,,,,16.0,16,1.0,1.0
283115,038-010162,2017,ES,"Special Service for Groups, Inc.",FSC Emergency Shelter (SSG),905 E. 8th St.,,Los Angeles,CA,90021,62118.0,226002.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,Facility-based beds,Not Applicable,HC,,Yes,Yes,No,No,97.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,97,97.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,97.0,97,1.0,3.9
296701,038-010178,2017,ES,"Special Service for Groups, Inc.",Winter Shelter Program - (SSG),2514 W. Vernon Ave,,Los Angeles,CA,90008,62118.0,234502.0,SPA 6,SD 2,CD8,SSD 30,AD 54,USCD 37,Baldwin Hills / Crenshaw,C,Facility-based beds,Not Applicable,SMF,,Yes,No,No,No,,,0.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Single,Yes,0,,0.0,,,,,35.0,35.0,2016-12-08,2017-03-31,,,21.0,35,0.6,0.6
283346,039-009760,2017,ES,SRO Housing Corporation,DHS Crisis Housing,517 S. San Julian Street,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,,No,No,Yes,No,0.0,0.0,168.0,0.0,0.0,1.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,168,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,55.0,168,0.33,0.3273809523809524
283147,039-009714,2017,ES,SRO Housing Corporation,Year Round Shelter Program (SRO),427 E. 5th St.,,Los Angeles,CA,90013,62118.0,206200.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,30,0.0,30.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,11.0,30,0.37,0.36666666666666664
296702,085-010227,2017,ES,St. Joseph Center,Coordinated Assessment Motel Vouchers (St. Joseph Center),204 Hampton Dr.,,Venice,CA,90291,62118.0,273300.0,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,N,Voucher beds,Not Applicable,HC,,Yes,Yes,No,No,21.0,7.0,,,0.0,,0.0,,,,,No,,,,,,,,,,,Multiple,Yes,21,21.0,,,1.0,,,,,,,,,21.0,21,1.0,1.0
296703,085-010240,2017,ES,St. Joseph Center,Westminster TLC Venice Community Housing,650 Westminster Ave.,,Venice,CA,90291,62118.0,273200.0,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,C,Facility-based beds,Not Applicable,HC,,Yes,Yes,No,No,32.0,8.0,,,0.0,,0.0,,,,,No,,,,,,,,,,,Single,Yes,32,32.0,,,1.0,,,,,,,,,18.0,32,0.56,0.875
283357,101-010656,2017,ES,Testimonial Community Love Center,TCLC Crisis Housing Program,5749 S. Western Ave.,,Los Angeles,CA,90062,62118.0,232500.0,SPA 6,SD 2,CD8,SSD 30,AD 54,USCD 37,Vermont Square,C,Facility-based beds,Not Applicable,SMF,,Yes,Yes,Yes,No,0.0,0.0,30.0,0.0,0.0,5.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,30,0.0,30.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,28.0,30,0.93,0.9333333333333333
283015,101-010655,2017,ES,Testimonial Community Love Center,Winter Shelter Program - (TCLC),5721 S. Western Ave.,,Los Angeles,CA,90062,62118.0,237300.0,SPA 6,SD 2,CD8,SSD 30,AD 59,USCD 37,Vermont Square,C,Facility-based beds,Not Applicable,SMF,,Yes,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,0,0.0,0.0,0.0,,,,80.0,80.0,2016-12-01,2017-03-31,0.0,0.0,72.0,80,0.9,0.9
283122,040-009402,2017,ES,The Salvation Army,Bell Shelter I - 54 Bed Emergency Shelter,5600 Rickenbacker Rd.,,Bell,CA,90201,69037.0,532304.0,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF,,No,Yes,No,No,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,54,0.0,54.0,0.0,,1.0,,,,,,,,38.0,54,0.7,0.7037037037037037
283358,040-009450,2017,ES,The Salvation Army,Bell Shelter Reserved Crisis Housing,5600 Rickenbacker Rd.,,Bell,CA,90201,69037.0,532304.0,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF+HC,,No,No,No,No,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,13,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,13.0,13,1.0,1.0
296705,040-009456,2017,ES,The Salvation Army,Crisis and Bridge Housing Youth Way In,5939 Hollywood Blvd,,Los Angeles,CA,90028,62118.0,191000.0,SPA 4,SD 3,CD13,SSD 26,AD 50,USCD 28,Hollywood,N,Facility-based beds,Not Applicable,SM,,Yes,Yes,No,Yes,,,12.0,,,0.0,,12.0,,,,No,,,,,,,,,,,Single,Yes,12,,12.0,,,1.0,,,,,,,,10.0,12,0.83,0.8333333333333334
283161,373-015057,2017,ES,The Whole Child,Coordinated Assessment Motel Vouchers (TWC),10155 Colima Rd,,Whittier,CA,90603,64074.0,503301.0,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,Whittier,C,Voucher beds,Not Applicable,HC,,Yes,Yes,No,No,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Multiple,Yes,22,22.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,22.0,22,1.0,1.3333333333333333
283279,373-015053,2017,ES,The Whole Child,FSC Emergency Shelter (TWC),207 N. Breed St.,,Los Angeles,CA,90033,62118.0,204420.0,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,Facility-based beds,Not Applicable,HC,,Yes,Yes,No,No,53.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,53,53.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,53.0,53,1.0,1.0
296706,027-010968,2017,ES,"United States Veterans Initiative, Inc.",CES Crisis and Bridge Housing Individual,733 South Hindry Ave,,Inglewood,CA,90301,61740.0,601401.0,SPA 8,SD 2,NA ,SSD 35,AD 62,USCD 43,Inglewood,N,Facility-based beds,Not Applicable,SM,,Yes,Yes,Yes,No,,,23.0,,,15.0,,0.0,,,,No,,,,,,,,,,,Single,Yes,23,,23.0,,,1.0,,,,,,,,23.0,23,1.0,1.0
283308,180-011010,2017,ES,Upward Bound house,FSC Emergency Shelter (Upward Bound),12841 W. Washington Blvd,,Los Angeles,CA,90066,63384.0,702803.0,SPA 5,SD 2,NA ,SSD 30,AD 54,USCD 37,Culver City,C,Facility-based beds,Not Applicable,HC,,Yes,Yes,No,No,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,36,36.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,25.0,36,0.69,0.75
296707,117-001469,2017,ES,Valley Oasis,Crisis and Bridge Housing Individual (Valley Oasis),43434 Sahuayo St.,,Lancaster,CA,93534,,,SPA 1,SD 5,NA ,SSD 21,AD 36,USCD 25,,N,Facility-based beds,Not Applicable,SMF,DV,Yes,No,No,No,,,56.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Scattered,Yes,56,,0.0,,,,,,,,,,,12.0,56,0.21,0.17857142857142858
283011,117-001454,2017,ES,Valley Oasis,Valley Oasis Shelter,Confidential,,Lancaster,CA,93536,,,SPA 1,SD 5,NA ,SSD 21,AD 36,USCD 23,,C,Facility-based beds,Not Applicable,SMF+HC,DV,Yes,No,No,No,18.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,21,,,,,,,0.0,0.0,,,0.0,0.0,21.0,21,1.0,1.4285714285714286
296708,083-011310,2017,ES,Volunteers of America of Los Angeles,Crisis and Bridge Housing Individual SPA 3,2040 N. Garey Ave,,Pomona,CA,91767,62850.0,402102.0,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,N,Facility-based beds,Not Applicable,SMF,,Yes,Yes,No,No,,,12.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Single,Yes,12,,12.0,,,1.0,,,,,,,,13.0,12,1.08,1.0833333333333333
283359,083-011304,2017,ES,Volunteers of America of Los Angeles,Exodus Reserve Beds,3804 S. Broadway Place,,Los Angeles,CA,90037,62118.0,231100.0,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 37,South Central,C,Facility-based beds,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,20,0.0,20.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,2.0,20,0.1,0.1
282910,083-011285,2017,ES,Volunteers of America of Los Angeles,Family Emergency Housing Program,8224 S. Broadway,,Los Angeles,CA,90003,62118.0,239701.0,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 43,South Park,C,Facility-based beds,Not Applicable,HC,,Yes,Yes,No,No,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,24,24.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,19.0,24,0.79,0.75
296709,083-011302,2017,ES,Volunteers of America of Los Angeles,P2H and C4L 24 Hour Crisis Housing,3804 Broadway Pl.,,Los Angeles,CA,90037,62118.0,231100.0,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 37,South Central,N,Facility-based beds,Not Applicable,SMF,,Yes,Yes,No,No,,,411.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Scattered,Yes,411,,411.0,,,1.0,,,,,,,,275.0,411,0.67,0.6690997566909975
296710,083-011287,2017,ES,Volunteers of America of Los Angeles,San Julian Access Center,626 S. San Julian St.,,Los Angeles,CA,90014,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,N,Facility-based beds,Not Applicable,SMF,,Yes,Yes,No,No,,,32.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Single,Yes,32,,32.0,,,1.0,,,,,,,,3.0,32,0.09,0.09375
283000,083-011280,2017,ES,Volunteers of America of Los Angeles,Winter Shelter Program - Pomona,600 S. Park Avenue,,Pomona,CA,91767,62850.0,408800.0,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,C,Facility-based beds,Not Applicable,SMF,,Yes,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,0,0.0,0.0,0.0,,,,146.0,146.0,2016-12-01,2017-03-31,,,146.0,146,1.0,1.0
282903,083-011268,2017,ES,Volunteers of America of Los Angeles,Year Round Shelter Program (VOA),628 San Julian St,,Los Angeles,CA,90014,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,40,0.0,40.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,32.0,40,0.8,0.8
296712,043-011433,2017,ES,Weingart Center Association,Crisis and Bridge Housing Individual (Weingart),566 S. San Pedro St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SF,,Yes,Yes,No,No,,,14.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Single,Yes,14,,14.0,,,1.0,,,,,,,,14.0,14,1.0,1.0
283360,043-011431,2017,ES,Weingart Center Association,Winter Shelter Program - (Weingart),566 S. San Pedro St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,,Yes,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,0,0.0,0.0,0.0,,,,22.0,22.0,2016-12-01,2017-03-31,0.0,0.0,22.0,22,1.0,1.0
308613,442-018800,2017,OPH,East LA Community Corporation,Beswick Senior Veteran Apartments,3553 Beswick Street,,Los Angeles,CA,90023,62118.0,204920.0,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Project Based,SMF,,No,Yes,Yes,No,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,,,,No,,,,,,,,,,,Single,Yes,32,0.0,32.0,0.0,,1.0,,,,,,,,32.0,32,1.0,1.0
307318,078-006307,2017,OPH,"Jovenes, Inc.",My Home - Mi Casa,3941 Rockwood St.,,Los Angeles,CA,90063,62118.0,530902.0,SPA 7,SD 1,NA ,SSD 24,AD 51,USCD 34,East Los Angeles,C,,Not Applicable,SMF,,Yes,No,No,Yes,,,22.0,,,0.0,,22.0,,,,No,,,,,,,,,,,Multiple,Yes,22,,0.0,,,,,,,,,,,21.0,22,0.95,0.9545454545454546
313799,078-006309,2017,OPH,"Jovenes, Inc.",Transition to My Place,1208 Pleasant Ave,,Los Angeles,CA,90033,62118.0,206032.0,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Tenant Based,SMF,,Yes,Yes,No,Yes,,,13.0,,0.0,0.0,0.0,13.0,,,,No,,,,,,,,,,,Single,Yes,13,,13.0,,,1.0,,,,,,,,9.0,13,0.69,0.6923076923076923
283181,011-001101,2017,PSH,A Community of Friends,Amistad,2037 N. Lincoln Park Ave.,,Los Angeles,CA,90031,62118.0,199120.0,SPA 4,SD 1,CD1,SSD 24,AD 51,USCD 34,Lincoln Heights,C,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,85.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,87,85.0,2.0,0.0,1.0,1.0,,,,,,,,33.0,87,0.38,0.5652173913043478
283291,011-001138,2017,PSH,A Community of Friends,Avalon Apartments,13218 Avalon Blvd,,Los Angeles,CA,90061,69037.0,540800.0,SPA 6,SD 2,NA ,SSD 35,AD 64,USCD 44,Willowbrook,C,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,122.0,27.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,No,,,,,,,,,,,Single,Yes,166,122.0,44.0,0.0,1.0,1.0,,,,,,,,112.0,166,0.67,0.5211267605633803
283094,011-001102,2017,PSH,A Community of Friends,Brandon Apartments,733 - 735 Hartford Ave.,,Los Angeles,CA,90017,62118.0,209300.0,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,77.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,,No,,,,,,,,,,,Single,Yes,81,77.0,4.0,0.0,1.0,1.0,,,,,,,,60.0,81,0.74,0.8709677419354839
283016,011-001103,2017,PSH,A Community of Friends,California Hotel Apartments,1140 S. Pacific Avenue,,San Pedro,CA,90731,62118.0,297110.0,SPA 8,SD 4,CD15,SSD 35,AD 70,USCD 44,San Pedro,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,,18.0,0.0,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,39,0.0,39.0,0.0,,1.0,,,,,,,,35.0,39,0.9,0.8974358974358975
283017,011-001104,2017,PSH,A Community of Friends,Central Court Apartments,1316 East 21st Street,,Los Angeles,CA,90111,62118.0,227010.0,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 40,South Central,C,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,14.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,18,14.0,4.0,0.0,1.0,1.0,,,,,,,,14.0,18,0.78,0.8571428571428571
283018,011-001105,2017,PSH,A Community of Friends,Cornerstone Apartments,14129 Calvert St.,,Los Angeles,CA,91401,62118.0,128210.0,SPA 2,SD 3,CD6,SSD 18,AD 46,USCD 29,Van Nuys,C,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,40.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,No,,,,,,,,,,,Single,Yes,60,40.0,20.0,0.0,1.0,1.0,,,,,,,,21.0,60,0.35,0.34285714285714286
283182,011-001106,2017,PSH,A Community of Friends,Fedora Apartments,836 Fedora St.,,Los Angeles,CA,90005,62118.0,212305.0,SPA 4,SD 2,CD10,SSD 24,AD 53,USCD 34,Wilshire Center-Koreatown,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,,5.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,22,0.0,22.0,0.0,,1.0,,,,,,,,20.0,22,0.91,0.9090909090909091
303718,011-001108,2017,PSH,A Community of Friends,Fox Normandie Apartments,849 S. Normandie Ave.,,Los Angeles,CA,90005,62118.0,212420.0,SPA 4,SD 2,CD10,SSD 24,AD 53,USCD 34,Wilshire Center-Koreatown,C,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,23.0,10.0,37.0,,0.0,0.0,0.0,0.0,0.0,25.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,60,23.0,37.0,,1.0,1.0,,,,,,,,54.0,60,0.9,0.9361702127659575
283095,011-001110,2017,PSH,A Community of Friends,Gower Street Apartments,1140 N. Gower St.,,Los Angeles,CA,90038,62118.0,190902.0,SPA 4,SD 3,CD13,SSD 24,AD 50,USCD 28,Hollywood,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,,20.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,54,0.0,54.0,0.0,,1.0,,,,,,,,49.0,54,0.91,0.9074074074074074
283096,011-001111,2017,PSH,A Community of Friends,La Primavera Apartments,1330 S. Olive St.,,Los Angeles,CA,90015,62118.0,224010.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,,7.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,35,0.0,35.0,0.0,,1.0,,,,,,,,34.0,35,0.97,0.8571428571428571
283097,011-001112,2017,PSH,A Community of Friends,Las Flores Apartments,1063 S. Eastman Ave.,,Los Angeles,CA,90023,62118.0,531301.0,SPA 7,SD 1,NA ,SSD 24,AD 51,USCD 40,East Los Angeles,C,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,56.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,,No,,,,,,,,,,,Single,Yes,57,56.0,1.0,0.0,1.0,1.0,,,,,,,,40.0,57,0.7,0.631578947368421
283098,011-001113,2017,PSH,A Community of Friends,Las Palomas Hotel,2201 E. First St.,,Los Angeles,CA,90033,62118.0,204420.0,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,,28.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,61,0.0,61.0,0.0,,1.0,,,,,,,,56.0,61,0.92,0.9180327868852459
283060,011-001114,2017,PSH,A Community of Friends,Maryland Apartments,1340 W. Maryland St.,,Los Angeles,CA,90017,62118.0,209200.0,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Downtown Los Angeles,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,,8.0,,No,,,,,,,,,,,Single,Yes,33,0.0,33.0,0.0,,1.0,,,,,,,,29.0,33,0.88,0.8787878787878788
283300,011-001115,2017,PSH,A Community of Friends,Osborne Place Apartments,12232 West Osborne Place,,Los Angeles,CA,91331,62118.0,104703.0,SPA 2,SD 3,CD7,SSD 18,AD 39,USCD 29,Pacoima,C,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,145.0,33.0,29.0,0.0,0.0,0.0,0.0,0.0,18.0,29.0,,No,,,,,,,,,,,Single,Yes,174,145.0,29.0,0.0,1.0,1.0,,,,,,,,142.0,174,0.82,0.9032258064516129
283061,011-001116,2017,PSH,A Community of Friends,Parker Hotel Apartments,725 S. Witmer St.,,Los Angeles,CA,90017,62118.0,209300.0,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,,31.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,31,0.0,31.0,0.0,,1.0,,,,,,,,31.0,31,1.0,1.0
283326,011-001146,2017,PSH,A Community of Friends,PATH Villas at Del Rey (Courtleigh Villas),11738 Courtleigh Drive,,Los Angeles,CA,90066,62118.0,275200.0,SPA 5,SD 2,CD11,SSD 26,AD 62,USCD 37,Del Rey,C,,Sponsor Based,SM,,Yes,Yes,No,No,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,Single,Yes,22,0.0,22.0,0.0,,1.0,,,,,,,,22.0,22,1.0,1.0
283059,011-001109,2017,PSH,A Community of Friends,Project Independence/Gateways,450 N. Hoover St.,,Los Angeles,CA,90004,62118.0,195903.0,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 28,Silver Lake,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,,15.0,0.0,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,29,0.0,29.0,0.0,,1.0,,,,,,,,26.0,29,0.9,0.896551724137931
