PlayerID,Team,Number,FirstName,LastName,Position,Status,Height_in,Weight_lbs,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,PlayerSeason,LatestNews
20731,LV,24,Johnathan,Abram,FS,Active,72,205.00,1996-10-25T00:00:00,Mississippi State,6,DB,TRUE,DEF,Johnathan Abram,24,2nd Season,25-Oct-96,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20731.png,6,DEN,0,J.Abram,2567.3,Scrambled,Scrambled,3,204,LV,LV,2019,3,46,FALSE,6,0,37,,Scrambled,,306744,26b6ac3e-facf-48eb-ae5b-afd30b2544b2,14077,13546,,92570,,,,31859,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162611,http://cdn.usatsimg.com/api/download/?imageID=13280492,http://cdn.usatsimg.com/api/download/?imageID=13280485,2019-08-30T10:19:15,2019-08-30T10:19:07,,[]
17899,LV,25,Erik,Harris,SS,Active,74,220.00,1990-04-02T00:00:00,California (PA),14,DB,TRUE,DEF,Erik Harris,30,5th Season,2-Apr-90,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17899.png,6,DEN,0,E.Harris,1602.9,Scrambled,Scrambled,3,206,LV,NO,2016,,,TRUE,6,2,37,,Scrambled,,303925,3cd103cf-cc2e-458e-94bc-a7a7ce1632c0,,10858,737186,72465,,,,29224,Scrambled,Scrambled,,Scrambled,,Erik Harris,Erik Harris,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162662,http://cdn.usatsimg.com/api/download/?imageID=14826633,http://cdn.usatsimg.com/api/download/?imageID=14826629,2020-08-25T13:27:37,2020-08-25T13:27:32,,[]
16457,LV,26,Nevin,Lawson,CB,Active,69,190.00,1991-04-23T00:00:00,Utah State,12,DB,TRUE,DEF,Nevin Lawson,29,7th Season,23-Apr-91,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16457.png,6,DEN,0,N.Lawson,1403.6,Scrambled,Scrambled,6,208,LV,DET,2014,11,225,FALSE,5,9,37,,Scrambled,,300481,7ec05721-dba9-4e27-8cf0-92d626754624,9663,9612,,48523,11838,,,27661,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162696,http://cdn.usatsimg.com/api/download/?imageID=15294628,http://cdn.usatsimg.com/api/download/?imageID=15294629,2020-12-09T20:18:54,2020-12-09T20:19:07,,[]
20887,LV,27,Trayvon,Mullen,CB,Active,74,200.00,1997-09-20T00:00:00,Clemson,6,DB,TRUE,DEF,Trayvon Mullen,23,2nd Season,20-Sep-97,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20887.png,6,DEN,0,T.Mullen,2675.4,Scrambled,Scrambled,3,203,LV,LV,2019,6,68,FALSE,6,2,37,,Scrambled,,306777,c5e92aff-ce1e-4ce0-b838-6149f8ce875f,,13572,,119120,,,,31872,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162719,http://cdn.usatsimg.com/api/download/?imageID=14841285,http://cdn.usatsimg.com/api/download/?imageID=14841091,2020-08-28T11:46:47,2020-08-28T11:27:41,,[]
20824,LV,28,Josh,Jacobs,RB,Active,61,220.00,1998-02-11T00:00:00,Alabama,6,RB,TRUE,OFF,Josh Jacobs,23,2nd Season,11-Feb-98,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20824.png,6,DEN,0,J.Jacobs,14.4,Scrambled,Scrambled,3,6,LV,LV,2019,3,41,FALSE,5,10,37,35,Scrambled,,306743,61694ab9-b099-408e-b48d-6a643dd069ec,14026,13582,944416,119108,,72731,944416,31856,Scrambled,Scrambled,,Scrambled,Josh Jacobs,Josh Jacobs,Josh Jacobs,3,Scrambled,Scrambled,FALSE,,,,25,25,944416,Josh Jacobs,8162676,http://cdn.usatsimg.com/api/download/?imageID=14826660,http://cdn.usatsimg.com/api/download/?imageID=14826636,2020-08-25T13:28:16,2020-08-25T13:27:42,,[]
16625,LV,29,Lamarcus,Joyner,FS,Active,68,185.00,1990-11-27T00:00:00,Florida State,12,DB,TRUE,DEF,Lamarcus Joyner,30,7th Season,27-Nov-90,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16625.png,6,DEN,0,L.Joyner,1428.9,Scrambled,Scrambled,3,209,LV,LAR,2014,6,69,FALSE,5,8,37,,Scrambled,,300506,99d9eebd-808f-4573-b39b-b9fef4ce5e98,9635,9327,,46624,11152,,,27569,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162687,http://cdn.usatsimg.com/api/download/?imageID=14826647,http://cdn.usatsimg.com/api/download/?imageID=14826661,2020-08-25T13:28:00,2020-08-25T13:28:17,,[]
18690,LV,30,Jalen,Richard,RB,Active,68,205.00,1993-10-15T00:00:00,Southern Mississippi,14,RB,TRUE,OFF,Jalen Richard,27,5th Season,15-Oct-93,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18690.png,6,DEN,0,J.Richard,317.5,Scrambled,Scrambled,9,6,LV,LV,2016,,,TRUE,5,8,37,35,Scrambled,,304561,c78c299b-7c73-40fc-9155-2ede7f9849c7,12049,11522,693429,61057,,33578,693429,30000,Scrambled,Scrambled,,Scrambled,Jalen Richard,Jalen Richard,Jalen Richard,6,Scrambled,Scrambled,FALSE,,,,25,25,693429,Jalen Richard,8162747,http://cdn.usatsimg.com/api/download/?imageID=14824841,http://cdn.usatsimg.com/api/download/?imageID=14824824,2020-08-25T10:36:53,2020-08-25T10:36:20,,[]
20833,LV,31,Isaiah,Johnson,CB,Active,74,210.00,1995-12-20T00:00:00,Houston,6,DB,TRUE,DEF,Isaiah Johnson,25,2nd Season,20-Dec-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20833.png,6,DEN,0,I.Johnson,2638.2,Scrambled,Scrambled,9,203,LV,LV,2019,11,218,FALSE,6,2,37,,Scrambled,,306869,079575a5-029c-4960-bd45-66cd63f659fb,,13793,,84607,,,,31961,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162680,http://cdn.usatsimg.com/api/download/?imageID=14877239,http://cdn.usatsimg.com/api/download/?imageID=14877240,2020-09-04T13:23:37,2020-09-04T13:23:43,,[]
20642,LV,32,Dallin,Leavitt,SS,Active,61,195.00,1994-08-08T00:00:00,Utah State,6,DB,TRUE,DEF,Dallin Leavitt,26,2nd Season,8-Aug-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20642.png,6,DEN,0,D.Leavitt,2541.9,Scrambled,Scrambled,6,206,LV,LV,2018,,,TRUE,5,10,37,,Scrambled,,306626,c281fdc7-76a9-4734-a13d-19ad354c67db,,13318,,74847,,,,31723,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162698,http://cdn.usatsimg.com/api/download/?imageID=14826659,http://cdn.usatsimg.com/api/download/?imageID=14826622,2020-08-25T13:28:15,2020-08-25T13:27:11,,[]
19869,LV,33,Rashaan,Gaulden,DB,Practice Squad,73,200.00,1995-01-23T00:00:00,Tennessee,9,DB,TRUE,DEF,Rashaan Gaulden,26,3rd Season,23-Jan-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19869.png,6,DEN,0,R.Gaulden,,Scrambled,Scrambled,,,LV,CAR,2018,9,144,FALSE,6,1,37,,Scrambled,,305901,a494c7f4-3d8a-4a2c-ae0c-95dd6855f719,,12550,,84773,,,,31055,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162652,http://cdn.usatsimg.com/api/download/?imageID=13118214,http://cdn.usatsimg.com/api/download/?imageID=13231880,2019-07-29T15:26:27,2019-08-19T13:08:55,,[]
19284,LV,34,D.J.,Killings,CB,Active,61,195.00,1995-08-09T00:00:00,Central Florida,3,DB,TRUE,DEF,D.J. Killings,25,1st Season,9-Aug-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19284.png,6,DEN,0,D.Killings,2114.6,Scrambled,Scrambled,,,LV,NE,2017,,,TRUE,5,10,37,,Scrambled,,305121,3390c94a-f1f2-4be0-9787-5cc9fd8c64f7,,12421,,75265,,,,30664,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162690,,,,,,[]
22413,LV,34,Kemah,Siverand,CB,Practice Squad,72,205.00,1996-11-12T00:00:00,Oklahoma State,0,DB,TRUE,DEF,Kemah Siverand,24,Rookie,12-Nov-96,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,6,DEN,0,K.Siverand,,Scrambled,Scrambled,,,LV,SEA,2020,,,TRUE,6,0,37,,Scrambled,,308370,5a90f110-9291-4688-84d5-2730898ba0bb,,14941,,90488,,63494,,,Scrambled,Scrambled,,Scrambled,Kemah Siverand,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162764,,,,,,[]
15126,LV,35,Theo,Riddick,RB,Active,69,201.00,1991-05-04T00:00:00,Notre Dame,14,RB,TRUE,OFF,Theo Riddick,29,8th Season,4-May-91,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15126.png,6,DEN,0,T.Riddick,778.6,Scrambled,Scrambled,,,LV,DET,2013,10,336,FALSE,5,9,37,35,Scrambled,,300084,62d4e94c-443f-44ed-9404-c6d6bdd9aa64,8485,8763,508985,40505,18827,33465,508985,26822,Scrambled,Scrambled,,Scrambled,Theo Riddick,Theo Riddick,Theo Riddick,14,Scrambled,Scrambled,FALSE,,,,25,25,508985,Theo Riddick,8162749,http://cdn.usatsimg.com/api/download/?imageID=10466851,http://cdn.usatsimg.com/api/download/?imageID=10476146,2017-12-08T19:11:34,2017-12-13T18:23:30,,[]
18007,LV,36,Daryl,Worley,CB,Active,73,215.00,1995-02-22T00:00:00,West Virginia,14,DB,TRUE,DEF,Daryl Worley,26,5th Season,22-Feb-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18007.png,6,DEN,0,D.Worley,1683.9,Scrambled,Scrambled,6,203,LV,CAR,2016,9,130,FALSE,6,1,37,,Scrambled,,304004,cbce4c7c-b22f-48de-b653-cdc19f9a6320,11417,10941,739699,75952,,,,29311,Scrambled,Scrambled,,Scrambled,,Daryl Worley,Daryl Worley,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162788,http://cdn.usatsimg.com/api/download/?imageID=13412077,http://cdn.usatsimg.com/api/download/?imageID=13421712,2019-09-25T12:57:20,2019-09-27T15:55:11,,[]
15576,LV,38,Jeff,Heath,SS,Active,73,212.00,1991-05-14T00:00:00,Saginaw Valley State,14,DB,TRUE,DEF,Jeff Heath,29,8th Season,14-May-91,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15576.png,6,DEN,0,J.Heath,1303.9,Scrambled,Scrambled,6,204,LV,DAL,2013,,,TRUE,6,1,37,,Scrambled,,302910,30a193de-13a3-4e22-a1a5-ce240f498280,,9064,,72382,14519,,,27345,Scrambled,Scrambled,,Scrambled,,Jeff Heath,Jeff Heath,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162663,http://cdn.usatsimg.com/api/download/?imageID=14824787,http://cdn.usatsimg.com/api/download/?imageID=14824850,2020-08-25T10:35:13,2020-08-25T10:37:11,,[]
18559,LV,42,Cory,Littleton,ILB,Active,75,228.00,1993-11-18T00:00:00,Washington,14,LB,TRUE,DEF,Cory Littleton,27,5th Season,18-Nov-93,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18559.png,6,DEN,0,C.Littleton,1857.9,Scrambled,Scrambled,3,201,LV,LAR,2016,,,TRUE,6,3,37,,Scrambled,,304528,385953af-6b16-42b8-9a58-23fd8d50d935,11826,11113,,61583,,,,29718,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162702,http://cdn.usatsimg.com/api/download/?imageID=14826628,http://cdn.usatsimg.com/api/download/?imageID=14826644,2020-08-25T13:27:30,2020-08-25T13:27:56,,[]
18035,LV,44,Nick,Kwiatkoski,ILB,Active,74,242.00,1993-05-26T00:00:00,West Virginia,14,LB,TRUE,DEF,Nick Kwiatkoski,27,5th Season,26-May-93,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18035.png,6,DEN,0,N.Kwiatkoski,1702.5,Scrambled,Scrambled,6,199,LV,CHI,2016,11,191,FALSE,6,2,37,,Scrambled,,304039,6e16ec27-2cd9-49b6-848a-df17d654683d,,11098,,52547,,,,29347,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162694,http://cdn.usatsimg.com/api/download/?imageID=14826670,http://cdn.usatsimg.com/api/download/?imageID=14826635,2020-08-25T13:28:29,2020-08-25T13:27:40,,[]
20819,LV,45,Alec,Ingold,FB,Active,73,240.00,1996-07-09T00:00:00,Wisconsin,6,RB,TRUE,OFF,Alec Ingold,24,2nd Season,9-Jul-96,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20819.png,6,DEN,0,A.Ingold,655.3,Scrambled,Scrambled,3,9,LV,LV,2019,,,TRUE,6,1,37,35,Scrambled,,307358,7ade135c-0760-4548-b7d9-cf1174e2be33,,13806,880322,90200,,63717,880322,32344,Scrambled,Scrambled,,Scrambled,Alec Ingold,Alec Ingold,Alec Ingold,11,Scrambled,Scrambled,FALSE,,,,25,25,880322,Alec Ingold,8162671,http://cdn.usatsimg.com/api/download/?imageID=13787704,http://cdn.usatsimg.com/api/download/?imageID=13812473,2019-12-13T09:33:53,2019-12-18T16:15:00,,[]
20249,LV,47,Trent,Sieg,LS,Active,75,240.00,1995-05-19T00:00:00,Colorado State,9,LS,TRUE,ST,Trent Sieg,25,3rd Season,19-May-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20249.png,6,DEN,0,T.Sieg,,Scrambled,Scrambled,,,LV,BAL,2018,,,TRUE,6,3,37,25,Scrambled,,306242,378df3b9-0a5c-4d68-a173-79bc0df07a66,,13128,,81151,,,741321,31251,Scrambled,Scrambled,,Scrambled,,Trent Sieg,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162762,http://cdn.usatsimg.com/api/download/?imageID=15251894,http://cdn.usatsimg.com/api/download/?imageID=15251901,2020-11-30T21:17:46,2020-11-30T21:19:05,,[]
22306,LV,48,Liam,McCullough,LS,Practice Squad,74,249.00,1997-06-05T00:00:00,Ohio State,0,LS,TRUE,ST,Liam McCullough,23,Rookie,5-Jun-97,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,6,NYG,0,L.McCullough,,Scrambled,Scrambled,,,LV,LV,2020,,,TRUE,6,2,19,15,Scrambled,,308721,313aafe1-9b5a-4565-a713-2f2b230f95be,,14797,,90050,,,,33317,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162709,http://cdn.usatsimg.com/api/download/?imageID=14857618,http://cdn.usatsimg.com/api/download/?imageID=14857619,2020-08-30T16:36:09,2020-08-30T16:36:11,,[]
21719,LV,49,Nick,Bowers,TE,Practice Squad,76,265.00,1996-05-26T00:00:00,Penn State,0,TE,TRUE,OFF,Nick Bowers,24,Rookie,26-May-96,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21719.png,6,DEN,0,N.Bowers,,Scrambled,Scrambled,,,LV,LV,2020,,,TRUE,6,4,37,25,Scrambled,,308724,bd30c0ca-196e-4f7d-b37d-d4d52dd40b62,,14869,,93699,,64408,883307,33315,Scrambled,Scrambled,,Scrambled,Nick Bowers,Nick Bowers,Nick Bowers,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162624,,,,,,[]
19310,LV,50,Nicholas,Morrow,OLB,Active,72,225.00,1995-07-10T00:00:00,Greenville College,11,LB,TRUE,DEF,Nicholas Morrow,25,4th Season,10-Jul-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19310.png,6,DEN,0,N.Morrow,2124.8,Scrambled,Scrambled,6,198,LV,LV,2017,,,TRUE,6,0,37,,Scrambled,,305196,7c1a8ecd-e3e5-4123-b89f-36e58b99126f,,12428,,126105,,,,30633,Scrambled,Scrambled,,Scrambled,,Nicholas Morrow,Nicholas Morrow,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162718,http://cdn.usatsimg.com/api/download/?imageID=14824823,http://cdn.usatsimg.com/api/download/?imageID=14824838,2020-08-25T10:36:17,2020-08-25T10:36:49,,[]
16769,LV,51,Vic,Beasley Jr.,OLB,Active,75,246.00,1992-07-08T00:00:00,Clemson,10,LB,TRUE,DEF,Vic Beasley Jr.,28,6th Season,8-Jul-92,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16769.png,6,DEN,0,V.Beasley Jr.,1449.2,Scrambled,Scrambled,3,198,LV,ATL,2015,3,14,FALSE,6,3,37,,Scrambled,,303505,d1d46ded-4585-4760-81b4-62b80d31a3b0,10365,9261,,46148,,,560234,28396,Scrambled,Scrambled,,Scrambled,,Vic Beasley Jr.,Vic Beasley Jr.,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162621,http://cdn.usatsimg.com/api/download/?imageID=15131568,http://cdn.usatsimg.com/api/download/?imageID=15131569,2020-10-30T13:24:50,2020-10-30T13:24:53,,[]
21128,LV,52,Gerri,Green,DE,Practice Squad,76,252.00,1995-09-14T00:00:00,Mississippi State,3,DL,TRUE,DEF,Gerri Green,25,1st Season,14-Sep-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21128.png,6,NYG,0,G.Green,2829.1,Scrambled,Scrambled,,,LV,IND,2019,10,336,FALSE,6,4,19,,Scrambled,,306909,461b76db-dbf6-44c1-8cfa-a3c3edb100fd,,13818,835500,84243,,,,32031,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162656,http://cdn.usatsimg.com/api/download/?imageID=14856740,http://cdn.usatsimg.com/api/download/?imageID=14856739,2020-08-30T10:42:40,2020-08-30T10:42:38,,[]
22303,LV,53,Javin,White,LB,Practice Squad,74,211.00,1997-02-21T00:00:00,UNLV,0,LB,TRUE,DEF,Javin White,24,Rookie,21-Feb-97,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,6,DEN,0,J.White,3337.5,Scrambled,Scrambled,,,LV,LV,2020,,,TRUE,6,2,37,,Scrambled,,307815,3f95afdc-2140-424b-8250-7d4e273c2efc,,14902,,93010,,,,33318,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162781,,,,,,[]
18936,LV,54,Raekwon,McMillan,LB,Active,74,242.00,1995-11-17T00:00:00,Ohio State,11,LB,TRUE,DEF,Raekwon McMillan,25,4th Season,17-Nov-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18936.png,6,DEN,0,R.McMillan,1930.5,Scrambled,Scrambled,3,199,LV,MIA,2017,6,91,FALSE,6,2,37,,Scrambled,,305068,8aad56a2-0589-4ebc-99f8-b07c5023fd70,12271,11977,,80915,,,,30167,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162713,http://cdn.usatsimg.com/api/download/?imageID=12071755,http://cdn.usatsimg.com/api/download/?imageID=12145274,2019-01-28T20:37:39,2019-02-11T12:51:49,,[]
19051,LV,54,Ukeme,Eligwe,OLB,Active,74,239.00,1994-04-27T00:00:00,Georgia Southern,11,LB,TRUE,DEF,Ukeme Eligwe,26,4th Season,27-Apr-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19051.png,6,DEN,0,U.Eligwe,2026.8,Scrambled,Scrambled,,,LV,KC,2017,14,309,FALSE,6,2,37,,Scrambled,,305030,d8f5b9b5-4cbf-4817-969f-99e638313383,,12207,691517,57752,,,,30296,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162645,http://cdn.usatsimg.com/api/download/?imageID=10354235,http://cdn.usatsimg.com/api/download/?imageID=10835985,2017-10-18T19:17:57,2018-05-14T09:27:25,,[]
21932,LV,55,Tanner,Muse,LB,Active,74,227.00,1996-09-06T00:00:00,Clemson,0,LB,TRUE,DEF,Tanner Muse,24,Rookie,6-Sep-96,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21932.png,6,DEN,0,T.Muse,,Scrambled,Scrambled,9,201,LV,LV,2020,9,169,FALSE,6,2,37,,Scrambled,,307801,b9f364a0-5553-4475-8388-6dfd1d7a2e62,,14690,,90448,,,,32770,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162721,http://cdn.usatsimg.com/api/download/?imageID=14824857,http://cdn.usatsimg.com/api/download/?imageID=14824836,2020-08-25T10:37:20,2020-08-25T10:36:46,,[]
18915,LV,56,Takkarist,McKinley,DE,Active,74,265.00,1995-11-02T00:00:00,UCLA,11,DL,TRUE,DEF,Takkarist McKinley,25,4th Season,2-Nov-95,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18915.png,6,DEN,0,T.McKinley,1905.2,Scrambled,Scrambled,9,191,LV,ATL,2017,3,44,FALSE,6,2,37,,Scrambled,,304745,dcc7a0e1-05e3-407f-84e1-fdedf8eecbbf,12232,11928,,89691,,,,30139,Scrambled,Scrambled,,Scrambled,,Takkarist McKinley,Takkarist McKinley,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162711,http://cdn.usatsimg.com/api/download/?imageID=10311422,http://cdn.usatsimg.com/api/download/?imageID=10835848,2017-09-27T19:42:44,2018-05-14T09:18:27,,[]
14167,LV,58,Kyle,Wilber,OLB,Active,76,240.00,1989-04-26T00:00:00,Wake Forest,15,LB,TRUE,DEF,Kyle Wilber,31,9th Season,26-Apr-89,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14167.png,6,DEN,0,K.Wilber,1155.3,Scrambled,Scrambled,6,201,LV,DAL,2012,11,191,FALSE,6,4,37,,Scrambled,,301937,cdbaf089-9c7e-418f-829e-d903c28b2628,,8224,397413,39878,17740,,,25823,Scrambled,Scrambled,,Scrambled,,Kyle Wilber,Kyle Wilber,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162783,http://cdn.usatsimg.com/api/download/?imageID=14824853,http://cdn.usatsimg.com/api/download/?imageID=14824807,2020-08-25T10:37:14,2020-08-25T10:35:45,,[]
19567,LV,59,James,Onwualu,OLB,Practice Squad,73,235.00,1994-09-04T00:00:00,Notre Dame,6,LB,TRUE,DEF,James Onwualu,26,2nd Season,4-Sep-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19567.png,6,DEN,0,J.Onwualu,2168.7,Scrambled,Scrambled,,,LV,LAC,2017,,,TRUE,6,1,37,,Scrambled,,305434,4ca6d7fd-43f7-4c0d-8992-aa28d91710e6,,12356,733636,73985,,,,30428,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162731,http://cdn.usatsimg.com/api/download/?imageID=10370648,http://cdn.usatsimg.com/api/download/?imageID=10427440,2017-10-26T18:27:06,2017-11-20T17:26:33,,[]
13037,LV,61,Rodney,Hudson,C,Active,74,315.00,1989-07-12T00:00:00,Florida State,17,OL,TRUE,OFF,Rodney Hudson,31,10th Season,12-Jul-89,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13037.png,6,DEN,0,R.Hudson,,Scrambled,Scrambled,3,179,LV,KC,2011,6,93,FALSE,6,2,37,,Scrambled,,300258,1f0d9995-7ace-44ab-8d61-2f3924d5b75d,6612,7439,,34284,16074,,,24842,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162666,http://cdn.usatsimg.com/api/download/?imageID=14826637,http://cdn.usatsimg.com/api/download/?imageID=14826627,2020-08-25T13:27:43,2020-08-25T13:27:24,,[]
19328,LV,62,Erik,Magnuson,G,Practice Squad,78,300.00,1994-01-05T00:00:00,Michigan,11,OL,TRUE,OFF,Erik Magnuson,27,4th Season,5-Jan-94,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19328.png,6,DEN,0,E.Magnuson,,Scrambled,Scrambled,,,LV,SF,2017,,,TRUE,6,6,37,,Scrambled,,305254,03611d74-221a-4436-913f-d23f95542598,,12436,,57599,,,,30561,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162705,,,,,,[]
22471,LV,63,Kamaal,Seymour,OT,Practice Squad,78,319.00,1996-04-27T00:00:00,Rutgers,0,OL,TRUE,OFF,Kamaal Seymour,24,Rookie,27-Apr-96,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22471.png,6,DEN,0,K.Seymour,,Scrambled,Scrambled,,,LV,LV,2020,,,TRUE,6,6,37,,Scrambled,,308720,eac6612e-0eab-4a65-9057-60fc95d9ca3a,,15145,,93841,,,,33326,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162759,,,,,,[]
11664,LV,64,Richie,Incognito,G,Active,75,325.00,1983-07-05T00:00:00,Nebraska,22,OL,TRUE,OFF,Richie Incognito,37,13th Season,5-Jul-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11664.png,6,DEN,0,R.Incognito,,Scrambled,Scrambled,3,177,LV,LAR,2005,9,137,FALSE,6,3,37,,Scrambled,,303003,58b30f9c-384f-4e36-9e79-d4442ce8bb31,3291,4532,,11203,,,,7257,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,FALSE,,,,25,25,,,8162669,http://cdn.usatsimg.com/api/download/?imageID=14826648,http://cdn.usatsimg.com/api/download/?imageID=14826671,2020-08-25T13:28:01,2020-08-25T13:28:30,,[]
