dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,location,cross_street,lat,lon
100101217,2010-07-15T00:00:00.000,2010-07-14T00:00:00.000,2330,01,Central,0162,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,21,M,W,203,OTHER BUSINESS,216,SCISSORS,IC,Invest Cont,230,,OLIVE                        ST,7TH                          ST,34.0452,-118.2569
100101226,2010-07-15T00:00:00.000,2010-07-15T00:00:00.000,2100,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0417 1212,28,M,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH,WALL,34.0435,-118.2471
100101227,2010-07-15T00:00:00.000,2010-07-15T00:00:00.000,2100,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0416 1212,34,M,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH,WALL,34.0435,-118.2471
100101228,2010-07-15T00:00:00.000,2010-07-15T00:00:00.000,2100,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1212,34,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH,WALL,34.0435,-118.2471
100101233,2010-07-15T00:00:00.000,2010-07-15T00:00:00.000,2230,01,Central,0158,1,210,ROBBERY,0344 0416 0429,38,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,6TH,GLADYS,34.0398,-118.2413
100101237,2010-07-15T00:00:00.000,2010-07-15T00:00:00.000,1930,01,Central,0162,1,220,ATTEMPTED ROBBERY,0400,0,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,HILL                         ST,7TH                          ST,34.0445,-118.2558
100101241,2010-07-16T00:00:00.000,2010-07-16T00:00:00.000,1430,01,Central,0152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,45,M,W,101,STREET,212,BOTTLE,AO,Adult Other,230,,600    WILSHIRE                     BL,,34.0480,-118.2560
100101243,2010-07-16T00:00:00.000,2010-07-16T00:00:00.000,1815,01,Central,0157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402,42,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,998,500    CROCKER                      ST,,34.0435,-118.2427
100101244,2010-07-16T00:00:00.000,2010-07-16T00:00:00.000,2200,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0417 0429 1402,24,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,998,SAN JULIAN                   ST,6TH                          ST,34.0428,-118.2461
100101247,2010-07-17T00:00:00.000,2010-07-17T00:00:00.000,2130,01,Central,0147,2,624,BATTERY - SIMPLE ASSAULT,0432 2000,30,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,5TH,SAN JULIAN                   ST,34.0446,-118.2450
100101250,2010-07-18T00:00:00.000,2010-07-18T00:00:00.000,0420,01,Central,0152,1,210,ROBBERY,0337 0344 1402,27,M,W,101,STREET,511,VERBAL THREAT,AO,Adult Other,210,998,7TH,OLIVE                        ST,34.0467,-118.2556
100101251,2010-07-18T00:00:00.000,2010-07-18T00:00:00.000,1420,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402 2000,24,M,H,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,998,7TH,WALL                         ST,34.0412,-118.2474
100101252,2010-07-18T00:00:00.000,2010-07-18T00:00:00.000,1400,01,Central,0111,1,210,ROBBERY,0302 0344 0400,54,F,O,203,OTHER BUSINESS,102,HAND GUN,IC,Invest Cont,210,,900 N  BROADWAY,,34.0640,-118.2375
100101258,2010-07-21T00:00:00.000,2010-07-18T00:00:00.000,2200,01,Central,0171,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0416 0417 0429,32,M,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341,624,800 W  OLYMPIC                      BL,,34.0450,-118.2640
100101259,2010-07-19T00:00:00.000,2010-07-19T00:00:00.000,1650,01,Central,0101,1,210,ROBBERY,0344 0416 0601 0906 0917,39,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,1200    INNES                        AV,,34.0717,-118.2493
100101260,2010-07-19T00:00:00.000,2010-07-19T00:00:00.000,2205,01,Central,0171,1,210,ROBBERY,0334 0337 0344 0416 1402,0,M,H,108,PARKING LOT,301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,210,998,FIGUEROA,11TH                         ST,34.0437,-118.2652
100101264,2010-07-22T00:00:00.000,2010-07-19T00:00:00.000,0010,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0344 0400 1100,22,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,230,,SAN JUIAN,6TH                          ST,34.0437,-118.2455
100101269,2010-07-22T00:00:00.000,2010-07-15T00:00:00.000,2300,01,Central,0156,1,210,ROBBERY,0344 0400,20,M,B,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,5TH                          ST,SAN JULIAN                   ST,34.0446,-118.2450
100101276,2010-07-24T00:00:00.000,2010-07-24T00:00:00.000,0015,01,Central,0195,2,624,BATTERY - SIMPLE ASSAULT,0319 0416,28,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,BROADWAY,VENICE                       BL,34.0342,-118.2636
100101285,2010-07-29T00:00:00.000,2010-07-24T00:00:00.000,0100,01,Central,0111,1,121,"RAPE, FORCIBLE",0522 0906 1402,28,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,500 N  HILL                         ST,,34.0589,-118.2412
100101286,2010-07-30T00:00:00.000,2010-07-29T00:00:00.000,2255,01,Central,0162,1,121,"RAPE, FORCIBLE",0527,21,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,700 S  HOPE                         ST,,34.0480,-118.2577
100101287,2010-07-29T00:00:00.000,2010-07-29T00:00:00.000,2050,01,Central,0176,2,624,BATTERY - SIMPLE ASSAULT,0416,27,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,8TH                          ST,SAN PEDRO,34.0387,-118.2488
100101288,2010-07-30T00:00:00.000,2010-07-30T00:00:00.000,1400,01,Central,0166,1,210,ROBBERY,0344 0416 0417 0906,43,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,6TH,SAN JULIAN,34.0423,-118.2452
100101298,2010-08-01T00:00:00.000,2010-08-01T00:00:00.000,1100,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429,60,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500 W  7TH                          ST,,34.0467,-118.2556
100101301,2010-08-01T00:00:00.000,2010-08-01T00:00:00.000,1500,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0400,17,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,MAIN                         ST,CESAR E CHAVEZ,34.0583,-118.2378
100101304,2010-08-02T00:00:00.000,2010-07-31T00:00:00.000,1200,01,Central,0141,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 1402,38,M,H,602,BANK,106,UNKNOWN FIREARM,IC,Invest Cont,251,998,400 S  FIGUEROA                     ST,,34.0535,-118.2560
100101307,2010-08-05T00:00:00.000,2010-08-05T00:00:00.000,1410,01,Central,0185,2,623,BATTERY POLICE (SIMPLE),1212,0,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,300 E  12TH                         ST,,34.0363,-118.2573
100101309,2010-08-06T00:00:00.000,2010-08-05T00:00:00.000,0804,01,Central,0155,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,60,M,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745,,500    MAPLE                        AV,,34.0454,-118.2466
100101311,2010-08-06T00:00:00.000,2010-08-06T00:00:00.000,1800,01,Central,0195,1,210,ROBBERY,0302 0337 0344 0400,41,M,H,203,OTHER BUSINESS,108,AUTOMATIC WEAPON/SUB-MACHINE GUN,IC,Invest Cont,210,,1500    SANTEE                       ST,,34.0331,-118.2599
100101324,2010-08-07T00:00:00.000,2010-08-07T00:00:00.000,1830,01,Central,0111,1,220,ATTEMPTED ROBBERY,1300 1302,58,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220,,SOLANO,N  BROADWAY,34.0710,-118.2302
100101330,2010-08-12T00:00:00.000,2010-08-11T00:00:00.000,2140,01,Central,0166,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0103 0319 0373 0416 0417 1212 1218 1402 2002,0,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,231,,6TH,SAN PEDRO,34.0423,-118.2452
100101343,2010-08-15T00:00:00.000,2010-08-15T00:00:00.000,0025,01,Central,0176,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0417 1402,47,M,B,102,SIDEWALK,204,FOLDING KNIFE,IC,Invest Cont,230,998,8TH,WALL                         ST,34.0394,-118.2496
100101349,2010-08-15T00:00:00.000,2010-08-15T00:00:00.000,1800,01,Central,0146,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,57,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,5TH                          ST,LOS ANGELES,34.0454,-118.2466
100101350,2010-08-15T00:00:00.000,2010-08-15T00:00:00.000,1730,01,Central,0146,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,38,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,5TH,LOS ANGELES                  ST,34.0454,-118.2466
100101355,2010-08-18T00:00:00.000,2010-08-17T00:00:00.000,2300,01,Central,0156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0906 2000,28,F,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,500    SAN JULIAN                   ST,,34.0446,-118.2450
100101356,2010-08-18T00:00:00.000,2010-08-18T00:00:00.000,1500,01,Central,0158,1,761,BRANDISH WEAPON,0334 0906 1402,22,M,H,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,761,998,7TH,CENTRAL                      AV,34.0364,-118.2406
100101364,2010-08-20T00:00:00.000,2010-08-19T00:00:00.000,2345,01,Central,0155,1,210,ROBBERY,0416 1218 2004,25,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,200 E  6TH                          ST,,34.0446,-118.2490
100101365,2010-08-20T00:00:00.000,2010-08-19T00:00:00.000,2300,01,Central,0192,2,624,BATTERY - SIMPLE ASSAULT,0416,33,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,1300 S  HOPE                         ST,,34.0395,-118.2656
100101367,2010-08-20T00:00:00.000,2010-08-19T00:00:00.000,2225,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,51,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500    SAN JULIAN                   ST,,34.0446,-118.2450
100101370,2010-08-20T00:00:00.000,2010-08-20T00:00:00.000,2045,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416 1202,60,F,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH                          ST,SAN PEDRO,34.0423,-118.2452
100101371,2010-08-21T00:00:00.000,2010-08-21T00:00:00.000,1600,01,Central,0166,1,210,ROBBERY,0344 0416 0906,52,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,SAN JULIAN                   ST,6TH                          ST,34.0428,-118.2461
100101375,2010-08-22T00:00:00.000,2010-08-22T00:00:00.000,0210,01,Central,0171,2,624,BATTERY - SIMPLE ASSAULT,0416 0429,35,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,COTTAGE HOME                 PL,OLYMPIC                      BL,34.0457,-118.2665
100101384,2010-08-25T00:00:00.000,2010-08-24T00:00:00.000,2330,01,Central,0158,2,624,BATTERY - SIMPLE ASSAULT,2000,23,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,7TH,MAPLE,34.0419,-118.2485
100101385,2010-08-24T00:00:00.000,2010-08-24T00:00:00.000,2000,01,Central,0138,1,210,ROBBERY,0334 0342 0344 0355 0370 0416 0420 0429,25,M,H,101,STREET,304,CLUB/BAT,IC,Invest Cont,210,,3RD                          ST,WALL                         ST,34.0480,-118.2438
100101417,2010-09-04T00:00:00.000,2010-09-04T00:00:00.000,1540,01,Central,0156,1,210,ROBBERY,0329 0344 0416,49,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100101419,2010-09-04T00:00:00.000,2010-09-04T00:00:00.000,1735,01,Central,0159,1,210,ROBBERY,0344 0400,0,M,H,202,LIQUOR STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,1800    INDUSTRIAL                   ST,,34.0359,-118.2344
100101421,2010-09-04T00:00:00.000,2010-09-04T00:00:00.000,1420,13,Newton,1303,2,623,BATTERY POLICE (SIMPLE),0400 1212,36,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,WALL,OLYMPIC                      BL,34.0376,-118.2531
100101422,2010-09-04T00:00:00.000,2010-09-04T00:00:00.000,1420,13,Newton,1303,2,623,BATTERY POLICE (SIMPLE),0400 1212,34,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,OLYMPIC,WALL,34.0369,-118.2522
100101423,2010-09-04T00:00:00.000,2010-09-04T00:00:00.000,1920,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1402,47,F,W,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,230,998,6TH,SAN JULIAN                   ST,34.0423,-118.2452
100101424,2010-09-05T00:00:00.000,2010-09-05T00:00:00.000,0130,01,Central,0195,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1402,33,M,H,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,230,998,BROADWAY,VENICE,34.0342,-118.2636
100101425,2010-09-06T00:00:00.000,2010-09-05T00:00:00.000,1900,01,Central,0156,1,210,ROBBERY,0344 0416 0417 0429,54,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,6TH,SAN PEDRO,34.0423,-118.2452
100101427,2010-09-07T00:00:00.000,2010-09-06T00:00:00.000,2145,01,Central,0162,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0334 0421,38,M,H,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,930,,700 S  HILL                         ST,,34.0459,-118.2545
100101428,2010-09-07T00:00:00.000,2010-09-06T00:00:00.000,2130,01,Central,0163,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0334 0421,41,M,H,102,SIDEWALK,207,OTHER KNIFE,AA,Adult Arrest,930,,700 S  SPRING                       ST,,34.0445,-118.2523
100101429,2010-09-08T00:00:00.000,2010-09-08T00:00:00.000,0930,01,Central,0135,2,647,THROWING OBJECT AT MOVING VEHICLE,0400,28,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,647,,3RD,LOS ANGELES                  ST,34.0485,-118.2447
100101438,2010-09-12T00:00:00.000,2010-09-12T00:00:00.000,1315,01,Central,0144,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 2000,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,400 S  MAIN                         ST,,34.0482,-118.2472
100101451,2010-09-18T00:00:00.000,2010-09-18T00:00:00.000,0555,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402,52,F,B,148,PUBLIC RESTROOM/OUTSIDE*,303,BRASS KNUCKLES,IC,Invest Cont,230,998,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100101453,2010-09-19T00:00:00.000,2010-09-18T00:00:00.000,1325,01,Central,0143,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,7,M,B,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,5TH,HILL,34.0488,-118.2518
100101455,2010-09-19T00:00:00.000,2010-09-17T00:00:00.000,2300,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0408 0416 0429 2000,50,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,200 W  6TH                          ST,,34.0460,-118.2509
100101467,2010-09-23T00:00:00.000,2010-09-23T00:00:00.000,2135,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1402 2000,26,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AA,Adult Arrest,230,998,800 E  6TH                          ST,,34.0408,-118.2428
100101469,2010-09-25T00:00:00.000,2010-09-24T00:00:00.000,2045,01,Central,0138,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300,0,M,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,BOYD,SAN PEDRO,34.0467,-118.2427
100101476,2010-09-25T00:00:00.000,2010-09-25T00:00:00.000,1535,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,0416 0429,58,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,800 S  GRAND                        AV,,34.0459,-118.2579
100101477,2010-09-25T00:00:00.000,2010-09-25T00:00:00.000,1430,01,Central,0158,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 1300 1310 2000,32,M,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,624,900 E  7TH                          ST,,34.0390,-118.2444
100101487,2010-10-05T00:00:00.000,2010-10-04T00:00:00.000,1950,01,Central,0135,1,210,ROBBERY,0344 0431,24,M,H,210,RESTAURANT/FAST FOOD,512,MACE/PEPPER SPRAY,AA,Adult Arrest,210,,4TH,SPRING,34.0488,-118.2483
100101490,2010-10-09T00:00:00.000,2010-10-09T00:00:00.000,1455,01,Central,0147,2,624,BATTERY - SIMPLE ASSAULT,0416,28,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,998,5TH,WALL                         ST,34.0446,-118.2450
100101492,2010-10-10T00:00:00.000,2010-10-10T00:00:00.000,0040,01,Central,0176,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1218 2000 2004,38,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,800    MAPLE                        AV,,34.0408,-118.2511
100101499,2010-10-13T00:00:00.000,2010-10-12T00:00:00.000,2330,01,Central,0158,1,210,ROBBERY,0344,45,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,210,,1300 E  7TH                          ST,,34.0368,-118.2412
100101500,2010-10-13T00:00:00.000,2010-10-13T00:00:00.000,1615,01,Central,0154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1243 2000,35,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,500 S  SPRING                       ST,,34.0474,-118.2496
100101513,2010-10-15T00:00:00.000,2010-10-14T00:00:00.000,1515,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218,41,M,H,102,SIDEWALK,301,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,230,,6TH                          ST,STANFORD,34.0403,-118.2421
100101520,2010-10-18T00:00:00.000,2010-10-18T00:00:00.000,0115,01,Central,0133,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1234,43,M,W,207,BAR/COCKTAIL/NIGHTCLUB,212,BOTTLE,IC,Invest Cont,230,,300 W  2ND                          ST,,34.0524,-118.2467
100101521,2010-10-18T00:00:00.000,2010-10-18T00:00:00.000,0600,01,Central,0159,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0400 0416 0429 0553 1257,0,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,235,,7TH,MILL,34.0347,-118.2345
100101523,2010-10-21T00:00:00.000,2010-10-19T00:00:00.000,1000,01,Central,0129,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0517,22,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,821,,100 N  VIGNES                       ST,,34.0484,-118.2339
100101536,2010-10-23T00:00:00.000,2010-10-23T00:00:00.000,0115,01,Central,0118,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,39,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745,,900 N  BROADWAY,,34.0640,-118.2375
100101552,2010-10-26T00:00:00.000,2010-10-26T00:00:00.000,0100,01,Central,0165,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0906 0907,40,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,6TH,WALL,34.0435,-118.2471
100101562,2010-10-29T00:00:00.000,2010-10-29T00:00:00.000,1935,01,Central,0153,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0411 2000,54,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,BOTTLE,AA,Adult Arrest,236,,200 W  6TH                          ST,,34.0460,-118.2509
100101563,2010-10-30T00:00:00.000,2010-10-30T00:00:00.000,0200,01,Central,0144,2,624,BATTERY - SIMPLE ASSAULT,0416,38,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,100 W  4TH                          ST,,34.0482,-118.2472
100101572,2010-11-03T00:00:00.000,2010-11-02T00:00:00.000,1200,01,Central,0134,1,820,ORAL COPULATION,0507,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,820,,300 W  3RD                          ST,,34.0510,-118.2480
100101586,2010-11-06T00:00:00.000,2010-11-06T00:00:00.000,0020,01,Central,0132,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,26,F,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,200 S  OLIVE                        ST,,34.0538,-118.2488
100101587,2010-11-07T00:00:00.000,2010-11-05T00:00:00.000,2045,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0416 0444,50,F,B,503,HOTEL,207,OTHER KNIFE,IC,Invest Cont,230,,7TH,CENTRAL,34.0364,-118.2406
100101591,2010-11-10T00:00:00.000,2010-11-09T00:00:00.000,1055,01,Central,0132,2,624,BATTERY - SIMPLE ASSAULT,0416 1402,20,M,H,102,SIDEWALK,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,624,998,200 S  GRAND                        AV,,34.0545,-118.2499
100101594,2010-11-11T00:00:00.000,2010-11-09T00:00:00.000,1935,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411,45,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,500    SAN JULIAN                   ST,,34.0446,-118.2450
100101598,2010-11-11T00:00:00.000,2010-11-10T00:00:00.000,2035,01,Central,0155,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0416 0429,45,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,6TH,LOS ANGELES,34.0439,-118.2479
100101599,2010-11-11T00:00:00.000,2010-11-10T00:00:00.000,1600,01,Central,0156,2,623,BATTERY POLICE (SIMPLE),0907 1212 1402,31,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,623,998,6TH                          ST,SAN JULIAN                   ST,34.0423,-118.2452
100101605,2010-11-15T00:00:00.000,2010-11-14T00:00:00.000,1245,01,Central,0157,1,110,CRIMINAL HOMICIDE,0416 1218,48,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,500    CROCKER                      ST,,34.0435,-118.2427
